protein, rna
XP_006367201.1, XM_006367139.2
XP_006347313.1, XM_006347251.2
XP_006356035.1, XM_006355973.2
XP_006365877.1, XM_006365815.2
XP_015160136.1, XM_015304650.1
XP_006341343.1, XM_006341281.2
XP_006345258.1, XM_006345196.2
XP_006346141.1, XM_006346079.2
XP_006365761.2, XM_006365699.2
XP_006341408.1, XM_006341346.2
XP_006348098.1, XM_006348036.2
XP_006345074.1, XM_006345012.2
XP_006366791.2, XM_006366729.2
XP_006345711.1, XM_006345649.2
XP_006355285.1, XM_006355223.2
XP_006349868.1, XM_006349806.2
XP_006357659.1, XM_006357597.2
XP_015169009.1, XM_015313523.1
XP_006344001.1, XM_006343939.2
XP_006347053.1, XM_006346991.2
XP_006366819.1, XM_006366757.2
XP_006348568.2, XM_006348506.2
XP_006360788.1, XM_006360726.2
XP_006365277.1, XM_006365215.2
XP_006352329.1, XM_006352267.2
XP_006343852.1, XM_006343790.2
XP_006351764.1, XM_006351702.2
XP_006357240.1, XM_006357178.2
XP_006348261.1, XM_006348199.2
XP_006363437.1, XM_006363375.2
XP_006354733.1, XM_006354671.2
XP_006361396.1, XM_006361334.2
XP_006341083.1, XM_006341021.2
XP_006352646.1, XM_006352584.2
XP_006351463.1, XM_006351401.2
XP_006359363.1, XM_006359301.2
XP_006347557.1, XM_006347495.2
XP_006362179.1, XM_006362117.2
XP_006353458.1, XM_006353396.2
XP_006346669.1, XM_006346607.2
XP_006354397.1, XM_006354335.2
XP_006363041.1, XM_006362979.2
XP_006348116.1, XM_006348054.1
XP_006346221.1, XM_006346159.2
XP_006355940.1, XM_006355878.2
XP_006339350.2, XM_006339288.2
XP_006365808.2, XM_006365746.2
XP_006348605.1, XM_006348543.2
XP_006366088.2, XM_006366026.2
XP_006357029.1, XM_006356967.2
XP_006354117.1, XM_006354055.2
XP_006361862.1, XM_006361800.2
XP_015171004.1, XM_015315518.1
XP_006343053.1, XM_006342991.2
XP_006355166.1, XM_006355104.1
XP_006343021.1, XM_006342959.2
XP_006351288.1, XM_006351226.2
XP_006360029.1, XM_006359967.2
XP_006356686.1, XM_006356624.1
XP_006341056.1, XM_006340994.2
XP_015162290.1, XM_015306804.1
XP_006357036.1, XM_006356974.2
NP_001275329.1, NM_001288400.1
XP_006347595.1, XM_006347533.2
XP_006347648.1, XM_006347586.2
XP_006362662.1, XM_006362600.2
XP_006340763.1, XM_006340701.2
XP_006358667.1, XM_006358605.1
XP_006344488.1, XM_006344426.2
XP_006362829.1, XM_006362767.2
XP_006348074.1, XM_006348012.2
XP_006364602.1, XM_006364540.2
XP_006364592.1, XM_006364530.2
XP_006338382.1, XM_006338320.2
XP_006363032.1, XM_006362970.2
XP_015163722.1, XM_015308236.1
XP_006359784.1, XM_006359722.2
XP_006360338.1, XM_006360276.2
XP_006352864.1, XM_006352802.2
XP_006347924.1, XM_006347862.2
XP_015164492.1, XM_015309006.1
XP_015160599.1, XM_015305113.1
XP_006344418.1, XM_006344356.2
XP_006359994.1, XM_006359932.2
XP_006347679.1, XM_006347617.2
XP_006339218.1, XM_006339156.2
XP_006350431.2, XM_006350369.2
XP_006346920.1, XM_006346858.2
XP_006343839.1, XM_006343777.2
XP_006361527.1, XM_006361465.2
XP_006344556.1, XM_006344494.2
XP_006367437.1, XM_006367375.2
XP_015160901.1, XM_015305415.1
XP_006346184.1, XM_006346122.2
XP_006359747.1, XM_006359685.2
XP_006365497.1, XM_006365435.2
XP_006343031.1, XM_006342969.2
XP_006348668.1, XM_006348606.2
XP_006359382.1, XM_006359320.2
XP_006366597.1, XM_006366535.2
XP_006347803.1, XM_006347741.2
NP_001275295.1, NM_001288366.1
NP_001275315.1, NM_001288386.1
XP_006343159.1, XM_006343097.1
XP_006348344.1, XM_006348282.2
XP_015164655.1, XM_015309169.1
XP_006349220.1, XM_006349158.2
XP_006357792.1, XM_006357730.2
XP_006343664.1, XM_006343602.2
XP_006366888.1, XM_006366826.2
XP_006350046.2, XM_006349984.2
XP_006338151.1, XM_006338089.2
XP_006345336.1, XM_006345274.2
XP_006343036.1, XM_006342974.2
XP_006351019.1, XM_006350957.2
XP_006354638.1, XM_006354576.2
XP_006355664.1, XM_006355602.2
XP_006339855.1, XM_006339793.2
XP_006352609.1, XM_006352547.2
XP_006342779.1, XM_006342717.2
XP_006338776.1, XM_006338714.2
XP_006347831.1, XM_006347769.2
XP_006359339.1, XM_006359277.2
XP_006355425.1, XM_006355363.2
XP_006359678.1, XM_006359616.2
XP_006348275.1, XM_006348213.2
XP_006361827.1, XM_006361765.2
XP_006342508.1, XM_006342446.2
XP_006346089.1, XM_006346027.2
XP_006362686.1, XM_006362624.2
XP_006344139.1, XM_006344077.2
XP_006355862.1, XM_006355800.1
XP_015166768.1, XM_015311282.1
XP_006355498.1, XM_006355436.2
XP_006362017.1, XM_006361955.2
XP_006363025.1, XM_006362963.2
XP_006341034.1, XM_006340972.2
XP_006346187.1, XM_006346125.2
XP_006344564.1, XM_006344502.2
XP_006363069.1, XM_006363007.2
XP_006362224.1, XM_006362162.2
XP_006341039.1, XM_006340977.2
XP_006349675.1, XM_006349613.2
XP_006339217.1, XM_006339155.2
XP_006350373.1, XM_006350311.2
XP_006343833.1, XM_006343771.2
XP_006338629.1, XM_006338567.2
XP_006356645.1, XM_006356583.1
XP_006339187.1, XM_006339125.2
XP_006338583.1, XM_006338521.2
XP_006357876.1, XM_006357814.2
XP_006346961.1, XM_006346899.2
XP_006362856.2, XM_006362794.2
XP_006340539.1, XM_006340477.2
XP_006355485.1, XM_006355423.2
XP_006357324.1, XM_006357262.2
XP_006357325.1, XM_006357263.2
XP_015168868.1, XM_015313382.1
XP_006343594.1, XM_006343532.2
XP_006356052.1, XM_006355990.1
XP_006342083.1, XM_006342021.2
XP_006348726.1, XM_006348664.2
XP_015164820.1, XM_015309334.1
XP_006349873.1, XM_006349811.2
XP_006347883.1, XM_006347821.2
XP_006350872.1, XM_006350810.2
XP_006351156.1, XM_006351094.2
XP_006344606.1, XM_006344544.2
XP_006353968.1, XM_006353906.2
XP_006350920.1, XM_006350858.2
XP_006352831.1, XM_006352769.2
XP_006355907.1, XM_006355845.2
XP_006365449.1, XM_006365387.2
XP_006344616.1, XM_006344554.2
XP_006366889.1, XM_006366827.2
XP_006349612.1, XM_006349550.2
XP_006348749.2, XM_006348687.2
XP_006342163.1, XM_006342101.2
NP_001274900.1, NM_001287971.1
XP_015159771.1, XM_015304285.1
XP_006344697.2, XM_006344635.2
XP_006347567.1, XM_006347505.2
XP_006359661.1, XM_006359599.2
XP_006359274.1, XM_006359212.2
XP_006345861.1, XM_006345799.2
XP_015166505.1, XM_015311019.1
XP_006352056.1, XM_006351994.2
XP_006365073.1, XM_006365011.2
XP_006356395.1, XM_006356333.2
XP_006347292.1, XM_006347230.2
XP_006348715.1, XM_006348653.2
NP_001275474.1, NM_001288545.1
XP_015163549.1, XM_015308063.1
XP_006351490.1, XM_006351428.2
XP_006351491.1, XM_006351429.2
XP_006349194.1, XM_006349132.2
XP_006360496.1, XM_006360434.2
XP_006352837.1, XM_006352775.1
XP_006353914.1, XM_006353852.2
XP_006344832.1, XM_006344770.2
XP_006338318.1, XM_006338256.2
XP_006348221.1, XM_006348159.2
XP_006365998.1, XM_006365936.2
XP_015160176.1, XM_015304690.1
XP_006364526.1, XM_006364464.2
XP_006361733.1, XM_006361671.2
XP_006338897.1, XM_006338835.2
XP_006346225.1, XM_006346163.2
XP_006362697.1, XM_006362635.2
XP_006338899.1, XM_006338837.2
XP_006352838.1, XM_006352776.2
XP_006361545.1, XM_006361483.2
XP_006348075.1, XM_006348013.2
XP_006347611.1, XM_006347549.2
XP_006342377.1, XM_006342315.1
XP_006366716.1, XM_006366654.2
XP_006367301.1, XM_006367239.2
XP_006367302.1, XM_006367240.2
XP_006348670.1, XM_006348608.2
XP_006341654.1, XM_006341592.2
XP_006351504.1, XM_006351442.2
XP_006358472.1, XM_006358410.2
XP_006358960.1, XM_006358898.2
XP_006360499.1, XM_006360437.2
XP_006352484.1, XM_006352422.2
XP_006342363.1, XM_006342301.2
XP_006357255.1, XM_006357193.2
XP_006338253.1, XM_006338191.2
XP_006351646.1, XM_006351584.2
XP_006351647.1, XM_006351585.2
XP_015166066.1, XM_015310580.1
XP_006366986.1, XM_006366924.2
XP_006367254.1, XM_006367192.2
XP_006367255.1, XM_006367193.2
NP_001274927.1, NM_001287998.1
XP_006347993.1, XM_006347931.2
XP_006347994.1, XM_006347932.2
XP_015166767.1, XM_015311281.1
XP_006345373.1, XM_006345311.2
XP_006366676.1, XM_006366614.2
XP_006348752.1, XM_006348690.2
XP_006348754.1, XM_006348692.2
XP_006363904.1, XM_006363842.2
XP_006358073.1, XM_006358011.2
XP_006348298.1, XM_006348236.2
XP_006360805.1, XM_006360743.2
XP_006352587.1, XM_006352525.2
XP_006343439.1, XM_006343377.2
XP_006353938.1, XM_006353876.2
XP_006356517.1, XM_006356455.2
XP_006352924.1, XM_006352862.2
XP_006350321.1, XM_006350259.2
XP_006350690.1, XM_006350628.2
XP_006342036.1, XM_006341974.2
XP_006359026.1, XM_006358964.2
XP_015167751.1, XM_015312265.1
XP_015169992.1, XM_015314506.1
XP_015170002.1, XM_015314516.1
XP_006340896.1, XM_006340834.2
NP_001274864.1, NM_001287935.1
XP_006337999.1, XM_006337937.2
XP_006348278.1, XM_006348216.2
XP_006351267.1, XM_006351205.2
XP_006345902.1, XM_006345840.2
XP_006339178.1, XM_006339116.2
XP_006363175.1, XM_006363113.2
XP_006362859.1, XM_006362797.2
XP_006345956.1, XM_006345894.2
XP_006354458.1, XM_006354396.2
XP_006343515.1, XM_006343453.2
XP_006352571.1, XM_006352509.1
XP_006365987.1, XM_006365925.2
XP_006358702.1, XM_006358640.2
XP_006356650.1, XM_006356588.2
XP_006339422.1, XM_006339360.2
XP_006363014.1, XM_006362952.2
XP_006344794.1, XM_006344732.2
XP_006359553.1, XM_006359491.2
XP_006354560.1, XM_006354498.2
XP_006350999.1, XM_006350937.2
XP_006345117.1, XM_006345055.2
XP_015163186.1, XM_015307700.1
XP_015163187.1, XM_015307701.1
XP_006355278.1, XM_006355216.2
XP_015161948.1, XM_015306462.1
XP_015161949.1, XM_015306463.1
XP_015162140.1, XM_015306654.1
XP_015162141.1, XM_015306655.1
XP_006359368.1, XM_006359306.2
XP_006350343.1, XM_006350281.2
XP_006363261.1, XM_006363199.2
XP_006363262.1, XM_006363200.2
XP_006358956.1, XM_006358894.2
XP_006362956.1, XM_006362894.2
XP_006362180.1, XM_006362118.2
XP_006353255.1, XM_006353193.2
XP_006356252.1, XM_006356190.2
XP_006338178.1, XM_006338116.2
XP_015160978.1, XM_015305492.1
XP_006363983.1, XM_006363921.2
XP_006354280.1, XM_006354218.2
XP_006359468.1, XM_006359406.2
XP_006344540.1, XM_006344478.2
NP_001274781.1, NM_001287852.1
NP_001275125.1, NM_001288196.1
XP_006362727.1, XM_006362665.2
XP_006359544.1, XM_006359482.2
XP_006345124.1, XM_006345062.2
XP_006355840.1, XM_006355778.2
XP_006344710.1, XM_006344648.1
XP_006357070.1, XM_006357008.2
XP_006359375.1, XM_006359313.2
XP_006355832.1, XM_006355770.2
XP_006359424.1, XM_006359362.2
XP_006349081.1, XM_006349019.2
XP_006363774.1, XM_006363712.2
XP_006338118.1, XM_006338056.2
XP_006339060.1, XM_006338998.2
XP_006339689.1, XM_006339627.2
XP_006356805.1, XM_006356743.2
XP_006351360.1, XM_006351298.2
XP_006345465.1, XM_006345403.2
XP_006350611.1, XM_006350549.2
XP_006355027.1, XM_006354965.1
XP_006355960.1, XM_006355898.2
XP_006363838.1, XM_006363776.2
XP_006343238.1, XM_006343176.2
XP_006357532.1, XM_006357470.2
XP_006352997.1, XM_006352935.2
XP_006347451.1, XM_006347389.2
XP_006340426.1, XM_006340364.2
XP_006349886.1, XM_006349824.2
XP_015165262.1, XM_015309776.1
XP_006346035.1, XM_006345973.2
XP_006350212.1, XM_006350150.2
XP_006347703.1, XM_006347641.2
XP_006356376.1, XM_006356314.2
XP_006352880.1, XM_006352818.2
XP_006367071.1, XM_006367009.2
XP_006351185.1, XM_006351123.2
XP_006364970.1, XM_006364908.2
XP_006344464.1, XM_006344402.2
NP_001274902.1, NM_001287973.1
XP_006341666.1, XM_006341604.2
XP_006359962.1, XM_006359900.2
XP_006362526.1, XM_006362464.2
XP_006344693.1, XM_006344631.2
XP_006349938.1, XM_006349876.2
XP_006356253.1, XM_006356191.2
XP_006362873.1, XM_006362811.2
XP_006348272.1, XM_006348210.2
XP_006352496.1, XM_006352434.2
XP_006338489.1, XM_006338427.2
XP_006342178.1, XM_006342116.2
XP_006344943.1, XM_006344881.2
XP_006346867.1, XM_006346805.2
XP_006367687.1, XM_006367625.2
XP_006355323.1, XM_006355261.2
XP_015167790.1, XM_015312304.1
XP_006366076.1, XM_006366014.2
XP_006343728.1, XM_006343666.2
XP_006343595.1, XM_006343533.2
XP_006361471.1, XM_006361409.2
XP_006361488.1, XM_006361426.2
XP_006343493.1, XM_006343431.2
XP_006359307.1, XM_006359245.2
XP_006341830.1, XM_006341768.2
XP_006345762.1, XM_006345700.2
XP_006353635.1, XM_006353573.2
XP_006359347.1, XM_006359285.2
XP_006345390.1, XM_006345328.2
XP_006345088.1, XM_006345026.2
NP_001275224.1, NM_001288295.1
XP_006349192.1, XM_006349130.2
XP_006345640.1, XM_006345578.2
XP_006350188.1, XM_006350126.2
XP_015158975.1, XM_015303489.1
XP_015170022.1, XM_015314536.1
XP_006366198.1, XM_006366136.2
XP_006346899.1, XM_006346837.2
XP_006364522.1, XM_006364460.2
XP_006362003.1, XM_006361941.2
XP_006360794.1, XM_006360732.2
XP_006362650.1, XM_006362588.2
XP_006366214.1, XM_006366152.2
XP_006342314.1, XM_006342252.2
XP_006344890.1, XM_006344828.2
XP_006357064.1, XM_006357002.2
XP_006350610.1, XM_006350548.2
XP_015158602.1, XM_015303116.1
XP_015162867.1, XM_015307381.1
XP_006351446.1, XM_006351384.2
XP_006357798.1, XM_006357736.2
XP_006364029.1, XM_006363967.2
XP_006365532.1, XM_006365470.2
XP_006350399.1, XM_006350337.2
XP_006356514.1, XM_006356452.2
XP_006341400.1, XM_006341338.2
XP_006342873.1, XM_006342811.2
XP_006355007.1, XM_006354945.2
XP_006343693.1, XM_006343631.2
XP_006348311.1, XM_006348249.2
XP_006348542.1, XM_006348480.2
XP_006365491.1, XM_006365429.2
XP_006352906.1, XM_006352844.2
XP_006347020.1, XM_006346958.2
XP_006354392.1, XM_006354330.2
XP_006347239.1, XM_006347177.2
XP_006367268.1, XM_006367206.2
XP_006352076.1, XM_006352014.2
XP_006358254.1, XM_006358192.2
XP_006351798.1, XM_006351736.2
XP_015167545.1, XM_015312059.1
XP_015167547.1, XM_015312061.1
XP_006353398.1, XM_006353336.2
XP_006348469.1, XM_006348407.2
XP_006348470.1, XM_006348408.2
XP_006363604.1, XM_006363542.2
XP_006349142.1, XM_006349080.2
XP_006342464.1, XM_006342402.2
XP_006345412.1, XM_006345350.2
XP_006361237.1, XM_006361175.2
XP_006340778.1, XM_006340716.2
XP_006339500.1, XM_006339438.2
XP_015167019.1, XM_015311533.1
XP_006338784.1, XM_006338722.2
XP_006353680.1, XM_006353618.2
XP_006353681.1, XM_006353619.2
XP_006354455.1, XM_006354393.2
XP_006351464.1, XM_006351402.2
XP_006344136.1, XM_006344074.2
XP_006339227.1, XM_006339165.2
XP_006342192.1, XM_006342130.2
XP_006364518.1, XM_006364456.2
XP_006344467.1, XM_006344405.2
NP_001275281.1, NM_001288352.1
XP_006362525.1, XM_006362463.2
XP_006341521.1, XM_006341459.2
XP_006350758.1, XM_006350696.2
XP_006354418.1, XM_006354356.2
XP_006357690.1, XM_006357628.2
XP_006350048.1, XM_006349986.2
XP_006350050.1, XM_006349988.2
XP_006350051.1, XM_006349989.2
XP_006339614.1, XM_006339552.2
XP_006347992.1, XM_006347930.2
XP_006361876.1, XM_006361814.2
XP_006363893.1, XM_006363831.2
XP_015170085.1, XM_015314599.1
XP_006362507.1, XM_006362445.2
XP_015158498.1, XM_015303012.1
XP_006364154.2, XM_006364092.2
XP_006340109.1, XM_006340047.2
XP_006362560.1, XM_006362498.2
XP_006359016.1, XM_006358954.2
XP_006344019.1, XM_006343957.2
XP_006350403.1, XM_006350341.2
XP_015165547.1, XM_015310061.1
XP_006356858.1, XM_006356796.2
XP_006345716.1, XM_006345654.2
XP_006353450.1, XM_006353388.2
XP_006353451.1, XM_006353389.2
XP_006340312.1, XM_006340250.2
XP_006342786.1, XM_006342724.2
XP_006342820.1, XM_006342758.2
XP_006340010.1, XM_006339948.2
XP_006339401.1, XM_006339339.2
XP_006345816.1, XM_006345754.2
XP_006348890.1, XM_006348828.2
XP_006341184.2, XM_006341122.2
XP_006366839.1, XM_006366777.2
XP_006353861.1, XM_006353799.2
XP_006339494.1, XM_006339432.2
XP_006346679.1, XM_006346617.2
XP_006346680.1, XM_006346618.2
XP_006345952.1, XM_006345890.2
XP_006365707.1, XM_006365645.2
XP_006361678.1, XM_006361616.2
XP_015170914.1, XM_015315428.1
XP_006364805.1, XM_006364743.2
XP_006358267.1, XM_006358205.1
XP_006338572.1, XM_006338510.2
NP_001275395.1, NM_001288466.1
XP_006345415.1, XM_006345353.2
XP_006364012.1, XM_006363950.2
XP_006361832.1, XM_006361770.2
XP_006360846.1, XM_006360784.2
XP_006367580.1, XM_006367518.2
XP_006342739.1, XM_006342677.2
XP_006346861.1, XM_006346799.2
XP_006363432.1, XM_006363370.2
XP_015158923.1, XM_015303437.1
XP_006352885.1, XM_006352823.2
XP_006355890.1, XM_006355828.2
XP_006338200.1, XM_006338138.2
XP_006356634.1, XM_006356572.2
XP_006356635.1, XM_006356573.2
XP_006362779.1, XM_006362717.2
XP_006359198.1, XM_006359136.2
XP_006350476.1, XM_006350414.2
XP_006361976.1, XM_006361914.2
XP_006340773.1, XM_006340711.2
XP_006363829.1, XM_006363767.2
XP_006350835.1, XM_006350773.2
XP_006364710.1, XM_006364648.2
XP_006347517.1, XM_006347455.2
XP_006356797.1, XM_006356735.2
XP_006367080.1, XM_006367018.2
XP_006367538.1, XM_006367476.2
XP_006353660.1, XM_006353598.2
XP_006341467.1, XM_006341405.2
XP_006359703.1, XM_006359641.2
XP_006347161.1, XM_006347099.2
XP_006343825.1, XM_006343763.2
XP_006357437.1, XM_006357375.2
XP_006354119.1, XM_006354057.2
XP_006350457.1, XM_006350395.2
XP_006338804.1, XM_006338742.1
XP_006348840.1, XM_006348778.2
XP_006352135.1, XM_006352073.2
XP_006349527.1, XM_006349465.1
XP_006359695.1, XM_006359633.2
XP_006338241.1, XM_006338179.2
NP_001274849.1, NM_001287920.1
XP_006338732.1, XM_006338670.2
XP_006338733.1, XM_006338671.2
XP_006364689.1, XM_006364627.2
XP_006360606.1, XM_006360544.2
XP_006344133.1, XM_006344071.2
XP_006340016.1, XM_006339954.2
XP_006345070.1, XM_006345008.2
XP_006343499.1, XM_006343437.2
XP_006360851.1, XM_006360789.2
XP_006357805.1, XM_006357743.2
XP_006353453.1, XM_006353391.1
XP_006339533.1, XM_006339471.2
XP_006340805.1, XM_006340743.2
XP_006340806.1, XM_006340744.2
XP_006346406.1, XM_006346344.2
XP_006348674.1, XM_006348612.2
NP_001275241.1, NM_001288312.1
XP_006343926.2, XM_006343864.2
XP_006340677.1, XM_006340615.2
XP_006359643.1, XM_006359581.2
XP_015168594.1, XM_015313108.1
XP_006357233.1, XM_006357171.2
XP_006362533.1, XM_006362471.2
XP_006340154.1, XM_006340092.2
XP_006351533.1, XM_006351471.2
XP_006348602.2, XM_006348540.2
XP_006356461.1, XM_006356399.2
XP_006358574.1, XM_006358512.2
XP_006367435.1, XM_006367373.2
XP_006364887.1, XM_006364825.2
XP_006346140.1, XM_006346078.2
XP_006351576.1, XM_006351514.2
XP_006347159.1, XM_006347097.2
XP_006346044.1, XM_006345982.2
XP_006349877.1, XM_006349815.2
XP_006341971.1, XM_006341909.2
XP_006357222.1, XM_006357160.2
XP_006357522.1, XM_006357460.2
XP_015168945.1, XM_015313459.1
XP_015168946.1, XM_015313460.1
XP_006344212.1, XM_006344150.2
XP_006338643.1, XM_006338581.2
XP_006355501.1, XM_006355439.2
XP_006346495.1, XM_006346433.2
XP_006363036.1, XM_006362974.2
XP_006366213.1, XM_006366151.2
XP_006363520.1, XM_006363458.2
XP_006363521.1, XM_006363459.2
XP_006348277.1, XM_006348215.2
XP_006345159.1, XM_006345097.2
XP_006359539.1, XM_006359477.2
XP_006362350.1, XM_006362288.2
XP_006344615.1, XM_006344553.2
XP_006347762.1, XM_006347700.2
NP_001275023.1, NM_001288094.1
XP_006349625.1, XM_006349563.2
XP_006341070.1, XM_006341008.1
XP_006341534.1, XM_006341472.2
XP_006350300.1, XM_006350238.2
XP_006356855.1, XM_006356793.2
XP_006347135.1, XM_006347073.2
XP_006345603.1, XM_006345541.2
XP_006347274.1, XM_006347212.2
XP_006358743.1, XM_006358681.2
XP_006344344.1, XM_006344282.1
XP_006351468.1, XM_006351406.2
XP_006353232.1, XM_006353170.2
XP_006347280.1, XM_006347218.2
XP_006364755.1, XM_006364693.2
XP_006364756.1, XM_006364694.2
XP_006339138.1, XM_006339076.2
XP_006358483.1, XM_006358421.2
XP_006353563.1, XM_006353501.2
XP_006347590.1, XM_006347528.2
XP_006365049.1, XM_006364987.2
XP_006346750.1, XM_006346688.2
XP_006351485.1, XM_006351423.2
XP_006351486.1, XM_006351424.2
XP_006351487.1, XM_006351425.2
XP_006352791.1, XM_006352729.2
XP_006354175.1, XM_006354113.2
XP_006360915.1, XM_006360853.2
XP_006352485.1, XM_006352423.2
XP_006341582.1, XM_006341520.2
XP_015161709.1, XM_015306223.1
XP_006344374.1, XM_006344312.2
XP_006340865.1, XM_006340803.2
XP_006363257.1, XM_006363195.2
XP_015160785.1, XM_015305299.1
XP_006346212.1, XM_006346150.2
XP_015163670.1, XM_015308184.1
XP_006359699.1, XM_006359637.2
XP_006340594.1, XM_006340532.2
XP_006363825.1, XM_006363763.2
XP_006355366.1, XM_006355304.2
XP_006364338.1, XM_006364276.2
XP_006353339.1, XM_006353277.2
XP_006367434.1, XM_006367372.2
XP_006339861.1, XM_006339799.2
XP_006343195.1, XM_006343133.2
NP_001275363.1, NM_001288434.1
XP_006352557.1, XM_006352495.2
XP_015159913.1, XM_015304427.1
XP_006359051.1, XM_006358989.2
XP_006346054.1, XM_006345992.2
XP_006341748.1, XM_006341686.2
XP_006357028.1, XM_006356966.2
XP_006343806.1, XM_006343744.2
XP_006344988.1, XM_006344926.2
XP_006343123.1, XM_006343061.2
XP_006341962.1, XM_006341900.2
XP_006342577.1, XM_006342515.2
XP_006346696.1, XM_006346634.2
XP_006354731.1, XM_006354669.2
XP_006340918.1, XM_006340856.2
XP_006355740.1, XM_006355678.2
XP_006346560.1, XM_006346498.2
XP_006348279.1, XM_006348217.2
XP_015164630.1, XM_015309144.1
XP_006349009.1, XM_006348947.2
XP_006359849.1, XM_006359787.2
XP_006349474.1, XM_006349412.2
XP_006363798.1, XM_006363736.2
XP_006363799.1, XM_006363737.2
XP_006348634.1, XM_006348572.2
XP_006364038.1, XM_006363976.2
XP_015159244.1, XM_015303758.1
XP_006339930.1, XM_006339868.2
XP_006360293.1, XM_006360231.2
XP_006345132.1, XM_006345070.2
XP_006366348.1, XM_006366286.2
XP_006345410.1, XM_006345348.2
XP_006345411.1, XM_006345349.2
XP_006353225.1, XM_006353163.2
XP_006359800.1, XM_006359738.2
XP_006341150.1, XM_006341088.2
XP_006349911.1, XM_006349849.2
XP_006352375.1, XM_006352313.2
XP_006355941.1, XM_006355879.2
XP_006353701.1, XM_006353639.2
XP_006343200.1, XM_006343138.2
XP_006366442.1, XM_006366380.2
XP_006356226.1, XM_006356164.2
XP_006359059.1, XM_006358997.2
XP_006354792.1, XM_006354730.2
XP_015164383.1, XM_015308897.1
XP_006355489.1, XM_006355427.2
XP_015167521.1, XM_015312035.1
XP_006350866.1, XM_006350804.2
XP_006348362.1, XM_006348300.2
XP_006348363.1, XM_006348301.2
XP_006352611.1, XM_006352549.2
XP_006360296.1, XM_006360234.2
XP_006346076.1, XM_006346014.2
XP_015163275.1, XM_015307789.1
XP_006356838.1, XM_006356776.2
XP_006351898.1, XM_006351836.2
XP_006351899.1, XM_006351837.2
XP_006361014.1, XM_006360952.2
XP_006359397.1, XM_006359335.2
XP_006339440.1, XM_006339378.2
XP_006344756.1, XM_006344694.2
XP_006347074.1, XM_006347012.2
XP_006341692.1, XM_006341630.2
XP_006354728.1, XM_006354666.2
XP_006353612.1, XM_006353550.2
XP_006342387.1, XM_006342325.2
XP_006354148.1, XM_006354086.2
XP_015169170.1, XM_015313684.1
XP_006363001.1, XM_006362939.2
XP_006352117.1, XM_006352055.2
XP_006350959.1, XM_006350897.2
XP_006342303.1, XM_006342241.2
XP_006347925.1, XM_006347863.2
XP_006350187.1, XM_006350125.2
XP_006342179.1, XM_006342117.2
XP_006350814.1, XM_006350752.2
XP_006339827.2, XM_006339765.2
XP_006346881.1, XM_006346819.2
XP_006347937.1, XM_006347875.2
XP_015165887.1, XM_015310401.1
XP_006362328.1, XM_006362266.2
XP_006352288.1, XM_006352226.2
XP_006345067.1, XM_006345005.2
XP_006344532.1, XM_006344470.2
XP_006337986.1, XM_006337924.2
XP_006361749.1, XM_006361687.2
XP_006338700.1, XM_006338638.2
XP_015167622.1, XM_015312136.1
XP_015158434.1, XM_015302948.1
XP_006357113.1, XM_006357051.2
XP_006367004.1, XM_006366942.2
XP_006343539.1, XM_006343477.2
XP_006359761.1, XM_006359699.2
XP_006340655.1, XM_006340593.2
XP_006353151.1, XM_006353089.2
XP_006362030.1, XM_006361968.2
XP_006359609.1, XM_006359547.2
