protein, rna
XP_019264147.1, XM_019408602.1
XP_019224109.1, XM_019368564.1
XP_019229946.1, XM_019374401.1
XP_019243788.1, XM_019388243.1
XP_019238753.1, XM_019383208.1
XP_019236069.1, XM_019380524.1
XP_019251886.1, XM_019396341.1
XP_019255474.1, XM_019399929.1
XP_019233724.1, XM_019378179.1
XP_019225577.1, XM_019370032.1
XP_019259066.1, XM_019403521.1
XP_019254032.1, XM_019398487.1
XP_019236921.1, XM_019381376.1
XP_019235335.1, XM_019379790.1
XP_019266515.1, XM_019410970.1
XP_019247752.1, XM_019392207.1
XP_019226288.1, XM_019370743.1
XP_019238465.1, XM_019382920.1
XP_019261335.1, XM_019405790.1
XP_019235618.1, XM_019380073.1
XP_019254242.1, XM_019398697.1
XP_019233783.1, XM_019378238.1
XP_019251813.1, XM_019396268.1
XP_019254369.1, XM_019398824.1
XP_019264405.1, XM_019408860.1
XP_019251528.1, XM_019395983.1
XP_019243550.1, XM_019388005.1
XP_019226939.1, XM_019371394.1
XP_019262957.1, XM_019407412.1
XP_019249791.1, XM_019394246.1
XP_019259786.1, XM_019404241.1
XP_019231380.1, XM_019375835.1
XP_019255737.1, XM_019400192.1
XP_019259775.1, XM_019404230.1
XP_019249618.1, XM_019394073.1
XP_019264114.1, XM_019408569.1
XP_019243011.1, XM_019387466.1
XP_019227719.1, XM_019372174.1
XP_019243125.1, XM_019387580.1
XP_019236335.1, XM_019380790.1
XP_019236336.1, XM_019380791.1
XP_019240971.1, XM_019385426.1
XP_019265968.1, XM_019410423.1
XP_019244087.1, XM_019388542.1
XP_019267387.1, XM_019411842.1
XP_019245132.1, XM_019389587.1
XP_019228416.1, XM_019372871.1
XP_019245310.1, XM_019389765.1
XP_019264728.1, XM_019409183.1
XP_019244946.1, XM_019389401.1
XP_019243390.1, XM_019387845.1
XP_019223929.1, XM_019368384.1
XP_019231877.1, XM_019376332.1
XP_019232705.1, XM_019377160.1
XP_019267053.1, XM_019411508.1
XP_019225951.1, XM_019370406.1
XP_019249673.1, XM_019394128.1
XP_019247601.1, XM_019392056.1
XP_019223471.1, XM_019367926.1
XP_019224961.1, XM_019369416.1
XP_019224962.1, XM_019369417.1
XP_019232025.1, XM_019376480.1
XP_019260555.1, XM_019405010.1
XP_019267621.1, XM_019412076.1
XP_019267685.1, XM_019412140.1
XP_019225434.1, XM_019369889.1
XP_019225435.1, XM_019369890.1
XP_019243764.1, XM_019388219.1
XP_019243765.1, XM_019388220.1
XP_019243766.1, XM_019388221.1
XP_019244622.1, XM_019389077.1
XP_019250089.1, XM_019394544.1
XP_019250497.1, XM_019394952.1
XP_019263900.1, XM_019408355.1
XP_019259687.1, XM_019404142.1
XP_019263251.1, XM_019407706.1
XP_019241891.1, XM_019386346.1
XP_019255645.1, XM_019400100.1
XP_019250523.1, XM_019394978.1
XP_019225509.1, XM_019369964.1
XP_019247755.1, XM_019392210.1
XP_019255621.1, XM_019400076.1
XP_019229030.1, XM_019373485.1
XP_019236773.1, XM_019381228.1
XP_019263314.1, XM_019407769.1
XP_019267239.1, XM_019411694.1
XP_019224740.1, XM_019369195.1
XP_019235805.1, XM_019380260.1
XP_019227395.1, XM_019371850.1
XP_019238792.1, XM_019383247.1
XP_019263208.1, XM_019407663.1
XP_019252336.1, XM_019396791.1
XP_019232919.1, XM_019377374.1
XP_019235143.1, XM_019379598.1
XP_019253049.1, XM_019397504.1
XP_019244914.1, XM_019389369.1
XP_019257348.1, XM_019401803.1
XP_019257451.1, XM_019401906.1
XP_019248451.1, XM_019392906.1
XP_019247160.1, XM_019391615.1
XP_019264797.1, XM_019409252.1
XP_019252597.1, XM_019397052.1
XP_019237930.1, XM_019382385.1
XP_019251520.1, XM_019395975.1
XP_019248184.1, XM_019392639.1
XP_019248246.1, XM_019392701.1
XP_019232060.1, XM_019376515.1
XP_019265320.1, XM_019409775.1
XP_019243124.1, XM_019387579.1
XP_019254469.1, XM_019398924.1
XP_019254470.1, XM_019398925.1
XP_019234051.1, XM_019378506.1
XP_019263119.1, XM_019407574.1
XP_019227587.1, XM_019372042.1
XP_019251174.1, XM_019395629.1
XP_019240325.1, XM_019384780.1
XP_019223605.1, XM_019368060.1
XP_019232469.1, XM_019376924.1
XP_019242931.1, XM_019387386.1
XP_019238018.1, XM_019382473.1
XP_019223814.1, XM_019368269.1
XP_019246957.1, XM_019391412.1
XP_019225134.1, XM_019369589.1
XP_019247971.1, XM_019392426.1
XP_019253295.1, XM_019397750.1
XP_019227055.1, XM_019371510.1
XP_019225345.1, XM_019369800.1
XP_019267427.1, XM_019411882.1
XP_019240086.1, XM_019384541.1
XP_019247384.1, XM_019391839.1
XP_019247385.1, XM_019391840.1
XP_019243189.1, XM_019387644.1
XP_019243190.1, XM_019387645.1
XP_019256725.1, XM_019401180.1
XP_019235835.1, XM_019380290.1
XP_019234814.1, XM_019379269.1
XP_019250961.1, XM_019395416.1
XP_019267277.1, XM_019411732.1
XP_019252702.1, XM_019397157.1
XP_019252708.1, XM_019397163.1
XP_019230096.1, XM_019374551.1
XP_019259054.1, XM_019403509.1
XP_019253440.1, XM_019397895.1
XP_019224813.1, XM_019369268.1
XP_019259051.1, XM_019403506.1
XP_019263433.1, XM_019407888.1
XP_019244998.1, XM_019389453.1
XP_019224101.1, XM_019368556.1
XP_019259165.1, XM_019403620.1
XP_019245868.1, XM_019390323.1
XP_019245869.1, XM_019390324.1
XP_019238325.1, XM_019382780.1
XP_019229003.1, XM_019373458.1
XP_019228323.1, XM_019372778.1
XP_019244124.1, XM_019388579.1
XP_019264301.1, XM_019408756.1
XP_019230555.1, XM_019375010.1
XP_019247018.1, XM_019391473.1
XP_019247379.1, XM_019391834.1
XP_019253482.1, XM_019397937.1
XP_019236499.1, XM_019380954.1
XP_019257457.1, XM_019401912.1
XP_019233468.1, XM_019377923.1
XP_019255967.1, XM_019400422.1
XP_019253447.1, XM_019397902.1
XP_019230668.1, XM_019375123.1
XP_019255404.1, XM_019399859.1
XP_019240047.1, XM_019384502.1
XP_019228687.1, XM_019373142.1
XP_019246504.1, XM_019390959.1
XP_019247285.1, XM_019391740.1
XP_019234056.1, XM_019378511.1
XP_019247711.1, XM_019392166.1
XP_019266770.1, XM_019411225.1
XP_019250071.1, XM_019394526.1
XP_019225646.1, XM_019370101.1
XP_019245934.1, XM_019390389.1
XP_019260464.1, XM_019404919.1
XP_019255973.1, XM_019400428.1
XP_019254124.1, XM_019398579.1
XP_019247983.1, XM_019392438.1
XP_019249197.1, XM_019393652.1
XP_019231972.1, XM_019376427.1
XP_019261115.1, XM_019405570.1
XP_019238104.1, XM_019382559.1
XP_019265447.1, XM_019409902.1
XP_019233355.1, XM_019377810.1
XP_019250429.1, XM_019394884.1
XP_019253724.1, XM_019398179.1
XP_019253655.1, XM_019398110.1
XP_019253429.1, XM_019397884.1
XP_019249687.1, XM_019394142.1
XP_019254497.1, XM_019398952.1
XP_019233830.1, XM_019378285.1
XP_019254517.1, XM_019398972.1
XP_019229291.1, XM_019373746.1
XP_019263458.1, XM_019407913.1
XP_019234702.1, XM_019379157.1
XP_019242149.1, XM_019386604.1
XP_019267792.1, XM_019412247.1
XP_019252606.1, XM_019397061.1
XP_019257590.1, XM_019402045.1
XP_019233593.1, XM_019378048.1
XP_019265262.1, XM_019409717.1
XP_019265263.1, XM_019409718.1
XP_019243457.1, XM_019387912.1
XP_019229671.1, XM_019374126.1
XP_019236857.1, XM_019381312.1
XP_019227467.1, XM_019371922.1
XP_019230313.1, XM_019374768.1
XP_019258729.1, XM_019403184.1
XP_019243754.1, XM_019388209.1
XP_019252574.1, XM_019397029.1
XP_019252575.1, XM_019397030.1
XP_019252576.1, XM_019397031.1
XP_019252577.1, XM_019397032.1
XP_019245162.1, XM_019389617.1
XP_019254050.1, XM_019398505.1
XP_019241661.1, XM_019386116.1
XP_019242944.1, XM_019387399.1
XP_019257136.1, XM_019401591.1
XP_019261870.1, XM_019406325.1
XP_019251690.1, XM_019396145.1
XP_019253605.1, XM_019398060.1
XP_019261517.1, XM_019405972.1
XP_019267697.1, XM_019412152.1
XP_019258607.1, XM_019403062.1
XP_019252410.1, XM_019396865.1
XP_019237584.1, XM_019382039.1
XP_019252715.1, XM_019397170.1
XP_019252941.1, XM_019397396.1
XP_019266351.1, XM_019410806.1
XP_019266352.1, XM_019410807.1
XP_019238155.1, XM_019382610.1
XP_019252000.1, XM_019396455.1
XP_019251809.1, XM_019396264.1
XP_019243732.1, XM_019388187.1
XP_019259699.1, XM_019404154.1
XP_019259700.1, XM_019404155.1
XP_019252623.1, XM_019397078.1
XP_019225719.1, XM_019370174.1
XP_019247276.1, XM_019391731.1
XP_019235209.1, XM_019379664.1
XP_019226771.1, XM_019371226.1
XP_019226772.1, XM_019371227.1
XP_019236413.1, XM_019380868.1
XP_019223579.1, XM_019368034.1
XP_019250249.1, XM_019394704.1
XP_019249960.1, XM_019394415.1
XP_019243696.1, XM_019388151.1
XP_019264537.1, XM_019408992.1
XP_019243135.1, XM_019387590.1
XP_019254390.1, XM_019398845.1
XP_019247926.1, XM_019392381.1
XP_019242345.1, XM_019386800.1
XP_019242535.1, XM_019386990.1
XP_019257041.1, XM_019401496.1
XP_019243008.1, XM_019387463.1
XP_019241093.1, XM_019385548.1
XP_019241094.1, XM_019385549.1
XP_019230929.1, XM_019375384.1
XP_019227197.1, XM_019371652.1
XP_019247129.1, XM_019391584.1
XP_019229300.1, XM_019373755.1
XP_019233612.1, XM_019378067.1
XP_019255551.1, XM_019400006.1
XP_019238074.1, XM_019382529.1
XP_019237170.1, XM_019381625.1
XP_019237234.1, XM_019381689.1
XP_019235027.1, XM_019379482.1
XP_019249325.1, XM_019393780.1
XP_019238943.1, XM_019383398.1
XP_019242276.1, XM_019386731.1
XP_019266274.1, XM_019410729.1
XP_019254365.1, XM_019398820.1
XP_019243622.1, XM_019388077.1
XP_019234897.1, XM_019379352.1
XP_019241751.1, XM_019386206.1
XP_019241776.1, XM_019386231.1
XP_019259871.1, XM_019404326.1
XP_019264338.1, XM_019408793.1
XP_019243680.1, XM_019388135.1
XP_019262513.1, XM_019406968.1
XP_019267695.1, XM_019412150.1
XP_019245603.1, XM_019390058.1
XP_019249691.1, XM_019394146.1
XP_019256934.1, XM_019401389.1
XP_019258999.1, XM_019403454.1
XP_019226345.1, XM_019370800.1
XP_019244829.1, XM_019389284.1
XP_019247149.1, XM_019391604.1
XP_019242727.1, XM_019387182.1
XP_019252958.1, XM_019397413.1
XP_019258311.1, XM_019402766.1
XP_019223472.1, XM_019367927.1
XP_019234269.1, XM_019378724.1
XP_019236546.1, XM_019381001.1
XP_019235142.1, XM_019379597.1
XP_019230831.1, XM_019375286.1
XP_019267410.1, XM_019411865.1
XP_019229555.1, XM_019374010.1
XP_019249958.1, XM_019394413.1
XP_019245654.1, XM_019390109.1
XP_019266896.1, XM_019411351.1
XP_019266897.1, XM_019411352.1
XP_019244685.1, XM_019389140.1
XP_019233035.1, XM_019377490.1
XP_019224995.1, XM_019369450.1
XP_019244336.1, XM_019388791.1
XP_019244342.1, XM_019388797.1
XP_019227962.1, XM_019372417.1
XP_019254930.1, XM_019399385.1
XP_019254931.1, XM_019399386.1
XP_019250414.1, XM_019394869.1
XP_019238787.1, XM_019383242.1
XP_019264397.1, XM_019408852.1
XP_019239292.1, XM_019383747.1
XP_019247109.1, XM_019391564.1
XP_019223637.1, XM_019368092.1
XP_019263855.1, XM_019408310.1
XP_019263856.1, XM_019408311.1
XP_019263857.1, XM_019408312.1
XP_019244319.1, XM_019388774.1
XP_019245306.1, XM_019389761.1
XP_019244996.1, XM_019389451.1
XP_019263311.1, XM_019407766.1
XP_019252506.1, XM_019396961.1
XP_019263602.1, XM_019408057.1
XP_019254334.1, XM_019398789.1
XP_019224709.1, XM_019369164.1
XP_019236002.1, XM_019380457.1
XP_019223941.1, XM_019368396.1
XP_019241314.1, XM_019385769.1
XP_019245604.1, XM_019390059.1
XP_019255693.1, XM_019400148.1
XP_019247689.1, XM_019392144.1
XP_019228882.1, XM_019373337.1
XP_019242993.1, XM_019387448.1
XP_019247982.1, XM_019392437.1
XP_019241805.1, XM_019386260.1
XP_019244768.1, XM_019389223.1
XP_019265568.1, XM_019410023.1
XP_019256032.1, XM_019400487.1
XP_019249490.1, XM_019393945.1
XP_019229204.1, XM_019373659.1
XP_019255607.1, XM_019400062.1
XP_019259378.1, XM_019403833.1
XP_019232478.1, XM_019376933.1
XP_019226635.1, XM_019371090.1
XP_019250757.1, XM_019395212.1
XP_019240019.1, XM_019384474.1
XP_019251587.1, XM_019396042.1
XP_019228432.1, XM_019372887.1
XP_019262456.1, XM_019406911.1
XP_019243101.1, XM_019387556.1
XP_019243102.1, XM_019387557.1
XP_019265028.1, XM_019409483.1
XP_019239113.1, XM_019383568.1
XP_019249882.1, XM_019394337.1
XP_019249883.1, XM_019394338.1
XP_019232326.1, XM_019376781.1
XP_019244306.1, XM_019388761.1
XP_019249511.1, XM_019393966.1
XP_019258370.1, XM_019402825.1
XP_019263804.1, XM_019408259.1
XP_019224553.1, XM_019369008.1
XP_019260043.1, XM_019404498.1
XP_019260044.1, XM_019404499.1
XP_019260046.1, XM_019404501.1
XP_019260047.1, XM_019404502.1
XP_019260048.1, XM_019404503.1
XP_019260049.1, XM_019404504.1
XP_019260050.1, XM_019404505.1
XP_019242748.1, XM_019387203.1
XP_019242626.1, XM_019387081.1
XP_019252569.1, XM_019397024.1
XP_019267789.1, XM_019412244.1
XP_019243565.1, XM_019388020.1
XP_019240613.1, XM_019385068.1
XP_019263183.1, XM_019407638.1
XP_019252016.1, XM_019396471.1
XP_019265002.1, XM_019409457.1
XP_019265003.1, XM_019409458.1
XP_019267473.1, XM_019411928.1
XP_019234089.1, XM_019378544.1
XP_019236494.1, XM_019380949.1
XP_019256881.1, XM_019401336.1
XP_019224517.1, XM_019368972.1
XP_019227245.1, XM_019371700.1
XP_019250669.1, XM_019395124.1
XP_019225330.1, XM_019369785.1
XP_019246861.1, XM_019391316.1
XP_019244662.1, XM_019389117.1
XP_019230003.1, XM_019374458.1
XP_019247705.1, XM_019392160.1
XP_019238610.1, XM_019383065.1
XP_019223331.1, XM_019367786.1
XP_019255552.1, XM_019400007.1
XP_019264809.1, XM_019409264.1
XP_019264810.1, XM_019409265.1
XP_019229020.1, XM_019373475.1
XP_019257916.1, XM_019402371.1
XP_019227099.1, XM_019371554.1
XP_019234716.1, XM_019379171.1
XP_019236482.1, XM_019380937.1
XP_019245372.1, XM_019389827.1
XP_019227482.1, XM_019371937.1
XP_019228797.1, XM_019373252.1
XP_019246852.1, XM_019391307.1
XP_019246853.1, XM_019391308.1
XP_019223558.1, XM_019368013.1
XP_019235745.1, XM_019380200.1
XP_019235746.1, XM_019380201.1
XP_019226402.1, XM_019370857.1
XP_019231193.1, XM_019375648.1
XP_019234214.1, XM_019378669.1
XP_019262736.1, XM_019407191.1
XP_019253415.1, XM_019397870.1
XP_019241281.1, XM_019385736.1
XP_019223773.1, XM_019368228.1
XP_019249814.1, XM_019394269.1
XP_019250565.1, XM_019395020.1
XP_019258838.1, XM_019403293.1
XP_019260056.1, XM_019404511.1
XP_019238480.1, XM_019382935.1
XP_019237411.1, XM_019381866.1
XP_019252220.1, XM_019396675.1
XP_019225259.1, XM_019369714.1
XP_019258035.1, XM_019402490.1
XP_019228447.1, XM_019372902.1
XP_019253731.1, XM_019398186.1
XP_019264116.1, XM_019408571.1
XP_019258369.1, XM_019402824.1
XP_019245288.1, XM_019389743.1
XP_019243032.1, XM_019387487.1
XP_019250065.1, XM_019394520.1
XP_019264371.1, XM_019408826.1
XP_019240004.1, XM_019384459.1
XP_019240005.1, XM_019384460.1
XP_019260346.1, XM_019404801.1
XP_019252182.1, XM_019396637.1
XP_019232519.1, XM_019376974.1
XP_019248185.1, XM_019392640.1
XP_019229473.1, XM_019373928.1
XP_019231783.1, XM_019376238.1
XP_019245973.1, XM_019390428.1
XP_019227064.1, XM_019371519.1
XP_019233594.1, XM_019378049.1
XP_019251200.1, XM_019395655.1
XP_019251205.1, XM_019395660.1
XP_019229809.1, XM_019374264.1
XP_019229810.1, XM_019374265.1
XP_019232952.1, XM_019377407.1
XP_019258840.1, XM_019403295.1
XP_019224108.1, XM_019368563.1
XP_019224110.1, XM_019368565.1
XP_019262267.1, XM_019406722.1
XP_019249402.1, XM_019393857.1
XP_019243465.1, XM_019387920.1
XP_019224082.1, XM_019368537.1
XP_019236748.1, XM_019381203.1
XP_019232947.1, XM_019377402.1
XP_019247088.1, XM_019391543.1
XP_019249821.1, XM_019394276.1
XP_019247906.1, XM_019392361.1
XP_019241909.1, XM_019386364.1
XP_019246894.1, XM_019391349.1
XP_019236655.1, XM_019381110.1
XP_019246101.1, XM_019390556.1
XP_019243116.1, XM_019387571.1
XP_019266731.1, XM_019411186.1
XP_019230140.1, XM_019374595.1
XP_019244049.1, XM_019388504.1
XP_019231570.1, XM_019376025.1
XP_019225691.1, XM_019370146.1
XP_019225696.1, XM_019370151.1
XP_019249446.1, XM_019393901.1
XP_019243036.1, XM_019387491.1
XP_019252162.1, XM_019396617.1
XP_019224005.1, XM_019368460.1
XP_019242838.1, XM_019387293.1
XP_019225977.1, XM_019370432.1
XP_019229466.1, XM_019373921.1
XP_019266249.1, XM_019410704.1
XP_019243108.1, XM_019387563.1
XP_019257292.1, XM_019401747.1
XP_019249135.1, XM_019393590.1
XP_019247650.1, XM_019392105.1
XP_019265682.1, XM_019410137.1
XP_019250059.1, XM_019394514.1
XP_019266369.1, XM_019410824.1
XP_019246854.1, XM_019391309.1
XP_019262547.1, XM_019407002.1
XP_019239729.1, XM_019384184.1
XP_019257381.1, XM_019401836.1
XP_019249741.1, XM_019394196.1
XP_019243939.1, XM_019388394.1
XP_019224640.1, XM_019369095.1
XP_019229446.1, XM_019373901.1
XP_019236984.1, XM_019381439.1
XP_019229476.1, XM_019373931.1
XP_019230767.1, XM_019375222.1
XP_019245564.1, XM_019390019.1
XP_019242050.1, XM_019386505.1
XP_019256870.1, XM_019401325.1
XP_019235585.1, XM_019380040.1
XP_019235769.1, XM_019380224.1
XP_019258032.1, XM_019402487.1
XP_019228151.1, XM_019372606.1
XP_019239364.1, XM_019383819.1
XP_019240187.1, XM_019384642.1
XP_019258956.1, XM_019403411.1
XP_019249194.1, XM_019393649.1
XP_019262256.1, XM_019406711.1
XP_019249865.1, XM_019394320.1
XP_019252593.1, XM_019397048.1
XP_019224183.1, XM_019368638.1
XP_019256191.1, XM_019400646.1
XP_019260636.1, XM_019405091.1
XP_019245094.1, XM_019389549.1
XP_019254339.1, XM_019398794.1
XP_019249739.1, XM_019394194.1
XP_019237023.1, XM_019381478.1
XP_019225556.1, XM_019370011.1
XP_019240102.1, XM_019384557.1
XP_019224104.1, XM_019368559.1
XP_019237194.1, XM_019381649.1
XP_019243527.1, XM_019387982.1
XP_019263310.1, XM_019407765.1
XP_019265740.1, XM_019410195.1
XP_019249688.1, XM_019394143.1
XP_019240438.1, XM_019384893.1
XP_019266188.1, XM_019410643.1
XP_019257106.1, XM_019401561.1
XP_019265319.1, XM_019409774.1
XP_019257511.1, XM_019401966.1
XP_019225361.1, XM_019369816.1
XP_019257188.1, XM_019401643.1
XP_019235175.1, XM_019379630.1
XP_019244239.1, XM_019388694.1
XP_019237713.1, XM_019382168.1
XP_019252095.1, XM_019396550.1
XP_019256158.1, XM_019400613.1
XP_019256159.1, XM_019400614.1
XP_019256160.1, XM_019400615.1
XP_019238400.1, XM_019382855.1
XP_019223380.1, XM_019367835.1
XP_019233950.1, XM_019378405.1
XP_019233951.1, XM_019378406.1
XP_019259890.1, XM_019404345.1
XP_019259891.1, XM_019404346.1
XP_019243560.1, XM_019388015.1
XP_019223849.1, XM_019368304.1
XP_019232927.1, XM_019377382.1
XP_019264553.1, XM_019409008.1
XP_019254592.1, XM_019399047.1
XP_019249099.1, XM_019393554.1
XP_019258170.1, XM_019402625.1
XP_019260083.1, XM_019404538.1
XP_019259169.1, XM_019403624.1
XP_019228572.1, XM_019373027.1
XP_019261697.1, XM_019406152.1
XP_019262560.1, XM_019407015.1
XP_019261379.1, XM_019405834.1
XP_019240075.1, XM_019384530.1
XP_019224131.1, XM_019368586.1
XP_019238135.1, XM_019382590.1
XP_019266543.1, XM_019410998.1
XP_019266544.1, XM_019410999.1
XP_019231361.1, XM_019375816.1
XP_019252566.1, XM_019397021.1
XP_019242809.1, XM_019387264.1
XP_019248703.1, XM_019393158.1
XP_019239139.1, XM_019383594.1
XP_019246712.1, XM_019391167.1
XP_019249846.1, XM_019394301.1
XP_019225088.1, XM_019369543.1
XP_019263105.1, XM_019407560.1
XP_019230197.1, XM_019374652.1
XP_019230204.1, XM_019374659.1
XP_019263975.1, XM_019408430.1
XP_019261404.1, XM_019405859.1
XP_019238884.1, XM_019383339.1
XP_019249193.1, XM_019393648.1
XP_019223446.1, XM_019367901.1
XP_019259807.1, XM_019404262.1
XP_019260549.1, XM_019405004.1
XP_019252940.1, XM_019397395.1
XP_019226499.1, XM_019370954.1
XP_019239529.1, XM_019383984.1
XP_019255719.1, XM_019400174.1
XP_019238844.1, XM_019383299.1
XP_019228359.1, XM_019372814.1
XP_019259314.1, XM_019403769.1
XP_019233110.1, XM_019377565.1
XP_019239540.1, XM_019383995.1
XP_019266790.1, XM_019411245.1
XP_019226306.1, XM_019370761.1
XP_019250325.1, XM_019394780.1
XP_019228473.1, XM_019372928.1
XP_019228475.1, XM_019372930.1
XP_019243524.1, XM_019387979.1
XP_019248201.1, XM_019392656.1
XP_019229209.1, XM_019373664.1
XP_019249149.1, XM_019393604.1
XP_019249546.1, XM_019394001.1
XP_019237711.1, XM_019382166.1
XP_019247277.1, XM_019391732.1
XP_019254773.1, XM_019399228.1
XP_019266038.1, XM_019410493.1
XP_019256901.1, XM_019401356.1
XP_019231420.1, XM_019375875.1
XP_019249969.1, XM_019394424.1
XP_019249970.1, XM_019394425.1
XP_019236908.1, XM_019381363.1
XP_019243762.1, XM_019388217.1
XP_019245292.1, XM_019389747.1
XP_019225711.1, XM_019370166.1
XP_019228611.1, XM_019373066.1
XP_019237619.1, XM_019382074.1
XP_019228208.1, XM_019372663.1
XP_019257423.1, XM_019401878.1
XP_019239079.1, XM_019383534.1
XP_019230862.1, XM_019375317.1
XP_019247843.1, XM_019392298.1
XP_019239738.1, XM_019384193.1
XP_019260979.1, XM_019405434.1
XP_019258636.1, XM_019403091.1
XP_019265446.1, XM_019409901.1
XP_019265592.1, XM_019410047.1
XP_019230393.1, XM_019374848.1
XP_019230394.1, XM_019374849.1
XP_019253165.1, XM_019397620.1
XP_019252341.1, XM_019396796.1
XP_019246821.1, XM_019391276.1
XP_019225523.1, XM_019369978.1
XP_019226991.1, XM_019371446.1
XP_019252076.1, XM_019396531.1
XP_019227100.1, XM_019371555.1
XP_019251842.1, XM_019396297.1
XP_019251846.1, XM_019396301.1
XP_019232744.1, XM_019377199.1
XP_019248222.1, XM_019392677.1
XP_019223714.1, XM_019368169.1
XP_019238974.1, XM_019383429.1
XP_019261210.1, XM_019405665.1
XP_019224604.1, XM_019369059.1
XP_019242797.1, XM_019387252.1
XP_019242802.1, XM_019387257.1
XP_019254210.1, XM_019398665.1
