protein, rna
XP_016555933.1, XM_016700447.1
XP_016554261.1, XM_016698775.1
XP_016572221.1, XM_016716735.1
XP_016541519.1, XM_016686033.1
XP_016544717.1, XM_016689231.1
XP_016563771.1, XM_016708285.1
XP_016564250.1, XM_016708764.1
XP_016564251.1, XM_016708765.1
XP_016564167.1, XM_016708681.1
XP_016566561.1, XM_016711075.1
XP_016540528.1, XM_016685042.1
XP_016540530.1, XM_016685044.1
XP_016557967.1, XM_016702481.1
XP_016542832.1, XM_016687346.1
XP_016580548.1, XM_016725062.1
XP_016560122.1, XM_016704636.1
XP_016556850.1, XM_016701364.1
XP_016547523.1, XM_016692037.1
XP_016579155.1, XM_016723669.1
XP_016551516.1, XM_016696030.1
XP_016553285.1, XM_016697799.1
XP_016579130.1, XM_016723644.1
XP_016549512.1, XM_016694026.1
XP_016582471.1, XM_016726985.1
XP_016538553.1, XM_016683067.1
XP_016567495.1, XM_016712009.1
XP_016564913.1, XM_016709427.1
XP_016564916.1, XM_016709430.1
XP_016562624.1, XM_016707138.1
XP_016543742.1, XM_016688256.1
XP_016545787.1, XM_016690301.1
XP_016545807.1, XM_016690321.1
XP_016557490.1, XM_016702004.1
XP_016575280.1, XM_016719794.1
XP_016542542.1, XM_016687056.1
XP_016567497.1, XM_016712011.1
XP_016549439.1, XM_016693953.1
XP_016565644.1, XM_016710158.1
XP_016564114.1, XM_016708628.1
XP_016564514.1, XM_016709028.1
XP_016560479.1, XM_016704993.1
XP_016567843.1, XM_016712357.1
XP_016579499.1, XM_016724013.1
XP_016563721.1, XM_016708235.1
XP_016569527.1, XM_016714041.1
XP_016560081.1, XM_016704595.1
XP_016563224.1, XM_016707738.1
XP_016563245.1, XM_016707759.1
XP_016561322.1, XM_016705836.1
XP_016561323.1, XM_016705837.1
XP_016579395.1, XM_016723909.1
XP_016539428.1, XM_016683942.1
XP_016552694.1, XM_016697208.1
XP_016552695.1, XM_016697209.1
XP_016566092.1, XM_016710606.1
XP_016572946.1, XM_016717460.1
XP_016544632.1, XM_016689146.1
XP_016572452.1, XM_016716966.1
XP_016561432.1, XM_016705946.1
XP_016545452.1, XM_016689966.1
XP_016538300.1, XM_016682814.1
XP_016555078.1, XM_016699592.1
XP_016541684.1, XM_016686198.1
XP_016558816.1, XM_016703330.1
XP_016555762.1, XM_016700276.1
XP_016537902.1, XM_016682416.1
XP_016579352.1, XM_016723866.1
XP_016564890.1, XM_016709404.1
XP_016581357.1, XM_016725871.1
XP_016537763.1, XM_016682277.1
XP_016539709.1, XM_016684223.1
XP_016539710.1, XM_016684224.1
XP_016562634.1, XM_016707148.1
XP_016547159.1, XM_016691673.1
XP_016554923.1, XM_016699437.1
XP_016565629.1, XM_016710143.1
XP_016538468.1, XM_016682982.1
XP_016552524.1, XM_016697038.1
XP_016568397.1, XM_016712911.1
XP_016571877.1, XM_016716391.1
XP_016571878.1, XM_016716392.1
XP_016581067.1, XM_016725581.1
XP_016540484.1, XM_016684998.1
XP_016560825.1, XM_016705339.1
XP_016579811.1, XM_016724325.1
XP_016565140.1, XM_016709654.1
XP_016555479.1, XM_016699993.1
XP_016557041.1, XM_016701555.1
XP_016572796.1, XM_016717310.1
XP_016545703.1, XM_016690217.1
XP_016562639.1, XM_016707153.1
XP_016549626.1, XM_016694140.1
XP_016544280.1, XM_016688794.1
XP_016573364.1, XM_016717878.1
XP_016561011.1, XM_016705525.1
XP_016545574.1, XM_016690088.1
XP_016542212.1, XM_016686726.1
XP_016561387.1, XM_016705901.1
XP_016538482.1, XM_016682996.1
XP_016572310.1, XM_016716824.1
XP_016569594.1, XM_016714108.1
XP_016539933.1, XM_016684447.1
XP_016581183.1, XM_016725697.1
XP_016580299.1, XM_016724813.1
XP_016580300.1, XM_016724814.1
XP_016550107.1, XM_016694621.1
XP_016581498.1, XM_016726012.1
XP_016564772.1, XM_016709286.1
XP_016546615.1, XM_016691129.1
XP_016559176.1, XM_016703690.1
XP_016568877.1, XM_016713391.1
XP_016539815.1, XM_016684329.1
XP_016580532.1, XM_016725046.1
XP_016542610.1, XM_016687124.1
XP_016581355.1, XM_016725869.1
XP_016580228.1, XM_016724742.1
XP_016542305.1, XM_016686819.1
XP_016543882.1, XM_016688396.1
XP_016542616.1, XM_016687130.1
XP_016542142.1, XM_016686656.1
XP_016555067.1, XM_016699581.1
XP_016557929.1, XM_016702443.1
XP_016565922.1, XM_016710436.1
XP_016561631.1, XM_016706145.1
XP_016556532.1, XM_016701046.1
XP_016555063.1, XM_016699577.1
XP_016561587.1, XM_016706101.1
XP_016580400.1, XM_016724914.1
XP_016558673.1, XM_016703187.1
XP_016556118.1, XM_016700632.1
XP_016556119.1, XM_016700633.1
XP_016557861.1, XM_016702375.1
XP_016569048.1, XM_016713562.1
XP_016569060.1, XM_016713574.1
XP_016553011.1, XM_016697525.1
XP_016542751.1, XM_016687265.1
XP_016554760.1, XM_016699274.1
XP_016554761.1, XM_016699275.1
XP_016570648.1, XM_016715162.1
XP_016568330.1, XM_016712844.1
XP_016554361.1, XM_016698875.1
XP_016551654.1, XM_016696168.1
XP_016575173.1, XM_016719687.1
XP_016577645.1, XM_016722159.1
XP_016569741.1, XM_016714255.1
XP_016542164.1, XM_016686678.1
XP_016556475.1, XM_016700989.1
XP_016576860.1, XM_016721374.1
XP_016576824.1, XM_016721338.1
XP_016539379.1, XM_016683893.1
XP_016539387.1, XM_016683901.1
XP_016555368.1, XM_016699882.1
XP_016565139.1, XM_016709653.1
XP_016545350.1, XM_016689864.1
XP_016580657.1, XM_016725171.1
XP_016568219.1, XM_016712733.1
XP_016560842.1, XM_016705356.1
XP_016550180.1, XM_016694694.1
XP_016538704.1, XM_016683218.1
XP_016564152.1, XM_016708666.1
XP_016539914.1, XM_016684428.1
XP_016572367.1, XM_016716881.1
XP_016573794.1, XM_016718308.1
XP_016577539.1, XM_016722053.1
XP_016541184.1, XM_016685698.1
XP_016574406.1, XM_016718920.1
XP_016570443.1, XM_016714957.1
XP_016578066.1, XM_016722580.1
XP_016548824.1, XM_016693338.1
XP_016561546.1, XM_016706060.1
XP_016563801.1, XM_016708315.1
XP_016563826.1, XM_016708340.1
XP_016554043.1, XM_016698557.1
XP_016551823.1, XM_016696337.1
XP_016551825.1, XM_016696339.1
XP_016577342.1, XM_016721856.1
XP_016564529.1, XM_016709043.1
XP_016558955.1, XM_016703469.1
XP_016558498.1, XM_016703012.1
XP_016575890.1, XM_016720404.1
XP_016575891.1, XM_016720405.1
XP_016545572.1, XM_016690086.1
XP_016540029.1, XM_016684543.1
XP_016570189.1, XM_016714703.1
XP_016570190.1, XM_016714704.1
XP_016570192.1, XM_016714706.1
XP_016545694.1, XM_016690208.1
XP_016545696.1, XM_016690210.1
XP_016556887.1, XM_016701401.1
XP_016564727.1, XM_016709241.1
XP_016538794.1, XM_016683308.1
XP_016538795.1, XM_016683309.1
XP_016545661.1, XM_016690175.1
XP_016575708.1, XM_016720222.1
XP_016555835.1, XM_016700349.1
XP_016555836.1, XM_016700350.1
XP_016560082.1, XM_016704596.1
XP_016564100.1, XM_016708614.1
XP_016564101.1, XM_016708615.1
XP_016575081.1, XM_016719595.1
XP_016566294.1, XM_016710808.1
XP_016571448.1, XM_016715962.1
XP_016547156.1, XM_016691670.1
XP_016556190.1, XM_016700704.1
XP_016563112.1, XM_016707626.1
XP_016563838.1, XM_016708352.1
XP_016538917.1, XM_016683431.1
XP_016555221.1, XM_016699735.1
XP_016555222.1, XM_016699736.1
XP_016555223.1, XM_016699737.1
XP_016552246.1, XM_016696760.1
XP_016545001.1, XM_016689515.1
XP_016580310.1, XM_016724824.1
XP_016553699.1, XM_016698213.1
XP_016561166.1, XM_016705680.1
XP_016565516.1, XM_016710030.1
XP_016575468.1, XM_016719982.1
XP_016543133.1, XM_016687647.1
XP_016543135.1, XM_016687649.1
XP_016537987.1, XM_016682501.1
XP_016557856.1, XM_016702370.1
XP_016559175.1, XM_016703689.1
XP_016538943.1, XM_016683457.1
XP_016576152.1, XM_016720666.1
XP_016547891.1, XM_016692405.1
XP_016548471.1, XM_016692985.1
XP_016575123.1, XM_016719637.1
XP_016559643.1, XM_016704157.1
XP_016581137.1, XM_016725651.1
XP_016565863.1, XM_016710377.1
XP_016544998.1, XM_016689512.1
XP_016538825.1, XM_016683339.1
XP_016582259.1, XM_016726773.1
XP_016563937.1, XM_016708451.1
XP_016537352.1, XM_016681866.1
XP_016571607.1, XM_016716121.1
XP_016569782.1, XM_016714296.1
XP_016553594.1, XM_016698108.1
XP_016568385.1, XM_016712899.1
XP_016556103.1, XM_016700617.1
XP_016545924.1, XM_016690438.1
XP_016566426.1, XM_016710940.1
XP_016566427.1, XM_016710941.1
XP_016565994.1, XM_016710508.1
XP_016580790.1, XM_016725304.1
XP_016581178.1, XM_016725692.1
XP_016581179.1, XM_016725693.1
XP_016581180.1, XM_016725694.1
XP_016543792.1, XM_016688306.1
XP_016573744.1, XM_016718258.1
XP_016555034.1, XM_016699548.1
XP_016560272.1, XM_016704786.1
XP_016547866.1, XM_016692380.1
XP_016547867.1, XM_016692381.1
XP_016572188.1, XM_016716702.1
XP_016566013.1, XM_016710527.1
XP_016538446.1, XM_016682960.1
XP_016577166.1, XM_016721680.1
XP_016575839.1, XM_016720353.1
XP_016537937.1, XM_016682451.1
XP_016541189.1, XM_016685703.1
XP_016580522.1, XM_016725036.1
XP_016548416.1, XM_016692930.1
XP_016573473.1, XM_016717987.1
XP_016551155.1, XM_016695669.1
XP_016543414.1, XM_016687928.1
XP_016551814.1, XM_016696328.1
XP_016563324.1, XM_016707838.1
XP_016555834.1, XM_016700348.1
XP_016552457.1, XM_016696971.1
XP_016552979.1, XM_016697493.1
XP_016569290.1, XM_016713804.1
XP_016570107.1, XM_016714621.1
XP_016561410.1, XM_016705924.1
XP_016541760.1, XM_016686274.1
XP_016545098.1, XM_016689612.1
XP_016566559.1, XM_016711073.1
XP_016551388.1, XM_016695902.1
XP_016578456.1, XM_016722970.1
XP_016546664.1, XM_016691178.1
XP_016553217.1, XM_016697731.1
XP_016564042.1, XM_016708556.1
XP_016581899.1, XM_016726413.1
XP_016550312.1, XM_016694826.1
XP_016561346.1, XM_016705860.1
XP_016550876.1, XM_016695390.1
XP_016547931.1, XM_016692445.1
XP_016578256.1, XM_016722770.1
XP_016553148.1, XM_016697662.1
XP_016563332.1, XM_016707846.1
XP_016563333.1, XM_016707847.1
XP_016563334.1, XM_016707848.1
XP_016563337.1, XM_016707851.1
XP_016555615.1, XM_016700129.1
XP_016538719.1, XM_016683233.1
XP_016548939.1, XM_016693453.1
XP_016565768.1, XM_016710282.1
XP_016555574.1, XM_016700088.1
XP_016565707.1, XM_016710221.1
XP_016547750.1, XM_016692264.1
XP_016579151.1, XM_016723665.1
XP_016580997.1, XM_016725511.1
XP_016543357.1, XM_016687871.1
XP_016538200.1, XM_016682714.1
XP_016568958.1, XM_016713472.1
XP_016548322.1, XM_016692836.1
XP_016564124.1, XM_016708638.1
XP_016574582.1, XM_016719096.1
XP_016556624.1, XM_016701138.1
XP_016555227.1, XM_016699741.1
XP_016555228.1, XM_016699742.1
XP_016555229.1, XM_016699743.1
XP_016570497.1, XM_016715011.1
XP_016580736.1, XM_016725250.1
XP_016559427.1, XM_016703941.1
XP_016578282.1, XM_016722796.1
XP_016546623.1, XM_016691137.1
XP_016550148.1, XM_016694662.1
XP_016581545.1, XM_016726059.1
XP_016571932.1, XM_016716446.1
XP_016538326.1, XM_016682840.1
XP_016548743.1, XM_016693257.1
XP_016572827.1, XM_016717341.1
XP_016563584.1, XM_016708098.1
XP_016566751.1, XM_016711265.1
XP_016546963.1, XM_016691477.1
XP_016546964.1, XM_016691478.1
XP_016568982.1, XM_016713496.1
XP_016563690.1, XM_016708204.1
XP_016559942.1, XM_016704456.1
XP_016562751.1, XM_016707265.1
XP_016572141.1, XM_016716655.1
XP_016548534.1, XM_016693048.1
XP_016538696.1, XM_016683210.1
XP_016551250.1, XM_016695764.1
XP_016578455.1, XM_016722969.1
XP_016547257.1, XM_016691771.1
XP_016581188.1, XM_016725702.1
XP_016545502.1, XM_016690016.1
XP_016571735.1, XM_016716249.1
XP_016568213.1, XM_016712727.1
XP_016565078.1, XM_016709592.1
XP_016562236.1, XM_016706750.1
XP_016554789.1, XM_016699303.1
XP_016537715.1, XM_016682229.1
XP_016537716.1, XM_016682230.1
XP_016537946.1, XM_016682460.1
XP_016579697.1, XM_016724211.1
XP_016542750.1, XM_016687264.1
XP_016554765.1, XM_016699279.1
XP_016551827.1, XM_016696341.1
XP_016551872.1, XM_016696386.1
XP_016554333.1, XM_016698847.1
XP_016556973.1, XM_016701487.1
XP_016549613.1, XM_016694127.1
XP_016574890.1, XM_016719404.1
XP_016572298.1, XM_016716812.1
XP_016538912.1, XM_016683426.1
XP_016563396.1, XM_016707910.1
XP_016539284.1, XM_016683798.1
XP_016554045.1, XM_016698559.1
XP_016554046.1, XM_016698560.1
XP_016557424.1, XM_016701938.1
XP_016571958.1, XM_016716472.1
XP_016574708.1, XM_016719222.1
XP_016579613.1, XM_016724127.1
XP_016558106.1, XM_016702620.1
XP_016540021.1, XM_016684535.1
XP_016539829.1, XM_016684343.1
XP_016565842.1, XM_016710356.1
XP_016564491.1, XM_016709005.1
XP_016537980.1, XM_016682494.1
XP_016537981.1, XM_016682495.1
XP_016541776.1, XM_016686290.1
XP_016565358.1, XM_016709872.1
XP_016549069.1, XM_016693583.1
XP_016555260.1, XM_016699774.1
XP_016564468.1, XM_016708982.1
XP_016557134.1, XM_016701648.1
XP_016567642.1, XM_016712156.1
XP_016563754.1, XM_016708268.1
XP_016543332.1, XM_016687846.1
XP_016560820.1, XM_016705334.1
XP_016560821.1, XM_016705335.1
XP_016575184.1, XM_016719698.1
XP_016575185.1, XM_016719699.1
XP_016550339.1, XM_016694853.1
XP_016582467.1, XM_016726981.1
XP_016562961.1, XM_016707475.1
XP_016567462.1, XM_016711976.1
XP_016572466.1, XM_016716980.1
XP_016579843.1, XM_016724357.1
XP_016581121.1, XM_016725635.1
XP_016537416.1, XM_016681930.1
XP_016539701.1, XM_016684215.1
XP_016573207.1, XM_016717721.1
XP_016559837.1, XM_016704351.1
XP_016542821.1, XM_016687335.1
XP_016577924.1, XM_016722438.1
XP_016577925.1, XM_016722439.1
XP_016577926.1, XM_016722440.1
XP_016577927.1, XM_016722441.1
XP_016542467.1, XM_016686981.1
XP_016548452.1, XM_016692966.1
XP_016567863.1, XM_016712377.1
XP_016539208.1, XM_016683722.1
XP_016538161.1, XM_016682675.1
XP_016564680.1, XM_016709194.1
XP_016546256.1, XM_016690770.1
XP_016558557.1, XM_016703071.1
XP_016540060.1, XM_016684574.1
XP_016551587.1, XM_016696101.1
XP_016538709.1, XM_016683223.1
XP_016538717.1, XM_016683231.1
XP_016550233.1, XM_016694747.1
XP_016550243.1, XM_016694757.1
XP_016560416.1, XM_016704930.1
XP_016560419.1, XM_016704933.1
XP_016560420.1, XM_016704934.1
XP_016560421.1, XM_016704935.1
XP_016574726.1, XM_016719240.1
XP_016558529.1, XM_016703043.1
XP_016562289.1, XM_016706803.1
XP_016574951.1, XM_016719465.1
XP_016566015.1, XM_016710529.1
XP_016563772.1, XM_016708286.1
XP_016548289.1, XM_016692803.1
XP_016543598.1, XM_016688112.1
XP_016568191.1, XM_016712705.1
XP_016540011.1, XM_016684525.1
XP_016563693.1, XM_016708207.1
XP_016564733.1, XM_016709247.1
XP_016547214.1, XM_016691728.1
XP_016547215.1, XM_016691729.1
XP_016563212.1, XM_016707726.1
XP_016577787.1, XM_016722301.1
XP_016573060.1, XM_016717574.1
XP_016541562.1, XM_016686076.1
XP_016538110.1, XM_016682624.1
XP_016552912.1, XM_016697426.1
XP_016538515.1, XM_016683029.1
XP_016575162.1, XM_016719676.1
XP_016572256.1, XM_016716770.1
XP_016548442.1, XM_016692956.1
XP_016553897.1, XM_016698411.1
XP_016553898.1, XM_016698412.1
XP_016553899.1, XM_016698413.1
XP_016572891.1, XM_016717405.1
XP_016572892.1, XM_016717406.1
XP_016547789.1, XM_016692303.1
XP_016556096.1, XM_016700610.1
XP_016552737.1, XM_016697251.1
XP_016557165.1, XM_016701679.1
XP_016557166.1, XM_016701680.1
XP_016557167.1, XM_016701681.1
XP_016568873.1, XM_016713387.1
XP_016571843.1, XM_016716357.1
XP_016571844.1, XM_016716358.1
XP_016573936.1, XM_016718450.1
XP_016540535.1, XM_016685049.1
XP_016547541.1, XM_016692055.1
XP_016542304.1, XM_016686818.1
XP_016582236.1, XM_016726750.1
XP_016573331.1, XM_016717845.1
XP_016577250.1, XM_016721764.1
XP_016557389.1, XM_016701903.1
XP_016573819.1, XM_016718333.1
XP_016580887.1, XM_016725401.1
XP_016542867.1, XM_016687381.1
XP_016552709.1, XM_016697223.1
XP_016537690.1, XM_016682204.1
XP_016574788.1, XM_016719302.1
XP_016541786.1, XM_016686300.1
XP_016572191.1, XM_016716705.1
XP_016574539.1, XM_016719053.1
XP_016550986.1, XM_016695500.1
XP_016550908.1, XM_016695422.1
XP_016550909.1, XM_016695423.1
XP_016550910.1, XM_016695424.1
XP_016567864.1, XM_016712378.1
XP_016561565.1, XM_016706079.1
XP_016561566.1, XM_016706080.1
XP_016561568.1, XM_016706082.1
XP_016561569.1, XM_016706083.1
XP_016540507.1, XM_016685021.1
XP_016538699.1, XM_016683213.1
XP_016570184.1, XM_016714698.1
XP_016570185.1, XM_016714699.1
XP_016551019.1, XM_016695533.1
XP_016551020.1, XM_016695534.1
XP_016572408.1, XM_016716922.1
XP_016555512.1, XM_016700026.1
XP_016541730.1, XM_016686244.1
XP_016540238.1, XM_016684752.1
XP_016559016.1, XM_016703530.1
XP_016554314.1, XM_016698828.1
XP_016541900.1, XM_016686414.1
XP_016572784.1, XM_016717298.1
XP_016537909.1, XM_016682423.1
XP_016550990.1, XM_016695504.1
XP_016556110.1, XM_016700624.1
XP_016579604.1, XM_016724118.1
XP_016544516.1, XM_016689030.1
XP_016553413.1, XM_016697927.1
XP_016561834.1, XM_016706348.1
XP_016539344.1, XM_016683858.1
XP_016560464.1, XM_016704978.1
XP_016560947.1, XM_016705461.1
XP_016577694.1, XM_016722208.1
XP_016579996.1, XM_016724510.1
XP_016564222.1, XM_016708736.1
XP_016568971.1, XM_016713485.1
XP_016539340.1, XM_016683854.1
XP_016568953.1, XM_016713467.1
XP_016574940.1, XM_016719454.1
XP_016563044.1, XM_016707558.1
XP_016539968.1, XM_016684482.1
XP_016560020.1, XM_016704534.1
XP_016565800.1, XM_016710314.1
XP_016556366.1, XM_016700880.1
XP_016582470.1, XM_016726984.1
XP_016557849.1, XM_016702363.1
XP_016557850.1, XM_016702364.1
XP_016561715.1, XM_016706229.1
XP_016561716.1, XM_016706230.1
XP_016580862.1, XM_016725376.1
XP_016565315.1, XM_016709829.1
XP_016573622.1, XM_016718136.1
XP_016573623.1, XM_016718137.1
XP_016539957.1, XM_016684471.1
XP_016539958.1, XM_016684472.1
XP_016562227.1, XM_016706741.1
XP_016553753.1, XM_016698267.1
XP_016553754.1, XM_016698268.1
XP_016561784.1, XM_016706298.1
XP_016561785.1, XM_016706299.1
XP_016566270.1, XM_016710784.1
XP_016565324.1, XM_016709838.1
XP_016548197.1, XM_016692711.1
XP_016543689.1, XM_016688203.1
XP_016556258.1, XM_016700772.1
XP_016563428.1, XM_016707942.1
XP_016554347.1, XM_016698861.1
XP_016572422.1, XM_016716936.1
XP_016560811.1, XM_016705325.1
XP_016540533.1, XM_016685047.1
XP_016538026.1, XM_016682540.1
XP_016560463.1, XM_016704977.1
XP_016539576.1, XM_016684090.1
XP_016548103.1, XM_016692617.1
XP_016564328.1, XM_016708842.1
XP_016566330.1, XM_016710844.1
XP_016566338.1, XM_016710852.1
XP_016560699.1, XM_016705213.1
XP_016582441.1, XM_016726955.1
XP_016568887.1, XM_016713401.1
XP_016546594.1, XM_016691108.1
XP_016548321.1, XM_016692835.1
XP_016548565.1, XM_016693079.1
XP_016577831.1, XM_016722345.1
XP_016563882.1, XM_016708396.1
XP_016548432.1, XM_016692946.1
XP_016548730.1, XM_016693244.1
XP_016571358.1, XM_016715872.1
XP_016555249.1, XM_016699763.1
XP_016537534.1, XM_016682048.1
XP_016559367.1, XM_016703881.1
XP_016581417.1, XM_016725931.1
XP_016537616.1, XM_016682130.1
XP_016560017.1, XM_016704531.1
XP_016581556.1, XM_016726070.1
XP_016581557.1, XM_016726071.1
XP_016550707.1, XM_016695221.1
XP_016568516.1, XM_016713030.1
XP_016547790.1, XM_016692304.1
XP_016580751.1, XM_016725265.1
XP_016580752.1, XM_016725266.1
XP_016580753.1, XM_016725267.1
XP_016580754.1, XM_016725268.1
XP_016580755.1, XM_016725269.1
XP_016580756.1, XM_016725270.1
XP_016547182.1, XM_016691696.1
XP_016561654.1, XM_016706168.1
XP_016568855.1, XM_016713369.1
XP_016539674.1, XM_016684188.1
XP_016539676.1, XM_016684190.1
XP_016580555.1, XM_016725069.1
XP_016537979.1, XM_016682493.1
XP_016541612.1, XM_016686126.1
XP_016579531.1, XM_016724045.1
XP_016563305.1, XM_016707819.1
XP_016554055.1, XM_016698569.1
XP_016545905.1, XM_016690419.1
XP_016545906.1, XM_016690420.1
XP_016555366.1, XM_016699880.1
XP_016538395.1, XM_016682909.1
XP_016539603.1, XM_016684117.1
XP_016559220.1, XM_016703734.1
XP_016553155.1, XM_016697669.1
XP_016565533.1, XM_016710047.1
XP_016565534.1, XM_016710048.1
XP_016565535.1, XM_016710049.1
XP_016565537.1, XM_016710051.1
XP_016568876.1, XM_016713390.1
XP_016552640.1, XM_016697154.1
XP_016558388.1, XM_016702902.1
XP_016553497.1, XM_016698011.1
XP_016578040.1, XM_016722554.1
XP_016578041.1, XM_016722555.1
XP_016575604.1, XM_016720118.1
XP_016541732.1, XM_016686246.1
XP_016550733.1, XM_016695247.1
XP_016563781.1, XM_016708295.1
XP_016563782.1, XM_016708296.1
XP_016541746.1, XM_016686260.1
XP_016578052.1, XM_016722566.1
XP_016544021.1, XM_016688535.1
XP_016543543.1, XM_016688057.1
XP_016538905.1, XM_016683419.1
XP_016538906.1, XM_016683420.1
XP_016540638.1, XM_016685152.1
XP_016564120.1, XM_016708634.1
XP_016564121.1, XM_016708635.1
XP_016559219.1, XM_016703733.1
XP_016552064.1, XM_016696578.1
XP_016572059.1, XM_016716573.1
XP_016563805.1, XM_016708319.1
XP_016563806.1, XM_016708320.1
XP_016577358.1, XM_016721872.1
XP_016579117.1, XM_016723631.1
XP_016577244.1, XM_016721758.1
XP_016553149.1, XM_016697663.1
XP_016545000.1, XM_016689514.1
XP_016563158.1, XM_016707672.1
XP_016563159.1, XM_016707673.1
XP_016581678.1, XM_016726192.1
XP_016562116.1, XM_016706630.1
XP_016570016.1, XM_016714530.1
XP_016562046.1, XM_016706560.1
XP_016556823.1, XM_016701337.1
XP_016556824.1, XM_016701338.1
XP_016556825.1, XM_016701339.1
XP_016556826.1, XM_016701340.1
XP_016539964.1, XM_016684478.1
XP_016558452.1, XM_016702966.1
XP_016560940.1, XM_016705454.1
XP_016550464.1, XM_016694978.1
XP_016540079.1, XM_016684593.1
XP_016540080.1, XM_016684594.1
XP_016564695.1, XM_016709209.1
XP_016578151.1, XM_016722665.1
XP_016561026.1, XM_016705540.1
XP_016570244.1, XM_016714758.1
XP_016540374.1, XM_016684888.1
XP_016545653.1, XM_016690167.1
XP_016560627.1, XM_016705141.1
XP_016569424.1, XM_016713938.1
XP_016581567.1, XM_016726081.1
XP_016580906.1, XM_016725420.1
XP_016580907.1, XM_016725421.1
XP_016580908.1, XM_016725422.1
XP_016580910.1, XM_016725424.1
XP_016580911.1, XM_016725425.1
XP_016580912.1, XM_016725426.1
XP_016549519.1, XM_016694033.1
XP_016565502.1, XM_016710016.1
XP_016563538.1, XM_016708052.1
XP_016562441.1, XM_016706955.1
XP_016549109.1, XM_016693623.1
XP_016568535.1, XM_016713049.1
XP_016537598.1, XM_016682112.1
XP_016555901.1, XM_016700415.1
XP_016567406.1, XM_016711920.1
XP_016573614.1, XM_016718128.1
XP_016580243.1, XM_016724757.1
XP_016581177.1, XM_016725691.1
XP_016554397.1, XM_016698911.1
XP_016565777.1, XM_016710291.1
XP_016545999.1, XM_016690513.1
XP_016560907.1, XM_016705421.1
XP_016547276.1, XM_016691790.1
XP_016537430.1, XM_016681944.1
XP_016537431.1, XM_016681945.1
XP_016556971.1, XM_016701485.1
XP_016556972.1, XM_016701486.1
XP_016551634.1, XM_016696148.1
XP_016563358.1, XM_016707872.1
XP_016542199.1, XM_016686713.1
XP_016538728.1, XM_016683242.1
