protein, rna
XP_020409248.1, XM_020553659.1
XP_007218765.1, XM_007218703.2
XP_007221515.1, XM_007221453.2
XP_007218343.1, XM_007218281.2
XP_007215912.1, XM_007215850.2
XP_020416463.1, XM_020560874.1
XP_007205735.1, XM_007205673.2
XP_020416514.1, XM_020560925.1
XP_007201059.1, XM_007200997.2
XP_007202426.2, XM_007202364.2
XP_007220409.1, XM_007220347.2
XP_020413730.1, XM_020558141.1
XP_020418869.1, XM_020563280.1
XP_007218309.2, XM_007218247.2
XP_007218586.1, XM_007218524.2
XP_007210329.1, XM_007210267.2
XP_007211660.1, XM_007211598.2
XP_007212406.2, XM_007212344.2
XP_007218019.1, XM_007217957.2
XP_007204287.1, XM_007204225.2
XP_007212227.1, XM_007212165.2
XP_007225526.2, XM_007225464.2
XP_007222920.1, XM_007222858.2
XP_007210225.1, XM_007210163.2
XP_020419671.1, XM_020564082.1
XP_007210504.1, XM_007210442.2
XP_007201185.2, XM_007201123.2
XP_007211876.1, XM_007211814.2
XP_007215841.1, XM_007215779.2
XP_020415981.1, XM_020560392.1
XP_007212107.2, XM_007212045.2
XP_007203901.2, XM_007203839.2
XP_020423927.1, XM_020568338.1
XP_007218916.1, XM_007218854.2
XP_007202691.1, XM_007202629.2
XP_007201731.1, XM_007201669.2
XP_007218085.2, XM_007218023.2
XP_020412755.1, XM_020557166.1
XP_007202084.1, XM_007202022.2
XP_007222342.1, XM_007222280.2
XP_007223534.1, XM_007223472.2
XP_007219319.2, XM_007219257.2
XP_007220962.2, XM_007220900.2
XP_007201217.1, XM_007201155.2
XP_007222120.1, XM_007222058.2
XP_007199226.1, XM_007199164.2
XP_007213946.1, XM_007213884.2
XP_007213940.1, XM_007213878.2
XP_007222329.1, XM_007222267.2
XP_020418665.1, XM_020563076.1
XP_007222188.1, XM_007222126.2
XP_007210892.1, XM_007210830.2
XP_007226042.1, XM_007225980.2
XP_007209876.1, XM_007209814.2
XP_020419974.1, XM_020564385.1
XP_007225292.2, XM_007225230.2
XP_007222766.1, XM_007222704.2
XP_007225701.1, XM_007225639.2
XP_007225969.1, XM_007225907.2
XP_007200587.1, XM_007200525.2
XP_007225149.1, XM_007225087.2
XP_007223114.2, XM_007223052.2
XP_007222180.1, XM_007222118.2
XP_007223212.1, XM_007223150.2
XP_007214714.1, XM_007214652.2
XP_007202177.1, XM_007202115.2
XP_007205312.1, XM_007205250.2
XP_007202625.1, XM_007202563.2
XP_020424867.1, XM_020569278.1
XP_020418733.1, XM_020563144.1
XP_007206221.1, XM_007206159.2
XP_007218237.1, XM_007218175.2
XP_007223657.1, XM_007223595.2
XP_020426596.1, XM_020571007.1
XP_007226013.1, XM_007225951.2
XP_007218497.1, XM_007218435.2
XP_020422410.1, XM_020566821.1
XP_020425902.1, XM_020570313.1
XP_007224440.1, XM_007224378.2
XP_007216705.1, XM_007216643.2
XP_007205564.1, XM_007205502.2
XP_007205052.1, XM_007204990.2
XP_007219467.1, XM_007219405.2
XP_007222444.1, XM_007222382.2
XP_007209678.1, XM_007209616.2
XP_007212650.2, XM_007212588.2
XP_020419891.1, XM_020564302.1
XP_007201455.1, XM_007201393.2
XP_007224912.1, XM_007224850.2
XP_007227466.1, XM_007227404.2
XP_007213873.1, XM_007213811.2
XP_007211537.1, XM_007211475.2
XP_007223391.1, XM_007223329.2
XP_007219033.1, XM_007218971.2
XP_020413260.1, XM_020557671.1
XP_007215078.1, XM_007215016.2
XP_007222016.1, XM_007221954.2
XP_007209166.1, XM_007209104.2
XP_007222128.1, XM_007222066.2
XP_007217647.1, XM_007217585.2
XP_020415270.1, XM_020559681.1
XP_007214935.1, XM_007214873.2
XP_007208296.1, XM_007208234.2
XP_007205639.1, XM_007205577.2
XP_007205979.2, XM_007205917.2
XP_007202935.1, XM_007202873.2
XP_007209140.1, XM_007209078.2
XP_020414276.1, XM_020558687.1
XP_007222669.2, XM_007222607.2
XP_007225989.1, XM_007225927.2
XP_007199346.1, XM_007199284.2
XP_007221551.1, XM_007221489.2
XP_007199489.1, XM_007199427.2
XP_007208360.1, XM_007208298.2
XP_007223392.1, XM_007223330.2
XP_007204969.1, XM_007204907.2
XP_007204998.1, XM_007204936.2
XP_020415377.1, XM_020559788.1
XP_007215115.1, XM_007215053.2
XP_020416576.1, XM_020560987.1
XP_020423462.1, XM_020567873.1
XP_007202516.1, XM_007202454.2
XP_007210384.1, XM_007210322.2
XP_007226344.1, XM_007226282.1
XP_007225958.1, XM_007225896.2
XP_020423646.1, XM_020568057.1
XP_007213562.2, XM_007213500.2
XP_007215638.2, XM_007215576.2
XP_020421766.1, XM_020566177.1
XP_007209527.1, XM_007209465.2
XP_020422994.1, XM_020567405.1
XP_020422996.1, XM_020567407.1
XP_007223084.1, XM_007223022.2
XP_020411381.1, XM_020555792.1
XP_007212722.1, XM_007212660.2
XP_007214542.1, XM_007214480.2
XP_007209869.1, XM_007209807.2
XP_007211948.1, XM_007211886.2
XP_007209862.1, XM_007209800.2
XP_007209612.1, XM_007209550.2
XP_007200987.1, XM_007200925.2
XP_020411239.1, XM_020555650.1
XP_007210304.1, XM_007210242.2
XP_007211655.1, XM_007211593.2
XP_020419438.1, XM_020563849.1
XP_007213609.1, XM_007213547.2
XP_007222966.1, XM_007222904.2
XP_007205982.1, XM_007205920.2
XP_007222570.1, XM_007222508.2
XP_020416040.1, XM_020560451.1
XP_007209072.1, XM_007209010.2
XP_007212118.1, XM_007212056.2
XP_020417342.1, XM_020561753.1
XP_007213943.1, XM_007213881.2
XP_020424299.1, XM_020568710.1
XP_007209964.1, XM_007209902.2
XP_020420233.1, XM_020564644.1
XP_020420234.1, XM_020564645.1
XP_020420235.1, XM_020564646.1
XP_007208299.2, XM_007208237.2
XP_020421940.1, XM_020566351.1
XP_007212630.1, XM_007212568.2
XP_007205658.1, XM_007205596.2
XP_020422891.1, XM_020567302.1
XP_007223463.1, XM_007223401.2
XP_007223483.1, XM_007223421.2
XP_007204786.1, XM_007204724.2
XP_007223667.1, XM_007223605.2
XP_007211438.1, XM_007211376.2
XP_007209562.1, XM_007209500.2
XP_020420024.1, XM_020564435.1
XP_020420025.1, XM_020564436.1
XP_007223010.1, XM_007222948.2
XP_020424592.1, XM_020569003.1
XP_020421750.1, XM_020566161.1
XP_007221482.1, XM_007221420.2
XP_007211774.1, XM_007211712.2
XP_020413374.1, XM_020557785.1
XP_020413759.1, XM_020558170.1
XP_007211005.1, XM_007210943.2
XP_007221473.1, XM_007221411.2
XP_007199714.1, XM_007199652.2
XP_007222074.1, XM_007222012.2
XP_020423251.1, XM_020567662.1
XP_007223743.1, XM_007223681.2
XP_007222250.1, XM_007222188.2
XP_007215158.2, XM_007215096.2
XP_007215387.1, XM_007215325.2
XP_007201772.2, XM_007201710.2
XP_007225712.1, XM_007225650.2
XP_007221106.2, XM_007221044.2
XP_007222533.1, XM_007222471.2
XP_007207311.1, XM_007207249.2
XP_020422581.1, XM_020566992.1
XP_020417924.1, XM_020562335.1
XP_007212031.1, XM_007211969.2
XP_007218528.1, XM_007218466.2
XP_020414239.1, XM_020558650.1
XP_020412049.1, XM_020556460.1
XP_007209471.2, XM_007209409.2
XP_007209916.2, XM_007209854.2
XP_007215661.1, XM_007215599.2
XP_007223184.2, XM_007223122.2
XP_020423760.1, XM_020568171.1
XP_007207470.1, XM_007207408.2
XP_007223156.1, XM_007223094.2
XP_007215813.2, XM_007215751.2
XP_020416127.1, XM_020560538.1
XP_007227720.1, XM_007227658.2
XP_007204636.1, XM_007204574.2
XP_007211622.1, XM_007211560.2
XP_007223753.2, XM_007223691.2
XP_007199353.1, XM_007199291.2
XP_007209222.1, XM_007209160.2
XP_007211658.1, XM_007211596.2
XP_007202310.1, XM_007202248.2
XP_007205318.1, XM_007205256.2
XP_007207884.1, XM_007207822.2
XP_007224894.1, XM_007224832.2
XP_007219516.1, XM_007219454.2
XP_007203342.1, XM_007203280.2
XP_020423665.1, XM_020568076.1
XP_007219016.1, XM_007218954.2
XP_020413370.1, XM_020557781.1
XP_007202460.1, XM_007202398.2
XP_007221686.1, XM_007221624.2
XP_007224196.2, XM_007224134.2
XP_007224634.1, XM_007224572.2
XP_020410643.1, XM_020555054.1
XP_020415275.1, XM_020559686.1
XP_007223795.2, XM_007223733.2
XP_007225324.1, XM_007225262.2
XP_007209520.2, XM_007209458.2
XP_007204651.2, XM_007204589.2
XP_020414066.1, XM_020558477.1
XP_007215905.1, XM_007215843.2
XP_020415767.1, XM_020560178.1
XP_020421414.1, XM_020565825.1
XP_007223622.1, XM_007223560.2
XP_007210305.1, XM_007210243.2
XP_020420194.1, XM_020564605.1
XP_007223518.1, XM_007223456.2
XP_007209122.1, XM_007209060.2
XP_020419953.1, XM_020564364.1
XP_020419954.1, XM_020564365.1
XP_007209330.1, XM_007209268.2
XP_007200410.1, XM_007200348.2
XP_007209792.1, XM_007209730.2
XP_007220537.1, XM_007220475.2
XP_020413099.1, XM_020557510.1
XP_007223139.1, XM_007223077.2
XP_007210307.1, XM_007210245.2
XP_007206109.1, XM_007206047.2
XP_007215393.2, XM_007215331.2
XP_007215097.1, XM_007215035.2
XP_007217962.1, XM_007217900.2
XP_007218971.1, XM_007218909.2
XP_007205656.1, XM_007205594.2
XP_020426525.1, XM_020570936.1
XP_020412390.1, XM_020556801.1
XP_007212222.1, XM_007212160.2
XP_020414206.1, XM_020558617.1
XP_020414207.1, XM_020558618.1
XP_020410233.1, XM_020554644.1
XP_007223825.1, XM_007223763.2
XP_007199402.2, XM_007199340.2
XP_007210720.1, XM_007210658.2
XP_020422617.1, XM_020567028.1
XP_020410073.1, XM_020554484.1
XP_007200437.2, XM_007200375.2
XP_007204394.2, XM_007204332.2
XP_020423659.1, XM_020568070.1
XP_020423660.1, XM_020568071.1
XP_020418320.1, XM_020562731.1
XP_007226741.1, XM_007226679.2
XP_007222144.2, XM_007222082.2
XP_007200098.1, XM_007200036.2
XP_007221860.1, XM_007221798.2
XP_007201514.1, XM_007201452.2
XP_007215649.1, XM_007215587.2
XP_007204243.1, XM_007204181.2
XP_007225277.1, XM_007225215.2
XP_007225863.2, XM_007225801.2
XP_020410939.1, XM_020555350.1
XP_020411674.1, XM_020556085.1
XP_007205848.1, XM_007205786.2
XP_007218454.1, XM_007218392.2
XP_020413102.1, XM_020557513.1
XP_007210094.1, XM_007210032.2
XP_007219347.1, XM_007219285.1
XP_007215303.1, XM_007215241.2
XP_007222671.2, XM_007222609.2
XP_007222067.1, XM_007222005.2
XP_007209881.1, XM_007209819.2
XP_007204573.1, XM_007204511.2
XP_020410659.1, XM_020555070.1
XP_007206139.1, XM_007206077.2
XP_007222488.1, XM_007222426.2
XP_007217741.1, XM_007217679.2
XP_007215076.1, XM_007215014.2
XP_007211674.1, XM_007211612.2
XP_020417798.1, XM_020562209.1
XP_007201389.1, XM_007201327.2
XP_007202495.1, XM_007202433.2
XP_007223570.1, XM_007223508.2
XP_007205394.1, XM_007205332.2
XP_007205626.1, XM_007205564.2
XP_007212695.1, XM_007212633.2
XP_020417661.1, XM_020562072.1
XP_007200407.1, XM_007200345.2
XP_007204733.1, XM_007204671.2
XP_007208019.1, XM_007207957.2
XP_007206063.1, XM_007206001.2
XP_020420957.1, XM_020565368.1
XP_007225890.1, XM_007225828.2
XP_007218403.1, XM_007218341.2
XP_007227013.2, XM_007226951.2
XP_007199853.1, XM_007199791.2
XP_007212205.1, XM_007212143.2
XP_007224055.1, XM_007223993.2
XP_007210627.2, XM_007210565.2
XP_007199924.1, XM_007199862.2
XP_007204354.1, XM_007204292.2
XP_007211688.1, XM_007211626.2
XP_020419407.1, XM_020563818.1
XP_020415317.1, XM_020559728.1
XP_007208023.1, XM_007207961.2
XP_020426447.1, XM_020570858.1
XP_007214871.2, XM_007214809.2
XP_007213596.2, XM_007213534.2
XP_020415215.1, XM_020559626.1
XP_007203532.2, XM_007203470.2
XP_020410395.1, XM_020554806.1
XP_020425381.1, XM_020569792.1
XP_020425382.1, XM_020569793.1
XP_007204479.2, XM_007204417.2
XP_007211768.1, XM_007211706.2
XP_020414299.1, XM_020558710.1
XP_007225370.2, XM_007225308.2
XP_007202172.1, XM_007202110.2
XP_007223733.1, XM_007223671.2
XP_007199762.1, XM_007199700.2
XP_007209507.1, XM_007209445.2
XP_007221876.1, XM_007221814.2
XP_007223675.2, XM_007223613.2
XP_020411273.1, XM_020555684.1
XP_007215025.1, XM_007214963.2
XP_007204628.1, XM_007204566.2
XP_007218182.1, XM_007218120.2
XP_020423246.1, XM_020567657.1
XP_007201174.1, XM_007201112.2
XP_007205048.1, XM_007204986.2
XP_007218744.1, XM_007218682.2
XP_020419432.1, XM_020563843.1
XP_007204226.1, XM_007204164.2
XP_007199914.1, XM_007199852.2
XP_007226649.1, XM_007226587.2
XP_020414332.1, XM_020558743.1
XP_020414333.1, XM_020558744.1
XP_020414334.1, XM_020558745.1
XP_007222178.2, XM_007222116.2
XP_007205768.1, XM_007205706.2
XP_007209766.1, XM_007209704.2
XP_007224403.1, XM_007224341.2
XP_007223959.1, XM_007223897.2
XP_007209969.2, XM_007209907.2
XP_020419962.1, XM_020564373.1
XP_020413682.1, XM_020558093.1
XP_020413683.1, XM_020558094.1
XP_007211358.1, XM_007211296.2
XP_007212194.1, XM_007212132.2
XP_007222761.1, XM_007222699.2
XP_007220255.1, XM_007220193.2
XP_007211743.1, XM_007211681.2
XP_020418568.1, XM_020562979.1
XP_007223219.1, XM_007223157.2
XP_007227292.2, XM_007227230.2
XP_007222019.2, XM_007221957.2
XP_020415382.1, XM_020559793.1
XP_007221808.1, XM_007221746.2
XP_007222760.1, XM_007222698.2
XP_020420512.1, XM_020564923.1
XP_020409203.1, XM_020553614.1
XP_007217640.1, XM_007217578.2
XP_020415363.1, XM_020559774.1
XP_007222482.1, XM_007222420.2
XP_007214043.2, XM_007213981.2
XP_020416773.1, XM_020561184.1
XP_007211912.1, XM_007211850.2
XP_007218410.2, XM_007218348.2
XP_007203786.1, XM_007203724.2
XP_007205810.1, XM_007205748.2
XP_020422641.1, XM_020567052.1
XP_007204965.1, XM_007204903.2
XP_007205997.1, XM_007205935.2
XP_007201180.1, XM_007201118.2
XP_007218164.1, XM_007218102.2
XP_007201714.2, XM_007201652.2
XP_007223105.2, XM_007223043.2
XP_007205828.1, XM_007205766.2
XP_020420841.1, XM_020565252.1
XP_020414204.1, XM_020558615.1
XP_007223123.1, XM_007223061.2
XP_007219836.2, XM_007219774.2
XP_007201311.2, XM_007201249.2
XP_007208901.1, XM_007208839.2
XP_020419350.1, XM_020563761.1
XP_020412074.1, XM_020556485.1
XP_020413882.1, XM_020558293.1
XP_020423578.1, XM_020567989.1
XP_020423885.1, XM_020568296.1
XP_007208151.1, XM_007208089.2
XP_007203384.1, XM_007203322.2
XP_007220436.1, XM_007220374.2
XP_007202429.1, XM_007202367.2
XP_007205862.1, XM_007205800.2
XP_020420471.1, XM_020564882.1
XP_007201326.1, XM_007201264.2
XP_020422614.1, XM_020567025.1
XP_020410612.1, XM_020555023.1
XP_007223438.1, XM_007223376.2
XP_007205285.2, XM_007205223.2
XP_007225248.1, XM_007225186.2
XP_020411220.1, XM_020555631.1
XP_007200434.1, XM_007200372.2
XP_007204558.1, XM_007204496.2
XP_007217644.1, XM_007217582.2
XP_020418482.1, XM_020562893.1
XP_007211520.1, XM_007211458.2
XP_007199895.1, XM_007199833.2
XP_007203626.1, XM_007203564.2
XP_007204940.2, XM_007204878.2
XP_007208434.1, XM_007208372.2
XP_007201173.1, XM_007201111.2
XP_007220463.1, XM_007220401.2
XP_007217008.1, XM_007216946.2
XP_007205286.2, XM_007205224.2
XP_007204831.1, XM_007204769.2
XP_007206619.2, XM_007206557.2
XP_020423537.1, XM_020567948.1
XP_007199916.1, XM_007199854.2
XP_007215528.2, XM_007215466.2
XP_007223532.1, XM_007223470.2
XP_007222990.2, XM_007222928.2
XP_007210321.1, XM_007210259.2
XP_020419277.1, XM_020563688.1
XP_020419269.1, XM_020563680.1
XP_020415362.1, XM_020559773.1
XP_007223218.1, XM_007223156.2
XP_007202151.1, XM_007202089.2
XP_020424254.1, XM_020568665.1
XP_020425373.1, XM_020569784.1
XP_020425606.1, XM_020570017.1
XP_007202164.1, XM_007202102.2
XP_007211646.2, XM_007211584.2
XP_007207347.1, XM_007207285.2
XP_007199831.1, XM_007199769.2
XP_007205508.1, XM_007205446.2
XP_020422466.1, XM_020566877.1
XP_007225664.1, XM_007225602.2
XP_020423983.1, XM_020568394.1
XP_007222866.1, XM_007222804.2
XP_020411602.1, XM_020556013.1
XP_007201374.1, XM_007201312.2
XP_007209917.1, XM_007209855.2
XP_020421586.1, XM_020565997.1
XP_007218792.2, XM_007218730.2
XP_020425661.1, XM_020570072.1
XP_007206125.1, XM_007206063.2
XP_007206573.2, XM_007206511.2
XP_007198840.2, XM_007198778.2
XP_007222358.2, XM_007222296.2
XP_007211902.1, XM_007211840.2
XP_007223569.1, XM_007223507.2
XP_007209704.1, XM_007209642.2
XP_007205258.1, XM_007205196.2
XP_020411419.1, XM_020555830.1
XP_007215833.2, XM_007215771.2
XP_020415230.1, XM_020559641.1
XP_020425335.1, XM_020569746.1
XP_020419618.1, XM_020564029.1
XP_020419619.1, XM_020564030.1
XP_007218696.1, XM_007218634.2
XP_007209231.1, XM_007209169.2
XP_020412402.1, XM_020556813.1
XP_007206794.1, XM_007206732.2
XP_007211984.1, XM_007211922.2
XP_020424963.1, XM_020569374.1
XP_007220573.1, XM_007220511.2
XP_020425669.1, XM_020570080.1
XP_007206042.1, XM_007205980.2
XP_007222898.1, XM_007222836.2
XP_007223523.2, XM_007223461.2
XP_007212076.1, XM_007212014.2
XP_007199862.1, XM_007199800.2
XP_007220375.2, XM_007220313.2
XP_007206504.2, XM_007206442.2
XP_007214045.1, XM_007213983.2
XP_020416148.1, XM_020560559.1
XP_007209636.1, XM_007209574.2
XP_007222696.1, XM_007222634.2
XP_007204263.1, XM_007204201.2
XP_020418214.1, XM_020562625.1
XP_020415999.1, XM_020560410.1
XP_020416000.1, XM_020560411.1
XP_007217196.1, XM_007217134.2
XP_007227020.1, XM_007226958.2
XP_007205174.1, XM_007205112.2
XP_007222399.1, XM_007222337.2
XP_007221108.1, XM_007221046.2
XP_007203733.2, XM_007203671.2
XP_007209967.1, XM_007209905.2
XP_007212017.1, XM_007211955.2
XP_007207439.1, XM_007207377.2
XP_020420832.1, XM_020565243.1
XP_020420940.1, XM_020565351.1
XP_007202792.1, XM_007202730.2
XP_007202407.1, XM_007202345.2
XP_007205628.1, XM_007205566.2
XP_007227112.1, XM_007227050.2
XP_007209216.1, XM_007209154.2
XP_020410064.1, XM_020554475.1
XP_020423946.1, XM_020568357.1
XP_007211882.1, XM_007211820.2
XP_007215870.1, XM_007215808.2
XP_020411464.1, XM_020555875.1
XP_007206029.1, XM_007205967.2
XP_007215337.1, XM_007215275.2
XP_020416014.1, XM_020560425.1
