protein, rna
XP_002884765.1, XM_002884719.2
XP_002883998.1, XM_002883952.2
XP_002883844.1, XM_002883798.2
XP_002883062.1, XM_002883016.2
XP_002882542.1, XM_002882496.2
XP_002878815.1, XM_002878769.2
XP_020874365.1, XM_021018706.1
XP_002874821.1, XM_002874775.2
XP_002871975.1, XM_002871929.2
XP_002871218.1, XM_002871172.2
XP_002870275.1, XM_002870229.2
XP_002870233.1, XM_002870187.2
XP_002868136.2, XM_002868090.2
XP_002867685.1, XM_002867639.2
XP_002866603.1, XM_002866557.2
XP_020870289.1, XM_021014630.1
XP_002863111.1, XM_002863065.2
XP_002862158.2, XM_002862112.2
XP_002882924.1, XM_002882878.2
XP_020891474.1, XM_021035815.1
XP_020888948.1, XM_021033289.1
XP_020888318.1, XM_021032659.1
XP_020883730.1, XM_021028071.1
XP_020883296.1, XM_021027637.1
XP_020880388.1, XM_021024729.1
XP_020880192.1, XM_021024533.1
XP_020878714.1, XM_021023055.1
XP_020878386.1, XM_021022727.1
XP_020878091.1, XM_021022432.1
XP_020877629.1, XM_021021970.1
XP_020876506.1, XM_021020847.1
XP_020875502.1, XM_021019843.1
XP_020873610.1, XM_021017951.1
XP_020871688.1, XM_021016029.1
XP_020868839.1, XM_021013180.1
XP_020868500.1, XM_021012841.1
XP_020868501.1, XM_021012842.1
XP_020867626.1, XM_021011967.1
XP_020866001.1, XM_021010342.1
XP_002893467.1, XM_002893421.2
XP_002892036.1, XM_002891990.2
XP_002891836.1, XM_002891790.2
XP_002889725.1, XM_002889679.2
XP_002889324.1, XM_002889278.2
XP_002886474.1, XM_002886428.2
XP_002885434.1, XM_002885388.2
XP_002883209.1, XM_002883163.2
XP_002882884.1, XM_002882838.2
XP_002882452.1, XM_002882406.2
XP_002876221.1, XM_002876175.2
XP_002875401.1, XM_002875355.2
XP_002871911.1, XM_002871865.2
XP_002870238.2, XM_002870192.2
XP_002867493.1, XM_002867447.2
XP_002865928.2, XM_002865882.2
XP_020871846.1, XM_021016187.1
XP_002865086.1, XM_002865040.2
XP_002864123.1, XM_002864077.2
XP_002864045.1, XM_002863999.2
XP_002863819.1, XM_002863773.2
XP_020891340.1, XM_021035681.1
XP_020891188.1, XM_021035529.1
XP_020889960.1, XM_021034301.1
XP_020889868.1, XM_021034209.1
XP_020887967.1, XM_021032308.1
XP_020887492.1, XM_021031833.1
XP_020887458.1, XM_021031799.1
XP_020885997.1, XM_021030338.1
XP_020884540.1, XM_021028881.1
XP_020883852.1, XM_021028193.1
XP_020881997.1, XM_021026338.1
XP_020881980.1, XM_021026321.1
XP_020881481.1, XM_021025822.1
XP_020878562.1, XM_021022903.1
XP_020878499.1, XM_021022840.1
XP_020878184.1, XM_021022525.1
XP_020877232.1, XM_021021573.1
XP_020876558.1, XM_021020899.1
XP_020876315.1, XM_021020656.1
XP_020876169.1, XM_021020510.1
XP_020875957.1, XM_021020298.1
XP_020873510.1, XM_021017851.1
XP_020872725.1, XM_021017066.1
XP_020872161.1, XM_021016502.1
XP_020870040.1, XM_021014381.1
XP_020868584.1, XM_021012925.1
XP_020868247.1, XM_021012588.1
XP_020866521.1, XM_021010862.1
XP_002894585.1, XM_002894539.2
XP_002894571.1, XM_002894525.2
XP_020870005.1, XM_021014346.1
XP_002894073.1, XM_002894027.2
XP_002893169.1, XM_002893123.2
XP_002891765.1, XM_002891719.2
XP_002890465.1, XM_002890419.2
XP_002888528.1, XM_002888482.2
XP_020889893.1, XM_021034234.1
XP_002887198.1, XM_002887152.2
XP_002886764.1, XM_002886718.2
XP_020891351.1, XM_021035692.1
XP_002886313.1, XM_002886267.2
XP_002886005.1, XM_002885959.2
XP_002885264.1, XM_002885218.2
XP_002883301.1, XM_002883255.2
XP_002883152.1, XM_002883106.2
XP_002880127.1, XM_002880081.2
XP_002879729.2, XM_002879683.2
XP_002877729.1, XM_002877683.2
XP_002877733.1, XM_002877687.2
XP_002874816.1, XM_002874770.2
XP_002873908.1, XM_002873862.2
XP_002873718.1, XM_002873672.2
XP_002873115.1, XM_002873069.2
XP_002871572.1, XM_002871526.2
XP_002870108.1, XM_002870062.2
XP_020875334.1, XM_021019675.1
XP_002868851.1, XM_002868805.2
XP_002867987.1, XM_002867941.2
XP_002867401.1, XM_002867355.2
XP_002867217.1, XM_002867171.2
XP_002866128.1, XM_002866082.2
XP_002864127.2, XM_002864081.2
XP_002863050.1, XM_002863004.2
XP_002879205.1, XM_002879159.2
XP_020891258.1, XM_021035599.1
XP_020890771.1, XM_021035112.1
XP_020889070.1, XM_021033411.1
XP_020887692.1, XM_021032033.1
XP_020887258.1, XM_021031599.1
XP_020886471.1, XM_021030812.1
XP_020884954.1, XM_021029295.1
XP_020884803.1, XM_021029144.1
XP_020883257.1, XM_021027598.1
XP_020883174.1, XM_021027515.1
XP_020882168.1, XM_021026509.1
XP_020881352.1, XM_021025693.1
XP_020881191.1, XM_021025532.1
XP_020879098.1, XM_021023439.1
XP_020879038.1, XM_021023379.1
XP_020877986.1, XM_021022327.1
XP_020877617.1, XM_021021958.1
XP_020877558.1, XM_021021899.1
XP_020875190.1, XM_021019531.1
XP_020875013.1, XM_021019354.1
XP_020875014.1, XM_021019355.1
XP_020874791.1, XM_021019132.1
XP_020874242.1, XM_021018583.1
XP_020873491.1, XM_021017832.1
XP_020873032.1, XM_021017373.1
XP_020888677.1, XM_021033018.1
XP_020872119.1, XM_021016460.1
XP_020871030.1, XM_021015371.1
XP_020869054.1, XM_021013395.1
XP_020868780.1, XM_021013121.1
XP_020868394.1, XM_021012735.1
XP_020868113.1, XM_021012454.1
XP_020867449.1, XM_021011790.1
XP_020867439.1, XM_021011780.1
XP_020866380.1, XM_021010721.1
XP_002894225.1, XM_002894179.2
XP_020874681.1, XM_021019022.1
XP_002892388.1, XM_002892342.2
XP_002892197.1, XM_002892151.2
XP_002892100.1, XM_002892054.2
XP_002891931.1, XM_002891885.2
XP_002891831.1, XM_002891785.2
XP_002891495.1, XM_002891449.2
XP_002890034.1, XM_002889988.2
XP_002889080.1, XM_002889034.2
XP_002887038.1, XM_002886992.2
XP_002885283.1, XM_002885237.2
XP_002884521.2, XM_002884475.2
XP_002884359.1, XM_002884313.2
XP_002884010.1, XM_002883964.2
XP_002883803.1, XM_002883757.2
XP_002883646.1, XM_002883600.2
XP_002883590.1, XM_002883544.2
XP_002883349.1, XM_002883303.2
XP_020882282.1, XM_021026623.1
XP_002880634.1, XM_002880588.2
XP_002880012.1, XM_002879966.2
XP_020885407.1, XM_021029748.1
XP_002878269.2, XM_002878223.2
XP_002876885.1, XM_002876839.2
XP_002876290.1, XM_002876244.2
XP_002875909.1, XM_002875863.2
XP_002874942.1, XM_002874896.2
XP_002873153.1, XM_002873107.2
XP_002872869.1, XM_002872823.2
XP_002872087.1, XM_002872041.2
XP_002870832.1, XM_002870786.2
XP_002870819.2, XM_002870773.2
XP_002869612.1, XM_002869566.2
XP_002869515.1, XM_002869469.2
XP_002867083.1, XM_002867037.2
XP_002866969.1, XM_002866923.2
XP_002865589.2, XM_002865543.2
XP_002864362.1, XM_002864316.2
XP_002864138.1, XM_002864092.2
XP_002863728.1, XM_002863682.2
XP_002863397.1, XM_002863351.2
XP_002862643.1, XM_002862597.2
XP_002879507.2, XM_002879461.2
XP_020891341.1, XM_021035682.1
XP_020890919.1, XM_021035260.1
XP_020890269.1, XM_021034610.1
XP_020890244.1, XM_021034585.1
XP_020889992.1, XM_021034333.1
XP_020889980.1, XM_021034321.1
XP_020889981.1, XM_021034322.1
XP_020889879.1, XM_021034220.1
XP_020889851.1, XM_021034192.1
XP_020889325.1, XM_021033666.1
XP_020888078.1, XM_021032419.1
XP_020887819.1, XM_021032160.1
XP_020887381.1, XM_021031722.1
XP_020887231.1, XM_021031572.1
XP_020885632.1, XM_021029973.1
XP_020884950.1, XM_021029291.1
XP_020884017.1, XM_021028358.1
XP_020883513.1, XM_021027854.1
XP_020881161.1, XM_021025502.1
XP_020874882.1, XM_021019223.1
XP_020873779.1, XM_021018120.1
XP_020873420.1, XM_021017761.1
XP_020871143.1, XM_021015484.1
XP_020870572.1, XM_021014913.1
XP_020870573.1, XM_021014914.1
XP_020868417.1, XM_021012758.1
XP_020868043.1, XM_021012384.1
XP_020867534.1, XM_021011875.1
XP_020867447.1, XM_021011788.1
XP_020866405.1, XM_021010746.1
XP_002892900.1, XM_002892854.2
XP_002891322.1, XM_002891276.2
XP_020870123.1, XM_021014464.1
XP_020870124.1, XM_021014465.1
XP_002891078.1, XM_002891032.2
XP_002891064.1, XM_002891018.2
XP_002890959.1, XM_002890913.2
XP_002890521.1, XM_002890475.2
XP_002889502.1, XM_002889456.2
XP_002889038.1, XM_002888992.2
XP_002888845.2, XM_002888799.2
XP_002888616.1, XM_002888570.2
XP_020890353.1, XM_021034694.1
XP_002885629.1, XM_002885583.2
XP_002885564.1, XM_002885518.2
XP_002885189.1, XM_002885143.2
XP_002885070.1, XM_002885024.2
XP_002884405.1, XM_002884359.2
XP_002882351.1, XM_002882305.2
XP_002881417.1, XM_002881371.2
XP_002881367.2, XM_002881321.2
XP_002880901.1, XM_002880855.2
XP_002879805.2, XM_002879759.2
XP_002879453.1, XM_002879407.2
XP_002892218.1, XM_002892172.2
XP_002878810.1, XM_002878764.2
XP_002878077.2, XM_002878031.2
XP_002875803.1, XM_002875757.2
XP_002874276.2, XM_002874230.2
XP_020877871.1, XM_021022212.1
XP_002873921.1, XM_002873875.2
XP_002873743.1, XM_002873697.2
XP_002873045.1, XM_002872999.2
XP_020877062.1, XM_021021403.1
XP_002873003.1, XM_002872957.2
XP_002871776.1, XM_002871730.2
XP_002871443.1, XM_002871397.2
XP_002871303.1, XM_002871257.2
XP_002869909.1, XM_002869863.2
XP_002868989.1, XM_002868943.2
XP_002867166.1, XM_002867120.2
XP_002865570.1, XM_002865524.2
XP_002865435.2, XM_002865389.2
XP_020871311.1, XM_021015652.1
XP_002864301.1, XM_002864255.2
XP_002864273.1, XM_002864227.2
XP_002863061.1, XM_002863015.2
XP_020871039.1, XM_021015380.1
XP_020871040.1, XM_021015381.1
XP_020871041.1, XM_021015382.1
XP_020890907.1, XM_021035248.1
XP_020890637.1, XM_021034978.1
XP_020890155.1, XM_021034496.1
XP_020889154.1, XM_021033495.1
XP_020889138.1, XM_021033479.1
XP_020887440.1, XM_021031781.1
XP_020887085.1, XM_021031426.1
XP_020886645.1, XM_021030986.1
XP_020884929.1, XM_021029270.1
XP_020884490.1, XM_021028831.1
XP_020884491.1, XM_021028832.1
XP_020884408.1, XM_021028749.1
XP_020884409.1, XM_021028750.1
XP_020884192.1, XM_021028533.1
XP_020884179.1, XM_021028520.1
XP_020883959.1, XM_021028300.1
XP_020883036.1, XM_021027377.1
XP_020881118.1, XM_021025459.1
XP_020881119.1, XM_021025460.1
XP_020879869.1, XM_021024210.1
XP_020879778.1, XM_021024119.1
XP_020879278.1, XM_021023619.1
XP_020878743.1, XM_021023084.1
XP_020878360.1, XM_021022701.1
XP_020878037.1, XM_021022378.1
XP_020877995.1, XM_021022336.1
XP_020877804.1, XM_021022145.1
XP_020877801.1, XM_021022142.1
XP_020877009.1, XM_021021350.1
XP_020876299.1, XM_021020640.1
XP_020876224.1, XM_021020565.1
XP_020875772.1, XM_021020113.1
XP_020875717.1, XM_021020058.1
XP_020877639.1, XM_021021980.1
XP_020874851.1, XM_021019192.1
XP_020874610.1, XM_021018951.1
XP_020870432.1, XM_021014773.1
XP_020870439.1, XM_021014780.1
XP_020870211.1, XM_021014552.1
XP_020869787.1, XM_021014128.1
XP_020868969.1, XM_021013310.1
XP_020868664.1, XM_021013005.1
XP_020868019.1, XM_021012360.1
XP_020866923.1, XM_021011264.1
XP_020866327.1, XM_021010668.1
XP_020865800.1, XM_021010141.1
XP_002893820.1, XM_002893774.2
XP_002893473.1, XM_002893427.2
XP_002892872.1, XM_002892826.2
XP_002892623.1, XM_002892577.2
XP_002891714.1, XM_002891668.2
XP_002890949.1, XM_002890903.2
XP_002890680.1, XM_002890634.2
XP_002889734.1, XM_002889688.2
XP_020867888.1, XM_021012229.1
XP_002889520.1, XM_002889474.2
XP_002887468.1, XM_002887422.2
XP_002884260.1, XM_002884214.2
XP_002882919.1, XM_002882873.2
XP_002882915.1, XM_002882869.2
XP_002881795.1, XM_002881749.2
XP_002881292.1, XM_002881246.2
XP_002881203.1, XM_002881157.2
XP_002880399.2, XM_002880353.2
XP_002879644.2, XM_002879598.2
XP_002878909.1, XM_002878863.2
XP_020883138.1, XM_021027479.1
XP_002878868.1, XM_002878822.2
XP_020885807.1, XM_021030148.1
XP_002878725.1, XM_002878679.2
XP_002878721.2, XM_002878675.2
XP_002877964.1, XM_002877918.2
XP_020881447.1, XM_021025788.1
XP_002877849.1, XM_002877803.2
XP_002877838.1, XM_002877792.2
XP_002876970.1, XM_002876924.2
XP_002876869.1, XM_002876823.2
XP_002876377.1, XM_002876331.2
XP_002876337.1, XM_002876291.2
XP_002876113.1, XM_002876067.2
XP_002875584.1, XM_002875538.2
XP_002874964.1, XM_002874918.2
XP_020877341.1, XM_021021682.1
XP_002874943.1, XM_002874897.2
XP_002874247.1, XM_002874201.2
XP_002873621.1, XM_002873575.2
XP_002873525.1, XM_002873479.2
XP_002871948.1, XM_002871902.2
XP_002870875.2, XM_002870829.2
XP_002869056.1, XM_002869010.2
XP_002868878.1, XM_002868832.2
XP_002868244.1, XM_002868198.2
XP_020886700.1, XM_021031041.1
XP_002867592.1, XM_002867546.2
XP_020871947.1, XM_021016288.1
XP_002867228.1, XM_002867182.2
XP_020872498.1, XM_021016839.1
XP_002866311.1, XM_002866265.2
XP_002866109.1, XM_002866063.2
XP_002865230.1, XM_002865184.2
XP_002864203.1, XM_002864157.2
XP_002864133.1, XM_002864087.2
XP_002864051.1, XM_002864005.2
XP_002864050.1, XM_002864004.2
XP_020891491.1, XM_021035832.1
XP_020891160.1, XM_021035501.1
XP_020891134.1, XM_021035475.1
XP_020890525.1, XM_021034866.1
XP_020890387.1, XM_021034728.1
XP_020889759.1, XM_021034100.1
XP_020889330.1, XM_021033671.1
XP_020888901.1, XM_021033242.1
XP_020888815.1, XM_021033156.1
XP_020887393.1, XM_021031734.1
XP_020886741.1, XM_021031082.1
XP_020884546.1, XM_021028887.1
XP_020884020.1, XM_021028361.1
XP_020882868.1, XM_021027209.1
XP_020882519.1, XM_021026860.1
XP_020885676.1, XM_021030017.1
XP_020882455.1, XM_021026796.1
XP_020881016.1, XM_021025357.1
XP_020881011.1, XM_021025352.1
XP_020880555.1, XM_021024896.1
XP_020880014.1, XM_021024355.1
XP_020878912.1, XM_021023253.1
XP_020878846.1, XM_021023187.1
XP_020877506.1, XM_021021847.1
XP_020877253.1, XM_021021594.1
XP_020876754.1, XM_021021095.1
XP_020876359.1, XM_021020700.1
XP_020874541.1, XM_021018882.1
XP_020874218.1, XM_021018559.1
XP_020873045.1, XM_021017386.1
XP_020872975.1, XM_021017316.1
XP_020872423.1, XM_021016764.1
XP_020871968.1, XM_021016309.1
XP_020886006.1, XM_021030347.1
XP_020871129.1, XM_021015470.1
XP_020870464.1, XM_021014805.1
XP_020869693.1, XM_021014034.1
XP_020869128.1, XM_021013469.1
XP_020868636.1, XM_021012977.1
XP_020866427.1, XM_021010768.1
XP_020866013.1, XM_021010354.1
XP_002893417.1, XM_002893371.2
XP_002892991.1, XM_002892945.2
XP_020891407.1, XM_021035748.1
XP_002892412.1, XM_002892366.2
XP_002892349.1, XM_002892303.2
XP_002892172.2, XM_002892126.2
XP_002892054.1, XM_002892008.2
XP_020877836.1, XM_021022177.1
XP_002892022.1, XM_002891976.2
XP_002891911.1, XM_002891865.2
XP_002891292.1, XM_002891246.2
XP_002890948.1, XM_002890902.2
XP_002890866.1, XM_002890820.2
XP_002890786.1, XM_002890740.2
XP_002890604.1, XM_002890558.2
XP_002890001.1, XM_002889955.2
XP_002888847.2, XM_002888801.2
XP_002887931.1, XM_002887885.2
XP_002886829.1, XM_002886783.2
XP_002886674.1, XM_002886628.2
XP_002885704.2, XM_002885658.2
XP_002885645.1, XM_002885599.2
XP_002885535.1, XM_002885489.2
XP_002885437.1, XM_002885391.2
XP_002884612.1, XM_002884566.2
XP_002883574.1, XM_002883528.2
XP_002882450.1, XM_002882404.2
XP_002880341.1, XM_002880295.2
XP_002880004.1, XM_002879958.2
XP_002879616.1, XM_002879570.2
XP_002879418.1, XM_002879372.2
XP_002878955.1, XM_002878909.2
XP_002878362.2, XM_002878316.2
XP_020884252.1, XM_021028593.1
XP_002877814.1, XM_002877768.2
XP_002876299.1, XM_002876253.2
XP_002876275.1, XM_002876229.2
XP_002875842.1, XM_002875796.2
XP_002875840.1, XM_002875794.2
XP_002875403.1, XM_002875357.2
XP_002873938.1, XM_002873892.2
XP_002873542.1, XM_002873496.2
XP_002873381.1, XM_002873335.2
XP_002873281.1, XM_002873235.2
XP_002872056.1, XM_002872010.2
XP_002871962.2, XM_002871916.2
XP_002871828.1, XM_002871782.2
XP_002871689.1, XM_002871643.2
XP_002870799.1, XM_002870753.2
XP_002870087.1, XM_002870041.2
XP_002869488.1, XM_002869442.2
XP_002869440.1, XM_002869394.2
XP_002869255.1, XM_002869209.2
XP_002868910.1, XM_002868864.2
XP_002867567.1, XM_002867521.2
XP_002867461.1, XM_002867415.2
XP_002867164.1, XM_002867118.2
XP_020874551.1, XM_021018892.1
XP_002866775.1, XM_002866729.2
XP_002866699.1, XM_002866653.2
XP_002866289.1, XM_002866243.2
XP_002866189.1, XM_002866143.2
XP_002865988.1, XM_002865942.2
XP_002865749.1, XM_002865703.2
XP_002864906.1, XM_002864860.2
XP_002864359.1, XM_002864313.2
XP_002864358.1, XM_002864312.2
XP_020889119.1, XM_021033460.1
XP_002864091.1, XM_002864045.2
XP_020890542.1, XM_021034883.1
XP_020890108.1, XM_021034449.1
XP_020889977.1, XM_021034318.1
XP_020889761.1, XM_021034102.1
XP_020888432.1, XM_021032773.1
XP_020888067.1, XM_021032408.1
XP_020887054.1, XM_021031395.1
XP_020885065.1, XM_021029406.1
XP_020884228.1, XM_021028569.1
XP_020883975.1, XM_021028316.1
XP_020883237.1, XM_021027578.1
XP_020882836.1, XM_021027177.1
XP_020882746.1, XM_021027087.1
XP_020881025.1, XM_021025366.1
XP_020880976.1, XM_021025317.1
XP_020880557.1, XM_021024898.1
XP_020880390.1, XM_021024731.1
XP_020879989.1, XM_021024330.1
XP_020887623.1, XM_021031964.1
XP_020879049.1, XM_021023390.1
XP_020877586.1, XM_021021927.1
XP_020877436.1, XM_021021777.1
XP_020876547.1, XM_021020888.1
XP_020876302.1, XM_021020643.1
XP_020875897.1, XM_021020238.1
XP_020876329.1, XM_021020670.1
XP_020875052.1, XM_021019393.1
XP_020874466.1, XM_021018807.1
XP_020874440.1, XM_021018781.1
XP_020885229.1, XM_021029570.1
XP_020874224.1, XM_021018565.1
XP_020873455.1, XM_021017796.1
XP_020879014.1, XM_021023355.1
XP_020872802.1, XM_021017143.1
XP_020872042.1, XM_021016383.1
XP_020870881.1, XM_021015222.1
XP_020870697.1, XM_021015038.1
XP_020870350.1, XM_021014691.1
XP_020869950.1, XM_021014291.1
XP_020868781.1, XM_021013122.1
XP_020868777.1, XM_021013118.1
XP_020868389.1, XM_021012730.1
XP_020867646.1, XM_021011987.1
XP_020867018.1, XM_021011359.1
XP_020866900.1, XM_021011241.1
XP_020866755.1, XM_021011096.1
XP_020866263.1, XM_021010604.1
XP_002892635.1, XM_002892589.2
XP_002891872.1, XM_002891826.2
XP_002891423.1, XM_002891377.2
XP_002890739.1, XM_002890693.2
XP_002890615.1, XM_002890569.2
XP_002887500.1, XM_002887454.2
XP_002887346.1, XM_002887300.2
XP_002887140.1, XM_002887094.2
XP_002886454.1, XM_002886408.2
XP_002885987.1, XM_002885941.2
XP_002885774.1, XM_002885728.2
XP_002885738.2, XM_002885692.2
XP_020877849.1, XM_021022190.1
XP_002885395.1, XM_002885349.2
XP_002885073.1, XM_002885027.2
XP_002884916.1, XM_002884870.2
XP_002884758.1, XM_002884712.2
XP_002884693.1, XM_002884647.2
XP_002884508.2, XM_002884462.2
XP_002884470.1, XM_002884424.2
XP_002883906.1, XM_002883860.2
XP_002883837.1, XM_002883791.2
XP_002886178.1, XM_002886132.2
XP_002883543.1, XM_002883497.2
XP_002882775.1, XM_002882729.2
XP_002882386.1, XM_002882340.2
XP_002882018.1, XM_002881972.2
XP_002881898.1, XM_002881852.2
XP_002885496.1, XM_002885450.2
XP_002879885.1, XM_002879839.2
XP_002879817.1, XM_002879771.2
XP_002877616.1, XM_002877570.2
XP_002877513.1, XM_002877467.2
XP_002876500.1, XM_002876454.2
XP_002876389.1, XM_002876343.2
XP_002876157.1, XM_002876111.2
XP_002875992.1, XM_002875946.2
XP_002875510.2, XM_002875464.2
XP_002873790.1, XM_002873744.2
XP_002873692.1, XM_002873646.2
XP_002873461.1, XM_002873415.2
XP_002873119.1, XM_002873073.2
XP_002872802.1, XM_002872756.2
XP_002872528.1, XM_002872482.2
XP_002871546.1, XM_002871500.2
XP_002871235.1, XM_002871189.2
XP_002873255.1, XM_002873209.2
XP_002871031.1, XM_002870985.2
XP_002877454.2, XM_002877408.2
XP_002869288.1, XM_002869242.2
XP_002869084.1, XM_002869038.2
XP_002868749.1, XM_002868703.2
XP_002867990.1, XM_002867944.2
XP_002867531.1, XM_002867485.2
XP_002867094.1, XM_002867048.2
XP_002886076.1, XM_002886030.2
XP_002867001.1, XM_002866955.2
XP_020872764.1, XM_021017105.1
XP_002866697.2, XM_002866651.2
XP_020879749.1, XM_021024090.1
XP_002866650.1, XM_002866604.2
XP_002866589.1, XM_002866543.2
XP_002865899.1, XM_002865853.2
XP_020871111.1, XM_021015452.1
XP_002865798.1, XM_002865752.2
XP_002865017.1, XM_002864971.2
XP_002864470.1, XM_002864424.2
XP_002864434.1, XM_002864388.2
XP_002863997.1, XM_002863951.2
XP_020881883.1, XM_021026224.1
XP_002863791.1, XM_002863745.2
XP_020891757.1, XM_021036098.1
XP_020891599.1, XM_021035940.1
XP_020891380.1, XM_021035721.1
XP_020891133.1, XM_021035474.1
XP_020890792.1, XM_021035133.1
XP_020890632.1, XM_021034973.1
XP_020889655.1, XM_021033996.1
XP_020889656.1, XM_021033997.1
XP_020888718.1, XM_021033059.1
XP_020888393.1, XM_021032734.1
XP_020887698.1, XM_021032039.1
XP_020886454.1, XM_021030795.1
XP_020886303.1, XM_021030644.1
XP_020885214.1, XM_021029555.1
XP_020883001.1, XM_021027342.1
XP_020882512.1, XM_021026853.1
XP_020882193.1, XM_021026534.1
XP_020880857.1, XM_021025198.1
XP_020880006.1, XM_021024347.1
XP_020879970.1, XM_021024311.1
XP_020878361.1, XM_021022702.1
XP_020878236.1, XM_021022577.1
XP_020877921.1, XM_021022262.1
XP_020886044.1, XM_021030385.1
XP_020877241.1, XM_021021582.1
XP_020876688.1, XM_021021029.1
XP_020876180.1, XM_021020521.1
XP_020875497.1, XM_021019838.1
XP_020875323.1, XM_021019664.1
XP_020873671.1, XM_021018012.1
XP_020873713.1, XM_021018054.1
XP_020872510.1, XM_021016851.1
XP_020871944.1, XM_021016285.1
XP_020869680.1, XM_021014021.1
XP_020868742.1, XM_021013083.1
XP_020868695.1, XM_021013036.1
XP_020868478.1, XM_021012819.1
XP_020867945.1, XM_021012286.1
XP_020867925.1, XM_021012266.1
XP_020867543.1, XM_021011884.1
XP_020867496.1, XM_021011837.1
XP_020867216.1, XM_021011557.1
XP_020867100.1, XM_021011441.1
XP_020866655.1, XM_021010996.1
XP_020865884.1, XM_021010225.1
XP_002894517.2, XM_002894471.2
XP_002893999.1, XM_002893953.2
XP_002893994.1, XM_002893948.2
XP_002892627.1, XM_002892581.2
XP_002892135.1, XM_002892089.2
XP_002892034.1, XM_002891988.2
XP_002891951.1, XM_002891905.2
XP_002888110.2, XM_002888064.2
XP_002887806.1, XM_002887760.2
XP_002887514.1, XM_002887468.2
XP_002887405.1, XM_002887359.2
XP_002885806.1, XM_002885760.2
XP_002884919.1, XM_002884873.2
XP_002884675.2, XM_002884629.2
XP_002883670.1, XM_002883624.2
XP_002883397.1, XM_002883351.2
XP_020872162.1, XM_021016503.1
XP_002882362.1, XM_002882316.2
XP_020878074.1, XM_021022415.1
XP_002881930.1, XM_002881884.2
XP_002880149.2, XM_002880103.2
XP_002879951.1, XM_002879905.2
XP_002879460.1, XM_002879414.2
XP_002879218.1, XM_002879172.2
XP_002878659.1, XM_002878613.2
XP_020883193.1, XM_021027534.1
XP_002878634.1, XM_002878588.2
XP_002878336.1, XM_002878290.2
XP_002876426.1, XM_002876380.2
XP_002876245.1, XM_002876199.2
XP_002874165.1, XM_002874119.2
XP_002880047.1, XM_002880001.2
XP_002874110.1, XM_002874064.2
XP_020877596.1, XM_021021937.1
XP_002874005.1, XM_002873959.2
XP_002873854.1, XM_002873808.2
XP_002873582.1, XM_002873536.2
XP_002871603.1, XM_002871557.2
XP_002871585.1, XM_002871539.2
XP_002870932.1, XM_002870886.2
XP_020878676.1, XM_021023017.1
XP_002870753.1, XM_002870707.2
XP_002869927.1, XM_002869881.2
XP_002869382.2, XM_002869336.2
XP_002869241.1, XM_002869195.2
XP_002869034.1, XM_002868988.2
XP_002868951.1, XM_002868905.2
XP_002868887.1, XM_002868841.2
XP_002868869.1, XM_002868823.2
XP_002868524.1, XM_002868478.2
XP_002893561.1, XM_002893515.2
XP_002866406.1, XM_002866360.2
