protein, rna
Solanum_pennellii-XP_015067128.1, Solanum_pennellii-XM_015211642.2
Solanum_pennellii-XP_015058653.1, Solanum_pennellii-XM_015203167.2
Solanum_pennellii-XP_015063506.1, Solanum_pennellii-XM_015208020.2
Solanum_pennellii-XP_015083404.1, Solanum_pennellii-XM_015227918.2
Solanum_pennellii-XP_015071433.1, Solanum_pennellii-XM_015215947.2
Solanum_pennellii-XP_015080851.1, Solanum_pennellii-XM_015225365.2
Solanum_pennellii-XP_015067729.1, Solanum_pennellii-XM_015212243.2
Solanum_pennellii-XP_015071887.1, Solanum_pennellii-XM_015216401.2
Solanum_pennellii-XP_015076643.1, Solanum_pennellii-XM_015221157.2
Solanum_pennellii-XP_015076644.1, Solanum_pennellii-XM_015221158.2
Solanum_pennellii-XP_027773042.1, Solanum_pennellii-XM_027917241.1
Solanum_pennellii-XP_015061713.1, Solanum_pennellii-XM_015206227.2
Solanum_pennellii-XP_015072120.1, Solanum_pennellii-XM_015216634.2
Solanum_pennellii-XP_015079846.1, Solanum_pennellii-XM_015224360.2
Solanum_pennellii-XP_015058573.1, Solanum_pennellii-XM_015203087.2
Solanum_pennellii-XP_015086059.1, Solanum_pennellii-XM_015230573.2
Solanum_pennellii-XP_015055850.1, Solanum_pennellii-XM_015200364.2
Solanum_pennellii-XP_015078962.1, Solanum_pennellii-XM_015223476.2
Solanum_pennellii-XP_015077689.1, Solanum_pennellii-XM_015222203.2
Solanum_pennellii-XP_015088384.1, Solanum_pennellii-XM_015232898.2
Solanum_pennellii-XP_015062614.1, Solanum_pennellii-XM_015207128.2
Solanum_pennellii-XP_015062977.1, Solanum_pennellii-XM_015207491.2
Solanum_pennellii-XP_015069770.1, Solanum_pennellii-XM_015214284.2
Solanum_pennellii-XP_015089759.1, Solanum_pennellii-XM_015234273.2
Solanum_pennellii-XP_015074976.1, Solanum_pennellii-XM_015219490.2
Solanum_pennellii-XP_015073838.1, Solanum_pennellii-XM_015218352.2
Solanum_pennellii-XP_015066498.1, Solanum_pennellii-XM_015211012.1
Solanum_pennellii-XP_015056776.1, Solanum_pennellii-XM_015201290.2
Solanum_pennellii-XP_015061603.1, Solanum_pennellii-XM_015206117.2
Solanum_pennellii-XP_015071019.1, Solanum_pennellii-XM_015215533.1
Solanum_pennellii-XP_015063023.1, Solanum_pennellii-XM_015207537.2
Solanum_pennellii-XP_015072193.1, Solanum_pennellii-XM_015216707.2
Solanum_pennellii-XP_015076902.1, Solanum_pennellii-XM_015221416.2
Solanum_pennellii-XP_027773213.1, Solanum_pennellii-XM_027917412.1
Solanum_pennellii-XP_015060898.1, Solanum_pennellii-XM_015205412.2
Solanum_pennellii-XP_015083263.1, Solanum_pennellii-XM_015227777.2
Solanum_pennellii-XP_027774930.1, Solanum_pennellii-XM_027919129.1
Solanum_pennellii-XP_027774932.1, Solanum_pennellii-XM_027919131.1
Solanum_pennellii-XP_015056628.1, Solanum_pennellii-XM_015201142.2
Solanum_pennellii-XP_015080068.1, Solanum_pennellii-XM_015224582.2
Solanum_pennellii-XP_015074452.1, Solanum_pennellii-XM_015218966.2
Solanum_pennellii-XP_015066850.1, Solanum_pennellii-XM_015211364.2
Solanum_pennellii-XP_015070135.1, Solanum_pennellii-XM_015214649.2
Solanum_pennellii-XP_015062708.1, Solanum_pennellii-XM_015207222.2
Solanum_pennellii-XP_015058430.1, Solanum_pennellii-XM_015202944.2
Solanum_pennellii-XP_015077437.1, Solanum_pennellii-XM_015221951.2
Solanum_pennellii-XP_015070526.1, Solanum_pennellii-XM_015215040.2
Solanum_pennellii-XP_015063657.1, Solanum_pennellii-XM_015208171.2
Solanum_pennellii-XP_015065969.1, Solanum_pennellii-XM_015210483.2
Solanum_pennellii-XP_015062825.1, Solanum_pennellii-XM_015207339.2
Solanum_pennellii-XP_015088815.1, Solanum_pennellii-XM_015233329.2
Solanum_pennellii-XP_015054759.1, Solanum_pennellii-XM_015199273.2
Solanum_pennellii-XP_015070234.1, Solanum_pennellii-XM_015214748.2
Solanum_pennellii-XP_015056321.1, Solanum_pennellii-XM_015200835.1
Solanum_pennellii-XP_015082134.1, Solanum_pennellii-XM_015226648.2
Solanum_pennellii-XP_015068172.1, Solanum_pennellii-XM_015212686.2
Solanum_pennellii-XP_015088848.1, Solanum_pennellii-XM_015233362.1
Solanum_pennellii-XP_015084895.1, Solanum_pennellii-XM_015229409.2
Solanum_pennellii-XP_015063407.1, Solanum_pennellii-XM_015207921.2
Solanum_pennellii-XP_015063902.1, Solanum_pennellii-XM_015208416.2
Solanum_pennellii-XP_015070238.1, Solanum_pennellii-XM_015214752.2
Solanum_pennellii-XP_015082674.1, Solanum_pennellii-XM_015227188.2
Solanum_pennellii-XP_015088063.1, Solanum_pennellii-XM_015232577.2
Solanum_pennellii-XP_015071853.1, Solanum_pennellii-XM_015216367.2
Solanum_pennellii-XP_015076505.1, Solanum_pennellii-XM_015221019.2
Solanum_pennellii-XP_015070158.1, Solanum_pennellii-XM_015214672.2
Solanum_pennellii-XP_015070966.1, Solanum_pennellii-XM_015215480.2
Solanum_pennellii-XP_015054916.1, Solanum_pennellii-XM_015199430.1
Solanum_pennellii-XP_015059559.1, Solanum_pennellii-XM_015204073.2
Solanum_pennellii-XP_015056704.1, Solanum_pennellii-XM_015201218.2
Solanum_pennellii-XP_027768991.1, Solanum_pennellii-XM_027913190.1
Solanum_pennellii-XP_015056257.1, Solanum_pennellii-XM_015200771.2
Solanum_pennellii-XP_027773953.1, Solanum_pennellii-XM_027918152.1
Solanum_pennellii-XP_015076140.1, Solanum_pennellii-XM_015220654.2
Solanum_pennellii-XP_015066547.1, Solanum_pennellii-XM_015211061.2
Solanum_pennellii-XP_015086360.1, Solanum_pennellii-XM_015230874.2
Solanum_pennellii-XP_015079582.1, Solanum_pennellii-XM_015224096.2
Solanum_pennellii-XP_015079583.1, Solanum_pennellii-XM_015224097.2
Solanum_pennellii-XP_015056160.1, Solanum_pennellii-XM_015200674.1
Solanum_pennellii-NP_001310379.1, Solanum_pennellii-NM_001323450.1
Solanum_pennellii-XP_015064184.1, Solanum_pennellii-XM_015208698.2
Solanum_pennellii-XP_015067284.1, Solanum_pennellii-XM_015211798.2
Solanum_pennellii-XP_015066362.1, Solanum_pennellii-XM_015210876.2
Solanum_pennellii-XP_015078205.1, Solanum_pennellii-XM_015222719.2
Solanum_pennellii-XP_015076000.1, Solanum_pennellii-XM_015220514.2
Solanum_pennellii-XP_015076001.1, Solanum_pennellii-XM_015220515.2
Solanum_pennellii-XP_015077681.1, Solanum_pennellii-XM_015222195.2
Solanum_pennellii-XP_015067065.1, Solanum_pennellii-XM_015211579.2
Solanum_pennellii-XP_015082203.1, Solanum_pennellii-XM_015226717.2
Solanum_pennellii-XP_015086696.1, Solanum_pennellii-XM_015231210.2
Solanum_pennellii-XP_015088818.1, Solanum_pennellii-XM_015233332.2
Solanum_pennellii-XP_015082116.1, Solanum_pennellii-XM_015226630.2
Solanum_pennellii-XP_015069664.1, Solanum_pennellii-XM_015214178.2
Solanum_pennellii-XP_015077095.1, Solanum_pennellii-XM_015221609.2
Solanum_pennellii-XP_015085117.1, Solanum_pennellii-XM_015229631.2
Solanum_pennellii-XP_015058404.1, Solanum_pennellii-XM_015202918.2
Solanum_pennellii-XP_015079762.1, Solanum_pennellii-XM_015224276.2
Solanum_pennellii-XP_015074099.1, Solanum_pennellii-XM_015218613.2
Solanum_pennellii-XP_015072047.1, Solanum_pennellii-XM_015216561.2
Solanum_pennellii-XP_015058437.1, Solanum_pennellii-XM_015202951.2
Solanum_pennellii-XP_015088061.1, Solanum_pennellii-XM_015232575.2
Solanum_pennellii-XP_015088422.1, Solanum_pennellii-XM_015232936.2
Solanum_pennellii-XP_015088423.1, Solanum_pennellii-XM_015232937.1
Solanum_pennellii-XP_015064689.1, Solanum_pennellii-XM_015209203.2
Solanum_pennellii-XP_015082352.1, Solanum_pennellii-XM_015226866.2
Solanum_pennellii-XP_027774099.1, Solanum_pennellii-XM_027918298.1
Solanum_pennellii-XP_015055847.1, Solanum_pennellii-XM_015200361.2
Solanum_pennellii-XP_015074715.1, Solanum_pennellii-XM_015219229.2
Solanum_pennellii-XP_015089216.1, Solanum_pennellii-XM_015233730.2
Solanum_pennellii-XP_015066947.1, Solanum_pennellii-XM_015211461.2
Solanum_pennellii-XP_015058847.1, Solanum_pennellii-XM_015203361.2
Solanum_pennellii-XP_027768832.1, Solanum_pennellii-XM_027913031.1
Solanum_pennellii-XP_015074588.1, Solanum_pennellii-XM_015219102.2
Solanum_pennellii-XP_015088212.1, Solanum_pennellii-XM_015232726.2
Solanum_pennellii-XP_015083574.1, Solanum_pennellii-XM_015228088.2
Solanum_pennellii-XP_015077508.1, Solanum_pennellii-XM_015222022.2
Solanum_pennellii-XP_015079247.1, Solanum_pennellii-XM_015223761.2
Solanum_pennellii-XP_015083216.1, Solanum_pennellii-XM_015227730.1
Solanum_pennellii-XP_015055469.1, Solanum_pennellii-XM_015199983.2
Solanum_pennellii-XP_015080668.1, Solanum_pennellii-XM_015225182.2
Solanum_pennellii-XP_015078448.1, Solanum_pennellii-XM_015222962.2
Solanum_pennellii-XP_015088434.1, Solanum_pennellii-XM_015232948.2
Solanum_pennellii-XP_015062333.1, Solanum_pennellii-XM_015206847.2
Solanum_pennellii-XP_015056614.1, Solanum_pennellii-XM_015201128.2
Solanum_pennellii-XP_015067288.1, Solanum_pennellii-XM_015211802.2
Solanum_pennellii-XP_015083851.1, Solanum_pennellii-XM_015228365.2
Solanum_pennellii-XP_015060579.1, Solanum_pennellii-XM_015205093.2
Solanum_pennellii-XP_015072840.1, Solanum_pennellii-XM_015217354.2
Solanum_pennellii-XP_015056825.1, Solanum_pennellii-XM_015201339.2
Solanum_pennellii-XP_015057037.1, Solanum_pennellii-XM_015201551.2
Solanum_pennellii-XP_015076675.1, Solanum_pennellii-XM_015221189.2
Solanum_pennellii-XP_015059302.1, Solanum_pennellii-XM_015203816.2
Solanum_pennellii-XP_015056459.1, Solanum_pennellii-XM_015200973.2
Solanum_pennellii-XP_015087274.1, Solanum_pennellii-XM_015231788.2
Solanum_pennellii-XP_015058765.1, Solanum_pennellii-XM_015203279.2
Solanum_pennellii-XP_015079998.1, Solanum_pennellii-XM_015224512.2
Solanum_pennellii-XP_015076378.1, Solanum_pennellii-XM_015220892.2
Solanum_pennellii-XP_015070971.1, Solanum_pennellii-XM_015215485.2
Solanum_pennellii-XP_015062208.1, Solanum_pennellii-XM_015206722.2
Solanum_pennellii-XP_015061113.1, Solanum_pennellii-XM_015205627.2
Solanum_pennellii-XP_015061114.1, Solanum_pennellii-XM_015205628.2
Solanum_pennellii-XP_015082347.1, Solanum_pennellii-XM_015226861.2
Solanum_pennellii-XP_015073620.1, Solanum_pennellii-XM_015218134.2
Solanum_pennellii-XP_015059119.1, Solanum_pennellii-XM_015203633.2
Solanum_pennellii-XP_015084132.1, Solanum_pennellii-XM_015228646.2
Solanum_pennellii-XP_015080908.1, Solanum_pennellii-XM_015225422.2
Solanum_pennellii-XP_015067862.1, Solanum_pennellii-XM_015212376.2
Solanum_pennellii-XP_015077586.1, Solanum_pennellii-XM_015222100.2
Solanum_pennellii-XP_015062689.1, Solanum_pennellii-XM_015207203.2
Solanum_pennellii-XP_015062690.1, Solanum_pennellii-XM_015207204.2
Solanum_pennellii-XP_015062691.1, Solanum_pennellii-XM_015207205.2
Solanum_pennellii-XP_015083691.1, Solanum_pennellii-XM_015228205.2
Solanum_pennellii-XP_015086502.1, Solanum_pennellii-XM_015231016.2
Solanum_pennellii-XP_015078965.1, Solanum_pennellii-XM_015223479.2
Solanum_pennellii-XP_015088726.1, Solanum_pennellii-XM_015233240.2
Solanum_pennellii-XP_015058214.1, Solanum_pennellii-XM_015202728.2
Solanum_pennellii-XP_015062139.1, Solanum_pennellii-XM_015206653.2
Solanum_pennellii-XP_015086270.1, Solanum_pennellii-XM_015230784.2
Solanum_pennellii-XP_015088804.1, Solanum_pennellii-XM_015233318.2
Solanum_pennellii-XP_015088805.1, Solanum_pennellii-XM_015233319.2
Solanum_pennellii-XP_015062093.1, Solanum_pennellii-XM_015206607.2
Solanum_pennellii-XP_015071750.1, Solanum_pennellii-XM_015216264.2
Solanum_pennellii-XP_015088851.1, Solanum_pennellii-XM_015233365.2
