protein, rna
Populus_euphratica-XP_011040321.1, Populus_euphratica-XM_011042019.1
Populus_euphratica-XP_011027738.1, Populus_euphratica-XM_011029436.1
Populus_euphratica-XP_011045887.1, Populus_euphratica-XM_011047585.1
Populus_euphratica-XP_011045888.1, Populus_euphratica-XM_011047586.1
Populus_euphratica-XP_011003295.1, Populus_euphratica-XM_011004993.1
Populus_euphratica-XP_011005377.1, Populus_euphratica-XM_011007075.1
Populus_euphratica-XP_011021523.1, Populus_euphratica-XM_011023221.1
Populus_euphratica-XP_011026546.1, Populus_euphratica-XM_011028244.1
Populus_euphratica-XP_010999551.1, Populus_euphratica-XM_011001249.1
Populus_euphratica-XP_011027425.1, Populus_euphratica-XM_011029123.1
Populus_euphratica-XP_011034548.1, Populus_euphratica-XM_011036246.1
Populus_euphratica-XP_011039957.1, Populus_euphratica-XM_011041655.1
Populus_euphratica-XP_011038788.1, Populus_euphratica-XM_011040486.1
Populus_euphratica-XP_011038789.1, Populus_euphratica-XM_011040487.1
Populus_euphratica-XP_011002727.1, Populus_euphratica-XM_011004425.1
Populus_euphratica-XP_011020598.1, Populus_euphratica-XM_011022296.1
Populus_euphratica-XP_011034556.1, Populus_euphratica-XM_011036254.1
Populus_euphratica-XP_011012301.1, Populus_euphratica-XM_011013999.1
Populus_euphratica-XP_011012302.1, Populus_euphratica-XM_011014000.1
Populus_euphratica-XP_011012303.1, Populus_euphratica-XM_011014001.1
Populus_euphratica-XP_011005494.1, Populus_euphratica-XM_011007192.1
Populus_euphratica-XP_011018843.1, Populus_euphratica-XM_011020541.1
Populus_euphratica-XP_011018844.1, Populus_euphratica-XM_011020542.1
Populus_euphratica-XP_011020044.1, Populus_euphratica-XM_011021742.1
Populus_euphratica-XP_011002266.1, Populus_euphratica-XM_011003964.1
Populus_euphratica-XP_010999318.1, Populus_euphratica-XM_011001016.1
Populus_euphratica-XP_011008074.1, Populus_euphratica-XM_011009772.1
Populus_euphratica-XP_011024014.1, Populus_euphratica-XM_011025712.1
Populus_euphratica-XP_011027844.1, Populus_euphratica-XM_011029542.1
Populus_euphratica-XP_011019363.1, Populus_euphratica-XM_011021061.1
Populus_euphratica-XP_011019364.1, Populus_euphratica-XM_011021062.1
Populus_euphratica-XP_011046452.1, Populus_euphratica-XM_011048150.1
Populus_euphratica-XP_011047146.1, Populus_euphratica-XM_011048844.1
Populus_euphratica-XP_011016618.1, Populus_euphratica-XM_011018316.1
Populus_euphratica-XP_011006082.1, Populus_euphratica-XM_011007780.1
Populus_euphratica-XP_011004519.1, Populus_euphratica-XM_011006217.1
Populus_euphratica-XP_011026892.1, Populus_euphratica-XM_011028590.1
Populus_euphratica-XP_011043115.1, Populus_euphratica-XM_011044813.1
Populus_euphratica-XP_011043116.1, Populus_euphratica-XM_011044814.1
Populus_euphratica-XP_011011859.1, Populus_euphratica-XM_011013557.1
Populus_euphratica-XP_011043820.1, Populus_euphratica-XM_011045518.1
Populus_euphratica-XP_011043821.1, Populus_euphratica-XM_011045519.1
Populus_euphratica-XP_011044259.1, Populus_euphratica-XM_011045957.1
Populus_euphratica-XP_011009801.1, Populus_euphratica-XM_011011499.1
Populus_euphratica-XP_011019242.1, Populus_euphratica-XM_011020940.1
Populus_euphratica-XP_011027079.1, Populus_euphratica-XM_011028777.1
Populus_euphratica-XP_011004209.1, Populus_euphratica-XM_011005907.1
Populus_euphratica-XP_011025348.1, Populus_euphratica-XM_011027046.1
Populus_euphratica-XP_011024093.1, Populus_euphratica-XM_011025791.1
Populus_euphratica-XP_011027311.1, Populus_euphratica-XM_011029009.1
Populus_euphratica-XP_011015334.1, Populus_euphratica-XM_011017032.1
Populus_euphratica-XP_011008501.1, Populus_euphratica-XM_011010199.1
Populus_euphratica-XP_011043466.1, Populus_euphratica-XM_011045164.1
Populus_euphratica-XP_011046574.1, Populus_euphratica-XM_011048272.1
Populus_euphratica-XP_011018838.1, Populus_euphratica-XM_011020536.1
Populus_euphratica-XP_011047221.1, Populus_euphratica-XM_011048919.1
Populus_euphratica-XP_011037651.1, Populus_euphratica-XM_011039349.1
Populus_euphratica-XP_011010330.1, Populus_euphratica-XM_011012028.1
Populus_euphratica-XP_011021637.1, Populus_euphratica-XM_011023335.1
Populus_euphratica-XP_011005438.1, Populus_euphratica-XM_011007136.1
Populus_euphratica-XP_011005106.1, Populus_euphratica-XM_011006804.1
Populus_euphratica-XP_011021280.1, Populus_euphratica-XM_011022978.1
Populus_euphratica-XP_011013866.1, Populus_euphratica-XM_011015564.1
Populus_euphratica-XP_011013867.1, Populus_euphratica-XM_011015565.1
Populus_euphratica-XP_011017508.1, Populus_euphratica-XM_011019206.1
Populus_euphratica-XP_011034605.1, Populus_euphratica-XM_011036303.1
Populus_euphratica-XP_011025128.1, Populus_euphratica-XM_011026826.1
Populus_euphratica-XP_011023570.1, Populus_euphratica-XM_011025268.1
Populus_euphratica-XP_011004910.1, Populus_euphratica-XM_011006608.1
Populus_euphratica-XP_011012514.1, Populus_euphratica-XM_011014212.1
Populus_euphratica-XP_011002567.1, Populus_euphratica-XM_011004265.1
Populus_euphratica-XP_011010226.1, Populus_euphratica-XM_011011924.1
Populus_euphratica-XP_011016968.1, Populus_euphratica-XM_011018666.1
Populus_euphratica-XP_011045591.1, Populus_euphratica-XM_011047289.1
Populus_euphratica-XP_011010290.1, Populus_euphratica-XM_011011988.1
Populus_euphratica-XP_011037624.1, Populus_euphratica-XM_011039322.1
Populus_euphratica-XP_011010534.1, Populus_euphratica-XM_011012232.1
Populus_euphratica-XP_011008659.1, Populus_euphratica-XM_011010357.1
Populus_euphratica-XP_011047270.1, Populus_euphratica-XM_011048968.1
Populus_euphratica-XP_011044453.1, Populus_euphratica-XM_011046151.1
Populus_euphratica-XP_011035354.1, Populus_euphratica-XM_011037052.1
Populus_euphratica-XP_011043164.1, Populus_euphratica-XM_011044862.1
Populus_euphratica-XP_011030000.1, Populus_euphratica-XM_011031698.1
Populus_euphratica-XP_011041673.1, Populus_euphratica-XM_011043371.1
Populus_euphratica-XP_011046247.1, Populus_euphratica-XM_011047945.1
Populus_euphratica-XP_010999803.1, Populus_euphratica-XM_011001501.1
Populus_euphratica-XP_011007646.1, Populus_euphratica-XM_011009344.1
Populus_euphratica-XP_011010182.1, Populus_euphratica-XM_011011880.1
Populus_euphratica-XP_011021249.1, Populus_euphratica-XM_011022947.1
Populus_euphratica-XP_011007091.1, Populus_euphratica-XM_011008789.1
Populus_euphratica-XP_011002134.1, Populus_euphratica-XM_011003832.1
Populus_euphratica-XP_011003508.1, Populus_euphratica-XM_011005206.1
Populus_euphratica-XP_011039342.1, Populus_euphratica-XM_011041040.1
Populus_euphratica-XP_011012434.1, Populus_euphratica-XM_011014132.1
Populus_euphratica-XP_011030350.1, Populus_euphratica-XM_011032048.1
Populus_euphratica-XP_011023062.1, Populus_euphratica-XM_011024760.1
Populus_euphratica-XP_011034470.1, Populus_euphratica-XM_011036168.1
Populus_euphratica-XP_011018552.1, Populus_euphratica-XM_011020250.1
Populus_euphratica-XP_011033063.1, Populus_euphratica-XM_011034761.1
Populus_euphratica-XP_011028015.1, Populus_euphratica-XM_011029713.1
Populus_euphratica-XP_011005070.1, Populus_euphratica-XM_011006768.1
Populus_euphratica-XP_011009451.1, Populus_euphratica-XM_011011149.1
Populus_euphratica-XP_011048322.1, Populus_euphratica-XM_011050020.1
Populus_euphratica-XP_011020459.1, Populus_euphratica-XM_011022157.1
Populus_euphratica-XP_011040678.1, Populus_euphratica-XM_011042376.1
Populus_euphratica-XP_011041315.1, Populus_euphratica-XM_011043013.1
Populus_euphratica-XP_011010341.1, Populus_euphratica-XM_011012039.1
Populus_euphratica-XP_011010342.1, Populus_euphratica-XM_011012040.1
Populus_euphratica-XP_011021225.1, Populus_euphratica-XM_011022923.1
Populus_euphratica-XP_011022750.1, Populus_euphratica-XM_011024448.1
Populus_euphratica-XP_011019300.1, Populus_euphratica-XM_011020998.1
Populus_euphratica-XP_011019301.1, Populus_euphratica-XM_011020999.1
Populus_euphratica-XP_011039902.1, Populus_euphratica-XM_011041600.1
Populus_euphratica-XP_010999651.1, Populus_euphratica-XM_011001349.1
Populus_euphratica-XP_011013801.1, Populus_euphratica-XM_011015499.1
Populus_euphratica-XP_011010428.1, Populus_euphratica-XM_011012126.1
Populus_euphratica-XP_011037584.1, Populus_euphratica-XM_011039282.1
Populus_euphratica-XP_011037585.1, Populus_euphratica-XM_011039283.1
Populus_euphratica-XP_011003962.1, Populus_euphratica-XM_011005660.1
Populus_euphratica-XP_011011719.1, Populus_euphratica-XM_011013417.1
Populus_euphratica-XP_011033548.1, Populus_euphratica-XM_011035246.1
Populus_euphratica-XP_011032127.1, Populus_euphratica-XM_011033825.1
Populus_euphratica-XP_011035177.1, Populus_euphratica-XM_011036875.1
Populus_euphratica-XP_011003780.1, Populus_euphratica-XM_011005478.1
Populus_euphratica-XP_011032478.1, Populus_euphratica-XM_011034176.1
Populus_euphratica-XP_011024155.1, Populus_euphratica-XM_011025853.1
Populus_euphratica-XP_011045105.1, Populus_euphratica-XM_011046803.1
Populus_euphratica-XP_011037360.1, Populus_euphratica-XM_011039058.1
Populus_euphratica-XP_011029532.1, Populus_euphratica-XM_011031230.1
Populus_euphratica-XP_010999390.1, Populus_euphratica-XM_011001088.1
Populus_euphratica-XP_011011905.1, Populus_euphratica-XM_011013603.1
Populus_euphratica-XP_011002807.1, Populus_euphratica-XM_011004505.1
Populus_euphratica-XP_011000680.1, Populus_euphratica-XM_011002378.1
Populus_euphratica-XP_011010133.1, Populus_euphratica-XM_011011831.1
Populus_euphratica-XP_011039747.1, Populus_euphratica-XM_011041445.1
Populus_euphratica-XP_011045494.1, Populus_euphratica-XM_011047192.1
Populus_euphratica-XP_011010149.1, Populus_euphratica-XM_011011847.1
Populus_euphratica-XP_011008962.1, Populus_euphratica-XM_011010660.1
Populus_euphratica-XP_011008104.1, Populus_euphratica-XM_011009802.1
Populus_euphratica-XP_011045709.1, Populus_euphratica-XM_011047407.1
Populus_euphratica-XP_011046367.1, Populus_euphratica-XM_011048065.1
Populus_euphratica-XP_011031719.1, Populus_euphratica-XM_011033417.1
Populus_euphratica-XP_011042339.1, Populus_euphratica-XM_011044037.1
Populus_euphratica-XP_011047434.1, Populus_euphratica-XM_011049132.1
Populus_euphratica-XP_011005812.1, Populus_euphratica-XM_011007510.1
Populus_euphratica-XP_011037683.1, Populus_euphratica-XM_011039381.1
Populus_euphratica-XP_011013337.1, Populus_euphratica-XM_011015035.1
Populus_euphratica-XP_011035790.1, Populus_euphratica-XM_011037488.1
Populus_euphratica-XP_011012417.1, Populus_euphratica-XM_011014115.1
Populus_euphratica-XP_011027037.1, Populus_euphratica-XM_011028735.1
Populus_euphratica-XP_011031917.1, Populus_euphratica-XM_011033615.1
Populus_euphratica-XP_011001980.1, Populus_euphratica-XM_011003678.1
Populus_euphratica-XP_011046415.1, Populus_euphratica-XM_011048113.1
Populus_euphratica-XP_011010360.1, Populus_euphratica-XM_011012058.1
Populus_euphratica-XP_011010361.1, Populus_euphratica-XM_011012059.1
Populus_euphratica-XP_011044292.1, Populus_euphratica-XM_011045990.1
Populus_euphratica-XP_011016091.1, Populus_euphratica-XM_011017789.1
Populus_euphratica-XP_011039861.1, Populus_euphratica-XM_011041559.1
Populus_euphratica-XP_011030007.1, Populus_euphratica-XM_011031705.1
Populus_euphratica-XP_011041660.1, Populus_euphratica-XM_011043358.1
Populus_euphratica-XP_011035274.1, Populus_euphratica-XM_011036972.1
Populus_euphratica-XP_011032391.1, Populus_euphratica-XM_011034089.1
Populus_euphratica-XP_011033918.1, Populus_euphratica-XM_011035616.1
Populus_euphratica-XP_011047696.1, Populus_euphratica-XM_011049394.1
Populus_euphratica-XP_011039333.1, Populus_euphratica-XM_011041031.1
Populus_euphratica-XP_011048961.1, Populus_euphratica-XM_011050659.1
Populus_euphratica-XP_011019879.1, Populus_euphratica-XM_011021577.1
Populus_euphratica-XP_011028705.1, Populus_euphratica-XM_011030403.1
Populus_euphratica-XP_011003455.1, Populus_euphratica-XM_011005153.1
Populus_euphratica-XP_011009143.1, Populus_euphratica-XM_011010841.1
Populus_euphratica-XP_011009520.1, Populus_euphratica-XM_011011218.1
Populus_euphratica-XP_011031470.1, Populus_euphratica-XM_011033168.1
Populus_euphratica-XP_011039578.1, Populus_euphratica-XM_011041276.1
Populus_euphratica-XP_011026176.1, Populus_euphratica-XM_011027874.1
Populus_euphratica-XP_011032719.1, Populus_euphratica-XM_011034417.1
Populus_euphratica-XP_011010091.1, Populus_euphratica-XM_011011789.1
Populus_euphratica-XP_011041305.1, Populus_euphratica-XM_011043003.1
Populus_euphratica-XP_011039287.1, Populus_euphratica-XM_011040985.1
Populus_euphratica-XP_011026858.1, Populus_euphratica-XM_011028556.1
Populus_euphratica-XP_011003114.1, Populus_euphratica-XM_011004812.1
Populus_euphratica-XP_011019665.1, Populus_euphratica-XM_011021363.1
Populus_euphratica-XP_011042532.1, Populus_euphratica-XM_011044230.1
Populus_euphratica-XP_011047330.1, Populus_euphratica-XM_011049028.1
Populus_euphratica-XP_011000635.1, Populus_euphratica-XM_011002333.1
Populus_euphratica-XP_011000636.1, Populus_euphratica-XM_011002334.1
Populus_euphratica-XP_011004461.1, Populus_euphratica-XM_011006159.1
Populus_euphratica-XP_011011738.1, Populus_euphratica-XM_011013436.1
Populus_euphratica-XP_011007431.1, Populus_euphratica-XM_011009129.1
Populus_euphratica-XP_011021521.1, Populus_euphratica-XM_011023219.1
Populus_euphratica-XP_011018269.1, Populus_euphratica-XM_011019967.1
Populus_euphratica-XP_011033933.1, Populus_euphratica-XM_011035631.1
Populus_euphratica-XP_011002424.1, Populus_euphratica-XM_011004122.1
Populus_euphratica-XP_011027440.1, Populus_euphratica-XM_011029138.1
Populus_euphratica-XP_011012245.1, Populus_euphratica-XM_011013943.1
Populus_euphratica-XP_011033363.1, Populus_euphratica-XM_011035061.1
Populus_euphratica-XP_011029889.1, Populus_euphratica-XM_011031587.1
Populus_euphratica-XP_011030584.1, Populus_euphratica-XM_011032282.1
Populus_euphratica-XP_011003090.1, Populus_euphratica-XM_011004788.1
Populus_euphratica-XP_011029343.1, Populus_euphratica-XM_011031041.1
Populus_euphratica-XP_010999351.1, Populus_euphratica-XM_011001049.1
Populus_euphratica-XP_011007071.1, Populus_euphratica-XM_011008769.1
Populus_euphratica-XP_011017480.1, Populus_euphratica-XM_011019178.1
Populus_euphratica-XP_011021010.1, Populus_euphratica-XM_011022708.1
Populus_euphratica-XP_011001760.1, Populus_euphratica-XM_011003458.1
Populus_euphratica-XP_011038149.1, Populus_euphratica-XM_011039847.1
Populus_euphratica-XP_011005515.1, Populus_euphratica-XM_011007213.1
Populus_euphratica-XP_011001881.1, Populus_euphratica-XM_011003579.1
Populus_euphratica-XP_011043775.1, Populus_euphratica-XM_011045473.1
Populus_euphratica-XP_011024491.1, Populus_euphratica-XM_011026189.1
Populus_euphratica-XP_011039911.1, Populus_euphratica-XM_011041609.1
Populus_euphratica-XP_011023623.1, Populus_euphratica-XM_011025321.1
Populus_euphratica-XP_011010134.1, Populus_euphratica-XM_011011832.1
Populus_euphratica-XP_011010135.1, Populus_euphratica-XM_011011833.1
Populus_euphratica-XP_010999381.1, Populus_euphratica-XM_011001079.1
Populus_euphratica-XP_011012791.1, Populus_euphratica-XM_011014489.1
Populus_euphratica-XP_011012799.1, Populus_euphratica-XM_011014497.1
Populus_euphratica-XP_011034830.1, Populus_euphratica-XM_011036528.1
Populus_euphratica-XP_011041178.1, Populus_euphratica-XM_011042876.1
Populus_euphratica-XP_011002780.1, Populus_euphratica-XM_011004478.1
Populus_euphratica-XP_011021402.1, Populus_euphratica-XM_011023100.1
Populus_euphratica-XP_011021403.1, Populus_euphratica-XM_011023101.1
Populus_euphratica-XP_011037577.1, Populus_euphratica-XM_011039275.1
Populus_euphratica-XP_011037578.1, Populus_euphratica-XM_011039276.1
Populus_euphratica-XP_011037579.1, Populus_euphratica-XM_011039277.1
Populus_euphratica-XP_011023723.1, Populus_euphratica-XM_011025421.1
Populus_euphratica-XP_011036906.1, Populus_euphratica-XM_011038604.1
Populus_euphratica-XP_011012114.1, Populus_euphratica-XM_011013812.1
Populus_euphratica-XP_011037279.1, Populus_euphratica-XM_011038977.1
Populus_euphratica-XP_011022929.1, Populus_euphratica-XM_011024627.1
Populus_euphratica-XP_011003491.1, Populus_euphratica-XM_011005189.1
Populus_euphratica-XP_011024593.1, Populus_euphratica-XM_011026291.1
Populus_euphratica-XP_011000634.1, Populus_euphratica-XM_011002332.1
Populus_euphratica-XP_011008560.1, Populus_euphratica-XM_011010258.1
Populus_euphratica-XP_011008561.1, Populus_euphratica-XM_011010259.1
Populus_euphratica-XP_011036724.1, Populus_euphratica-XM_011038422.1
Populus_euphratica-XP_011036738.1, Populus_euphratica-XM_011038436.1
Populus_euphratica-XP_011044784.1, Populus_euphratica-XM_011046482.1
Populus_euphratica-XP_011044785.1, Populus_euphratica-XM_011046483.1
Populus_euphratica-XP_011037090.1, Populus_euphratica-XM_011038788.1
Populus_euphratica-XP_011012402.1, Populus_euphratica-XM_011014100.1
Populus_euphratica-XP_011012410.1, Populus_euphratica-XM_011014108.1
Populus_euphratica-XP_011014908.1, Populus_euphratica-XM_011016606.1
Populus_euphratica-XP_011024075.1, Populus_euphratica-XM_011025773.1
Populus_euphratica-XP_011041321.1, Populus_euphratica-XM_011043019.1
Populus_euphratica-XP_011041329.1, Populus_euphratica-XM_011043027.1
Populus_euphratica-XP_011024277.1, Populus_euphratica-XM_011025975.1
Populus_euphratica-XP_011024278.1, Populus_euphratica-XM_011025976.1
Populus_euphratica-XP_011003172.1, Populus_euphratica-XM_011004870.1
Populus_euphratica-XP_011003173.1, Populus_euphratica-XM_011004871.1
Populus_euphratica-XP_011016016.1, Populus_euphratica-XM_011017714.1
Populus_euphratica-XP_011043870.1, Populus_euphratica-XM_011045568.1
Populus_euphratica-XP_011012662.1, Populus_euphratica-XM_011014360.1
Populus_euphratica-XP_011021197.1, Populus_euphratica-XM_011022895.1
Populus_euphratica-XP_011010826.1, Populus_euphratica-XM_011012524.1
Populus_euphratica-XP_011048149.1, Populus_euphratica-XM_011049847.1
Populus_euphratica-XP_011045513.1, Populus_euphratica-XM_011047211.1
Populus_euphratica-XP_011048458.1, Populus_euphratica-XM_011050156.1
Populus_euphratica-XP_011046293.1, Populus_euphratica-XM_011047991.1
Populus_euphratica-XP_011043548.1, Populus_euphratica-XM_011045246.1
Populus_euphratica-XP_011043549.1, Populus_euphratica-XM_011045247.1
Populus_euphratica-XP_011025037.1, Populus_euphratica-XM_011026735.1
Populus_euphratica-XP_011010309.1, Populus_euphratica-XM_011012007.1
Populus_euphratica-XP_011041643.1, Populus_euphratica-XM_011043341.1
Populus_euphratica-XP_011035028.1, Populus_euphratica-XM_011036726.1
Populus_euphratica-XP_011028214.1, Populus_euphratica-XM_011029912.1
Populus_euphratica-XP_011010417.1, Populus_euphratica-XM_011012115.1
Populus_euphratica-XP_011007898.1, Populus_euphratica-XM_011009596.1
Populus_euphratica-XP_011037719.1, Populus_euphratica-XM_011039417.1
Populus_euphratica-XP_011015763.1, Populus_euphratica-XM_011017461.1
Populus_euphratica-XP_011015764.1, Populus_euphratica-XM_011017462.1
Populus_euphratica-XP_011044419.1, Populus_euphratica-XM_011046117.1
Populus_euphratica-XP_011046006.1, Populus_euphratica-XM_011047704.1
Populus_euphratica-XP_011013457.1, Populus_euphratica-XM_011015155.1
Populus_euphratica-XP_011017295.1, Populus_euphratica-XM_011018993.1
Populus_euphratica-XP_011017296.1, Populus_euphratica-XM_011018994.1
Populus_euphratica-XP_011017297.1, Populus_euphratica-XM_011018995.1
Populus_euphratica-XP_011031492.1, Populus_euphratica-XM_011033190.1
Populus_euphratica-XP_011018828.1, Populus_euphratica-XM_011020526.1
Populus_euphratica-XP_011008961.1, Populus_euphratica-XM_011010659.1
Populus_euphratica-XP_011024086.1, Populus_euphratica-XM_011025784.1
Populus_euphratica-XP_011024087.1, Populus_euphratica-XM_011025785.1
Populus_euphratica-XP_011040426.1, Populus_euphratica-XM_011042124.1
Populus_euphratica-XP_011040427.1, Populus_euphratica-XM_011042125.1
Populus_euphratica-XP_011008172.1, Populus_euphratica-XM_011009870.1
Populus_euphratica-XP_011038898.1, Populus_euphratica-XM_011040596.1
Populus_euphratica-XP_011006916.1, Populus_euphratica-XM_011008614.1
Populus_euphratica-XP_011048276.1, Populus_euphratica-XM_011049974.1
Populus_euphratica-XP_011045987.1, Populus_euphratica-XM_011047685.1
Populus_euphratica-XP_011010844.1, Populus_euphratica-XM_011012542.1
Populus_euphratica-XP_011033997.1, Populus_euphratica-XM_011035695.1
Populus_euphratica-XP_011025671.1, Populus_euphratica-XM_011027369.1
Populus_euphratica-XP_011025999.1, Populus_euphratica-XM_011027697.1
Populus_euphratica-XP_011026000.1, Populus_euphratica-XM_011027698.1
Populus_euphratica-XP_011026001.1, Populus_euphratica-XM_011027699.1
Populus_euphratica-XP_011030422.1, Populus_euphratica-XM_011032120.1
Populus_euphratica-XP_011018830.1, Populus_euphratica-XM_011020528.1
Populus_euphratica-XP_011026617.1, Populus_euphratica-XM_011028315.1
Populus_euphratica-XP_011031208.1, Populus_euphratica-XM_011032906.1
Populus_euphratica-XP_011031209.1, Populus_euphratica-XM_011032907.1
Populus_euphratica-XP_011031210.1, Populus_euphratica-XM_011032908.1
Populus_euphratica-XP_011041723.1, Populus_euphratica-XM_011043421.1
Populus_euphratica-XP_010999572.1, Populus_euphratica-XM_011001270.1
Populus_euphratica-XP_011042187.1, Populus_euphratica-XM_011043885.1
Populus_euphratica-XP_011033586.1, Populus_euphratica-XM_011035284.1
Populus_euphratica-XP_011017786.1, Populus_euphratica-XM_011019484.1
Populus_euphratica-XP_011027373.1, Populus_euphratica-XM_011029071.1
Populus_euphratica-XP_011002038.1, Populus_euphratica-XM_011003736.1
Populus_euphratica-XP_011009673.1, Populus_euphratica-XM_011011371.1
Populus_euphratica-XP_011015750.1, Populus_euphratica-XM_011017448.1
Populus_euphratica-XP_011029568.1, Populus_euphratica-XM_011031266.1
Populus_euphratica-XP_011021533.1, Populus_euphratica-XM_011023231.1
Populus_euphratica-XP_011026394.1, Populus_euphratica-XM_011028092.1
Populus_euphratica-XP_011016895.1, Populus_euphratica-XM_011018593.1
Populus_euphratica-XP_011029950.1, Populus_euphratica-XM_011031648.1
Populus_euphratica-XP_011003683.1, Populus_euphratica-XM_011005381.1
Populus_euphratica-XP_011047756.1, Populus_euphratica-XM_011049454.1
Populus_euphratica-XP_011031553.1, Populus_euphratica-XM_011033251.1
Populus_euphratica-XP_011028090.1, Populus_euphratica-XM_011029788.1
Populus_euphratica-XP_011001083.1, Populus_euphratica-XM_011002781.1
Populus_euphratica-XP_011003982.1, Populus_euphratica-XM_011005680.1
Populus_euphratica-XP_011031493.1, Populus_euphratica-XM_011033191.1
Populus_euphratica-XP_011029823.1, Populus_euphratica-XM_011031521.1
Populus_euphratica-XP_011029824.1, Populus_euphratica-XM_011031522.1
Populus_euphratica-XP_011028995.1, Populus_euphratica-XM_011030693.1
Populus_euphratica-XP_011045111.1, Populus_euphratica-XM_011046809.1
