protein, rna
Eutrema_salsugineum-XP_006395475.1, Eutrema_salsugineum-XM_006395413.2
Eutrema_salsugineum-XP_006391967.1, Eutrema_salsugineum-XM_006391905.2
Eutrema_salsugineum-XP_024012355.1, Eutrema_salsugineum-XM_024156587.1
Eutrema_salsugineum-XP_006390419.1, Eutrema_salsugineum-XM_006390357.2
Eutrema_salsugineum-XP_006391805.1, Eutrema_salsugineum-XM_006391743.2
Eutrema_salsugineum-XP_006418541.1, Eutrema_salsugineum-XM_006418478.2
Eutrema_salsugineum-XP_006406477.1, Eutrema_salsugineum-XM_006406414.2
Eutrema_salsugineum-XP_006394159.1, Eutrema_salsugineum-XM_006394097.2
Eutrema_salsugineum-XP_024009743.1, Eutrema_salsugineum-XM_024153975.1
Eutrema_salsugineum-XP_006410699.1, Eutrema_salsugineum-XM_006410636.2
Eutrema_salsugineum-XP_006397681.1, Eutrema_salsugineum-XM_006397618.2
Eutrema_salsugineum-XP_006398212.1, Eutrema_salsugineum-XM_006398149.2
Eutrema_salsugineum-XP_024007126.1, Eutrema_salsugineum-XM_024151358.1
Eutrema_salsugineum-XP_006401772.1, Eutrema_salsugineum-XM_006401709.2
Eutrema_salsugineum-XP_006399180.1, Eutrema_salsugineum-XM_006399117.2
Eutrema_salsugineum-XP_006398876.1, Eutrema_salsugineum-XM_006398813.2
Eutrema_salsugineum-XP_006395187.2, Eutrema_salsugineum-XM_006395125.2
Eutrema_salsugineum-XP_006400138.1, Eutrema_salsugineum-XM_006400075.2
Eutrema_salsugineum-XP_006396987.1, Eutrema_salsugineum-XM_006396924.2
Eutrema_salsugineum-XP_006400656.1, Eutrema_salsugineum-XM_006400593.2
Eutrema_salsugineum-XP_006400650.1, Eutrema_salsugineum-XM_006400587.2
Eutrema_salsugineum-XP_006398982.1, Eutrema_salsugineum-XM_006398919.2
Eutrema_salsugineum-XP_024005174.1, Eutrema_salsugineum-XM_024149406.1
Eutrema_salsugineum-XP_006412412.1, Eutrema_salsugineum-XM_006412349.2
Eutrema_salsugineum-XP_006412236.1, Eutrema_salsugineum-XM_006412173.2
Eutrema_salsugineum-XP_006392974.1, Eutrema_salsugineum-XM_006392912.2
Eutrema_salsugineum-XP_006415913.1, Eutrema_salsugineum-XM_006415850.2
Eutrema_salsugineum-XP_006418295.1, Eutrema_salsugineum-XM_006418232.2
Eutrema_salsugineum-XP_006417823.1, Eutrema_salsugineum-XM_006417760.2
Eutrema_salsugineum-XP_006392536.1, Eutrema_salsugineum-XM_006392474.2
Eutrema_salsugineum-XP_006406024.1, Eutrema_salsugineum-XM_006405961.2
Eutrema_salsugineum-XP_024014901.1, Eutrema_salsugineum-XM_024159133.1
Eutrema_salsugineum-XP_006393517.1, Eutrema_salsugineum-XM_006393455.2
Eutrema_salsugineum-XP_024006653.1, Eutrema_salsugineum-XM_024150885.1
Eutrema_salsugineum-XP_006416295.1, Eutrema_salsugineum-XM_006416232.2
Eutrema_salsugineum-XP_024006109.1, Eutrema_salsugineum-XM_024150341.1
Eutrema_salsugineum-XP_006416263.1, Eutrema_salsugineum-XM_006416200.2
Eutrema_salsugineum-XP_006391412.1, Eutrema_salsugineum-XM_006391350.2
Eutrema_salsugineum-XP_024008091.1, Eutrema_salsugineum-XM_024152323.1
Eutrema_salsugineum-XP_006390441.1, Eutrema_salsugineum-XM_006390379.2
Eutrema_salsugineum-XP_006409026.2, Eutrema_salsugineum-XM_006408963.2
Eutrema_salsugineum-XP_006408916.1, Eutrema_salsugineum-XM_006408853.2
Eutrema_salsugineum-XP_006406590.1, Eutrema_salsugineum-XM_006406527.2
Eutrema_salsugineum-XP_006406277.1, Eutrema_salsugineum-XM_006406214.2
Eutrema_salsugineum-XP_006406562.1, Eutrema_salsugineum-XM_006406499.2
Eutrema_salsugineum-XP_006397644.1, Eutrema_salsugineum-XM_006397581.2
Eutrema_salsugineum-XP_024003827.1, Eutrema_salsugineum-XM_024148059.1
Eutrema_salsugineum-XP_006404055.1, Eutrema_salsugineum-XM_006403992.2
Eutrema_salsugineum-XP_006396659.1, Eutrema_salsugineum-XM_006396596.2
Eutrema_salsugineum-XP_006400418.1, Eutrema_salsugineum-XM_006400355.2
Eutrema_salsugineum-XP_006400050.1, Eutrema_salsugineum-XM_006399987.2
Eutrema_salsugineum-XP_006398839.1, Eutrema_salsugineum-XM_006398776.2
Eutrema_salsugineum-XP_024011450.1, Eutrema_salsugineum-XM_024155682.1
Eutrema_salsugineum-XP_006399846.1, Eutrema_salsugineum-XM_006399783.2
Eutrema_salsugineum-XP_006414237.1, Eutrema_salsugineum-XM_006414174.2
Eutrema_salsugineum-XP_006411654.1, Eutrema_salsugineum-XM_006411591.2
Eutrema_salsugineum-XP_024004353.1, Eutrema_salsugineum-XM_024148585.1
Eutrema_salsugineum-XP_006412824.1, Eutrema_salsugineum-XM_006412761.2
Eutrema_salsugineum-XP_006412406.1, Eutrema_salsugineum-XM_006412343.2
Eutrema_salsugineum-XP_006401376.1, Eutrema_salsugineum-XM_006401313.2
Eutrema_salsugineum-XP_006401917.1, Eutrema_salsugineum-XM_006401854.2
Eutrema_salsugineum-XP_006409964.1, Eutrema_salsugineum-XM_006409901.2
Eutrema_salsugineum-XP_006390712.1, Eutrema_salsugineum-XM_006390650.2
Eutrema_salsugineum-XP_006391827.1, Eutrema_salsugineum-XM_006391765.2
Eutrema_salsugineum-XP_006409434.1, Eutrema_salsugineum-XM_006409371.2
Eutrema_salsugineum-XP_006407797.1, Eutrema_salsugineum-XM_006407734.2
Eutrema_salsugineum-XP_006407677.1, Eutrema_salsugineum-XM_006407614.2
Eutrema_salsugineum-XP_006401478.1, Eutrema_salsugineum-XM_006401415.2
Eutrema_salsugineum-XP_006398022.1, Eutrema_salsugineum-XM_006397959.2
Eutrema_salsugineum-XP_024003948.1, Eutrema_salsugineum-XM_024148180.1
Eutrema_salsugineum-XP_024011880.1, Eutrema_salsugineum-XM_024156112.1
Eutrema_salsugineum-XP_006410948.1, Eutrema_salsugineum-XM_006410885.2
Eutrema_salsugineum-XP_006402306.1, Eutrema_salsugineum-XM_006402243.2
Eutrema_salsugineum-XP_006402981.1, Eutrema_salsugineum-XM_006402918.2
Eutrema_salsugineum-XP_006395531.1, Eutrema_salsugineum-XM_006395469.2
Eutrema_salsugineum-XP_006396990.1, Eutrema_salsugineum-XM_006396927.2
Eutrema_salsugineum-XP_006399958.1, Eutrema_salsugineum-XM_006399895.2
Eutrema_salsugineum-XP_006399655.1, Eutrema_salsugineum-XM_006399592.2
Eutrema_salsugineum-XP_006399127.1, Eutrema_salsugineum-XM_006399064.2
Eutrema_salsugineum-XP_006399970.1, Eutrema_salsugineum-XM_006399907.2
Eutrema_salsugineum-XP_006405294.1, Eutrema_salsugineum-XM_006405231.2
Eutrema_salsugineum-XP_006411993.1, Eutrema_salsugineum-XM_006411930.2
Eutrema_salsugineum-XP_006405411.1, Eutrema_salsugineum-XM_006405348.2
Eutrema_salsugineum-XP_006414633.1, Eutrema_salsugineum-XM_006414570.2
Eutrema_salsugineum-XP_006413642.1, Eutrema_salsugineum-XM_006413579.2
Eutrema_salsugineum-XP_006411836.1, Eutrema_salsugineum-XM_006411773.2
Eutrema_salsugineum-XP_006412663.1, Eutrema_salsugineum-XM_006412600.2
Eutrema_salsugineum-XP_006403208.1, Eutrema_salsugineum-XM_006403145.2
Eutrema_salsugineum-XP_006416414.1, Eutrema_salsugineum-XM_006416351.2
Eutrema_salsugineum-XP_006415691.1, Eutrema_salsugineum-XM_006415628.2
Eutrema_salsugineum-XP_006393423.1, Eutrema_salsugineum-XM_006393361.2
Eutrema_salsugineum-XP_006418479.1, Eutrema_salsugineum-XM_006418416.2
Eutrema_salsugineum-XP_006416768.1, Eutrema_salsugineum-XM_006416705.2
Eutrema_salsugineum-XP_006396047.1, Eutrema_salsugineum-XM_006395985.2
Eutrema_salsugineum-XP_006401045.1, Eutrema_salsugineum-XM_006400982.2
Eutrema_salsugineum-XP_024012133.1, Eutrema_salsugineum-XM_024156365.1
Eutrema_salsugineum-XP_006393198.1, Eutrema_salsugineum-XM_006393136.2
Eutrema_salsugineum-XP_006393571.2, Eutrema_salsugineum-XM_006393509.2
Eutrema_salsugineum-XP_024008630.1, Eutrema_salsugineum-XM_024152862.1
Eutrema_salsugineum-XP_006418166.1, Eutrema_salsugineum-XM_006418103.2
Eutrema_salsugineum-XP_006418356.1, Eutrema_salsugineum-XM_006418293.2
Eutrema_salsugineum-XP_006392472.1, Eutrema_salsugineum-XM_006392410.2
Eutrema_salsugineum-XP_024006304.1, Eutrema_salsugineum-XM_024150536.1
Eutrema_salsugineum-XP_006393262.1, Eutrema_salsugineum-XM_006393200.2
Eutrema_salsugineum-XP_006417068.1, Eutrema_salsugineum-XM_006417005.2
Eutrema_salsugineum-XP_006390202.1, Eutrema_salsugineum-XM_006390140.2
Eutrema_salsugineum-XP_006391397.1, Eutrema_salsugineum-XM_006391335.2
Eutrema_salsugineum-XP_006406554.1, Eutrema_salsugineum-XM_006406491.2
Eutrema_salsugineum-XP_006408049.1, Eutrema_salsugineum-XM_006407986.2
Eutrema_salsugineum-XP_006408342.1, Eutrema_salsugineum-XM_006408279.2
Eutrema_salsugineum-XP_006409415.1, Eutrema_salsugineum-XM_006409352.2
Eutrema_salsugineum-XP_006409682.1, Eutrema_salsugineum-XM_006409619.2
Eutrema_salsugineum-XP_006418568.1, Eutrema_salsugineum-XM_006418505.2
Eutrema_salsugineum-XP_006418648.1, Eutrema_salsugineum-XM_006418585.2
Eutrema_salsugineum-XP_006406193.1, Eutrema_salsugineum-XM_006406130.2
Eutrema_salsugineum-XP_006405048.1, Eutrema_salsugineum-XM_006404985.2
Eutrema_salsugineum-XP_006411565.2, Eutrema_salsugineum-XM_006411502.2
Eutrema_salsugineum-XP_024003833.1, Eutrema_salsugineum-XM_024148065.1
Eutrema_salsugineum-XP_006402692.1, Eutrema_salsugineum-XM_006402629.2
Eutrema_salsugineum-XP_006395706.1, Eutrema_salsugineum-XM_006395644.2
Eutrema_salsugineum-XP_006403481.1, Eutrema_salsugineum-XM_006403418.2
Eutrema_salsugineum-XP_006404250.1, Eutrema_salsugineum-XM_006404187.2
Eutrema_salsugineum-XP_006396405.1, Eutrema_salsugineum-XM_006396342.2
Eutrema_salsugineum-XP_006398911.1, Eutrema_salsugineum-XM_006398848.2
Eutrema_salsugineum-XP_006396385.1, Eutrema_salsugineum-XM_006396322.2
Eutrema_salsugineum-XP_006394660.1, Eutrema_salsugineum-XM_006394598.2
Eutrema_salsugineum-XP_006405734.1, Eutrema_salsugineum-XM_006405671.2
Eutrema_salsugineum-XP_006405693.1, Eutrema_salsugineum-XM_006405630.2
Eutrema_salsugineum-XP_006413188.1, Eutrema_salsugineum-XM_006413125.2
Eutrema_salsugineum-XP_006412983.1, Eutrema_salsugineum-XM_006412920.2
Eutrema_salsugineum-XP_006412128.1, Eutrema_salsugineum-XM_006412065.2
Eutrema_salsugineum-XP_006405591.1, Eutrema_salsugineum-XM_006405528.2
Eutrema_salsugineum-XP_006405592.1, Eutrema_salsugineum-XM_006405529.2
Eutrema_salsugineum-XP_006411928.1, Eutrema_salsugineum-XM_006411865.2
Eutrema_salsugineum-XP_006395224.1, Eutrema_salsugineum-XM_006395162.2
Eutrema_salsugineum-XP_006401516.2, Eutrema_salsugineum-XM_006401453.2
Eutrema_salsugineum-XP_006401900.2, Eutrema_salsugineum-XM_006401837.2
Eutrema_salsugineum-XP_006403339.1, Eutrema_salsugineum-XM_006403276.2
Eutrema_salsugineum-XP_006403340.1, Eutrema_salsugineum-XM_006403277.2
Eutrema_salsugineum-XP_024010938.1, Eutrema_salsugineum-XM_024155170.1
Eutrema_salsugineum-XP_006410609.1, Eutrema_salsugineum-XM_006410546.2
Eutrema_salsugineum-XP_006391966.1, Eutrema_salsugineum-XM_006391904.2
Eutrema_salsugineum-XP_006390235.1, Eutrema_salsugineum-XM_006390173.2
Eutrema_salsugineum-XP_006395965.1, Eutrema_salsugineum-XM_006395903.2
Eutrema_salsugineum-XP_024006940.1, Eutrema_salsugineum-XM_024151172.1
Eutrema_salsugineum-XP_006390353.1, Eutrema_salsugineum-XM_006390291.2
Eutrema_salsugineum-XP_006391045.2, Eutrema_salsugineum-XM_006390983.2
Eutrema_salsugineum-XP_006390469.1, Eutrema_salsugineum-XM_006390407.2
Eutrema_salsugineum-XP_006402140.1, Eutrema_salsugineum-XM_006402077.2
Eutrema_salsugineum-XP_006408385.1, Eutrema_salsugineum-XM_006408322.2
Eutrema_salsugineum-XP_006407018.1, Eutrema_salsugineum-XM_006406955.2
Eutrema_salsugineum-XP_006408549.1, Eutrema_salsugineum-XM_006408486.2
Eutrema_salsugineum-XP_006408504.1, Eutrema_salsugineum-XM_006408441.2
Eutrema_salsugineum-XP_006409231.1, Eutrema_salsugineum-XM_006409168.2
Eutrema_salsugineum-XP_006396117.1, Eutrema_salsugineum-XM_006396054.2
Eutrema_salsugineum-XP_006401980.1, Eutrema_salsugineum-XM_006401917.2
Eutrema_salsugineum-XP_006404853.1, Eutrema_salsugineum-XM_006404790.2
Eutrema_salsugineum-XP_006410256.1, Eutrema_salsugineum-XM_006410193.2
Eutrema_salsugineum-XP_006411194.1, Eutrema_salsugineum-XM_006411131.2
Eutrema_salsugineum-XP_006391885.1, Eutrema_salsugineum-XM_006391823.2
Eutrema_salsugineum-XP_006403721.1, Eutrema_salsugineum-XM_006403658.2
Eutrema_salsugineum-XP_006412433.1, Eutrema_salsugineum-XM_006412370.2
Eutrema_salsugineum-XP_006413441.1, Eutrema_salsugineum-XM_006413378.2
Eutrema_salsugineum-XP_006413323.1, Eutrema_salsugineum-XM_006413260.2
Eutrema_salsugineum-XP_006412581.1, Eutrema_salsugineum-XM_006412518.2
Eutrema_salsugineum-XP_006418279.1, Eutrema_salsugineum-XM_006418216.2
Eutrema_salsugineum-XP_006417064.2, Eutrema_salsugineum-XM_006417001.2
Eutrema_salsugineum-XP_006416310.1, Eutrema_salsugineum-XM_006416247.2
Eutrema_salsugineum-XP_024009104.1, Eutrema_salsugineum-XM_024153336.1
Eutrema_salsugineum-XP_006415554.1, Eutrema_salsugineum-XM_006415491.2
Eutrema_salsugineum-XP_006416762.1, Eutrema_salsugineum-XM_006416699.2
Eutrema_salsugineum-XP_006418030.1, Eutrema_salsugineum-XM_006417967.2
Eutrema_salsugineum-XP_006416833.1, Eutrema_salsugineum-XM_006416770.2
Eutrema_salsugineum-XP_006393637.1, Eutrema_salsugineum-XM_006393575.2
Eutrema_salsugineum-XP_006415033.1, Eutrema_salsugineum-XM_006414970.2
Eutrema_salsugineum-XP_006415057.1, Eutrema_salsugineum-XM_006414994.2
Eutrema_salsugineum-XP_006415274.1, Eutrema_salsugineum-XM_006415211.2
Eutrema_salsugineum-XP_006416181.2, Eutrema_salsugineum-XM_006416118.2
Eutrema_salsugineum-XP_006418130.1, Eutrema_salsugineum-XM_006418067.2
Eutrema_salsugineum-XP_006390283.1, Eutrema_salsugineum-XM_006390221.2
Eutrema_salsugineum-XP_006390747.1, Eutrema_salsugineum-XM_006390685.2
Eutrema_salsugineum-XP_006391237.1, Eutrema_salsugineum-XM_006391175.2
Eutrema_salsugineum-XP_006418770.1, Eutrema_salsugineum-XM_006418707.2
Eutrema_salsugineum-XP_006406031.1, Eutrema_salsugineum-XM_006405968.2
Eutrema_salsugineum-XP_006406758.1, Eutrema_salsugineum-XM_006406695.2
Eutrema_salsugineum-XP_024015253.1, Eutrema_salsugineum-XM_024159485.1
Eutrema_salsugineum-XP_006408276.1, Eutrema_salsugineum-XM_006408213.2
Eutrema_salsugineum-XP_006408186.1, Eutrema_salsugineum-XM_006408123.2
Eutrema_salsugineum-XP_006410760.1, Eutrema_salsugineum-XM_006410697.2
Eutrema_salsugineum-XP_006410652.1, Eutrema_salsugineum-XM_006410589.2
Eutrema_salsugineum-XP_006408700.1, Eutrema_salsugineum-XM_006408637.2
Eutrema_salsugineum-XP_006411183.1, Eutrema_salsugineum-XM_006411120.2
Eutrema_salsugineum-XP_006410489.1, Eutrema_salsugineum-XM_006410426.2
Eutrema_salsugineum-XP_006405056.1, Eutrema_salsugineum-XM_006404993.2
Eutrema_salsugineum-XP_006403001.1, Eutrema_salsugineum-XM_006402938.2
Eutrema_salsugineum-XP_006418858.1, Eutrema_salsugineum-XM_006418795.2
Eutrema_salsugineum-XP_006394819.2, Eutrema_salsugineum-XM_006394757.2
Eutrema_salsugineum-XP_006394820.2, Eutrema_salsugineum-XM_006394758.2
Eutrema_salsugineum-XP_006400451.1, Eutrema_salsugineum-XM_006400388.2
Eutrema_salsugineum-XP_006400106.1, Eutrema_salsugineum-XM_006400043.2
Eutrema_salsugineum-XP_006398691.1, Eutrema_salsugineum-XM_006398628.2
Eutrema_salsugineum-XP_006398603.1, Eutrema_salsugineum-XM_006398540.2
Eutrema_salsugineum-XP_006400306.1, Eutrema_salsugineum-XM_006400243.2
Eutrema_salsugineum-XP_006399586.1, Eutrema_salsugineum-XM_006399523.2
Eutrema_salsugineum-XP_006399292.1, Eutrema_salsugineum-XM_006399229.2
Eutrema_salsugineum-XP_006413827.1, Eutrema_salsugineum-XM_006413764.2
Eutrema_salsugineum-XP_006411893.1, Eutrema_salsugineum-XM_006411830.2
Eutrema_salsugineum-XP_006412331.1, Eutrema_salsugineum-XM_006412268.2
Eutrema_salsugineum-XP_006395237.1, Eutrema_salsugineum-XM_006395175.2
Eutrema_salsugineum-XP_006403267.1, Eutrema_salsugineum-XM_006403204.2
Eutrema_salsugineum-XP_006401630.2, Eutrema_salsugineum-XM_006401567.2
Eutrema_salsugineum-XP_006401665.1, Eutrema_salsugineum-XM_006401602.2
Eutrema_salsugineum-XP_006403196.1, Eutrema_salsugineum-XM_006403133.2
Eutrema_salsugineum-XP_006419163.1, Eutrema_salsugineum-XM_006419100.2
Eutrema_salsugineum-XP_006389840.1, Eutrema_salsugineum-XM_006389778.2
