protein, rna
Gossypium_hirsutum-XP_040933179.1, Gossypium_hirsutum-XM_041077245.1
Gossypium_hirsutum-XP_016678660.1, Gossypium_hirsutum-XM_016823171.2
Gossypium_hirsutum-XP_016699689.2, Gossypium_hirsutum-XM_016844200.2
Gossypium_hirsutum-XP_040935184.1, Gossypium_hirsutum-XM_041079250.1
Gossypium_hirsutum-XP_016683466.1, Gossypium_hirsutum-XM_016827977.2
Gossypium_hirsutum-XP_016753804.2, Gossypium_hirsutum-XM_016898315.2
Gossypium_hirsutum-XP_016746361.2, Gossypium_hirsutum-XM_016890872.2
Gossypium_hirsutum-XP_016748054.2, Gossypium_hirsutum-XM_016892565.2
Gossypium_hirsutum-XP_016715916.1, Gossypium_hirsutum-XM_016860427.2
Gossypium_hirsutum-XP_016716286.1, Gossypium_hirsutum-XM_016860797.2
Gossypium_hirsutum-XP_016667498.2, Gossypium_hirsutum-XM_016812009.2
Gossypium_hirsutum-XP_016692663.2, Gossypium_hirsutum-XM_016837174.2
Gossypium_hirsutum-XP_016701502.1, Gossypium_hirsutum-XM_016846013.2
Gossypium_hirsutum-XP_016742838.2, Gossypium_hirsutum-XM_016887349.2
Gossypium_hirsutum-XP_016708066.2, Gossypium_hirsutum-XM_016852577.2
Gossypium_hirsutum-XP_040970279.1, Gossypium_hirsutum-XM_041114345.1
Gossypium_hirsutum-XP_016668437.1, Gossypium_hirsutum-XM_016812948.2
Gossypium_hirsutum-XP_016668438.1, Gossypium_hirsutum-XM_016812949.2
Gossypium_hirsutum-XP_016678695.1, Gossypium_hirsutum-XM_016823206.2
Gossypium_hirsutum-XP_016717924.1, Gossypium_hirsutum-XM_016862435.2
Gossypium_hirsutum-XP_016722075.1, Gossypium_hirsutum-XM_016866586.2
Gossypium_hirsutum-XP_016676980.1, Gossypium_hirsutum-XM_016821491.2
Gossypium_hirsutum-XP_016716702.1, Gossypium_hirsutum-XM_016861213.2
Gossypium_hirsutum-XP_016695851.1, Gossypium_hirsutum-XM_016840362.2
Gossypium_hirsutum-XP_016708807.1, Gossypium_hirsutum-XM_016853318.2
Gossypium_hirsutum-XP_016708976.2, Gossypium_hirsutum-XM_016853487.2
Gossypium_hirsutum-XP_016735593.2, Gossypium_hirsutum-XM_016880104.2
Gossypium_hirsutum-XP_016739940.2, Gossypium_hirsutum-XM_016884451.2
Gossypium_hirsutum-XP_016744402.1, Gossypium_hirsutum-XM_016888913.2
Gossypium_hirsutum-XP_040946063.1, Gossypium_hirsutum-XM_041090129.1
Gossypium_hirsutum-XP_016671595.1, Gossypium_hirsutum-XM_016816106.2
Gossypium_hirsutum-XP_040956622.1, Gossypium_hirsutum-XM_041100688.1
Gossypium_hirsutum-XP_016710879.2, Gossypium_hirsutum-XM_016855390.2
Gossypium_hirsutum-XP_016710886.2, Gossypium_hirsutum-XM_016855397.2
Gossypium_hirsutum-XP_016740942.2, Gossypium_hirsutum-XM_016885453.2
Gossypium_hirsutum-XP_040945645.1, Gossypium_hirsutum-XM_041089711.1
Gossypium_hirsutum-XP_016703781.1, Gossypium_hirsutum-XM_016848292.2
Gossypium_hirsutum-XP_016718087.1, Gossypium_hirsutum-XM_016862598.2
Gossypium_hirsutum-XP_016720642.2, Gossypium_hirsutum-XM_016865153.2
Gossypium_hirsutum-XP_016666516.1, Gossypium_hirsutum-XM_016811027.2
Gossypium_hirsutum-XP_016691839.1, Gossypium_hirsutum-XM_016836350.2
Gossypium_hirsutum-XP_040932636.1, Gossypium_hirsutum-XM_041076702.1
Gossypium_hirsutum-XP_040956752.1, Gossypium_hirsutum-XM_041100818.1
Gossypium_hirsutum-XP_040956753.1, Gossypium_hirsutum-XM_041100819.1
Gossypium_hirsutum-XP_016746272.2, Gossypium_hirsutum-XM_016890783.2
Gossypium_hirsutum-XP_016746943.2, Gossypium_hirsutum-XM_016891454.2
Gossypium_hirsutum-XP_040960171.1, Gossypium_hirsutum-XM_041104237.1
Gossypium_hirsutum-NP_001313895.1, Gossypium_hirsutum-NM_001326966.1
Gossypium_hirsutum-XP_016749469.1, Gossypium_hirsutum-XM_016893980.2
Gossypium_hirsutum-XP_040948390.1, Gossypium_hirsutum-XM_041092456.1
Gossypium_hirsutum-XP_040966670.1, Gossypium_hirsutum-XM_041110736.1
Gossypium_hirsutum-XP_016666208.1, Gossypium_hirsutum-XM_016810719.2
Gossypium_hirsutum-XP_016692720.1, Gossypium_hirsutum-XM_016837231.2
Gossypium_hirsutum-XP_016704015.1, Gossypium_hirsutum-XM_016848526.2
Gossypium_hirsutum-XP_016675729.1, Gossypium_hirsutum-XM_016820240.2
Gossypium_hirsutum-XP_016703544.2, Gossypium_hirsutum-XM_016848055.2
Gossypium_hirsutum-XP_016675725.1, Gossypium_hirsutum-XM_016820236.2
Gossypium_hirsutum-XP_016703304.1, Gossypium_hirsutum-XM_016847815.2
Gossypium_hirsutum-XP_016680066.2, Gossypium_hirsutum-XM_016824577.2
Gossypium_hirsutum-XP_040946739.1, Gossypium_hirsutum-XM_041090805.1
Gossypium_hirsutum-XP_016682100.1, Gossypium_hirsutum-XM_016826611.2
Gossypium_hirsutum-XP_040930232.1, Gossypium_hirsutum-XM_041074298.1
Gossypium_hirsutum-XP_016680774.1, Gossypium_hirsutum-XM_016825285.2
Gossypium_hirsutum-XP_016738691.1, Gossypium_hirsutum-XM_016883202.2
Gossypium_hirsutum-XP_040946680.1, Gossypium_hirsutum-XM_041090746.1
Gossypium_hirsutum-XP_016667420.1, Gossypium_hirsutum-XM_016811931.2
Gossypium_hirsutum-XP_016728148.2, Gossypium_hirsutum-XM_016872659.2
Gossypium_hirsutum-XP_016684748.1, Gossypium_hirsutum-XM_016829259.2
Gossypium_hirsutum-XP_040969409.1, Gossypium_hirsutum-XM_041113475.1
Gossypium_hirsutum-XP_016693276.1, Gossypium_hirsutum-XM_016837787.2
Gossypium_hirsutum-XP_016753715.1, Gossypium_hirsutum-XM_016898226.2
Gossypium_hirsutum-XP_016676445.2, Gossypium_hirsutum-XM_016820956.2
Gossypium_hirsutum-XP_016700291.2, Gossypium_hirsutum-XM_016844802.2
Gossypium_hirsutum-XP_016694899.2, Gossypium_hirsutum-XM_016839410.2
Gossypium_hirsutum-XP_040947015.1, Gossypium_hirsutum-XM_041091081.1
Gossypium_hirsutum-XP_040960849.1, Gossypium_hirsutum-XM_041104915.1
Gossypium_hirsutum-XP_016714371.2, Gossypium_hirsutum-XM_016858882.2
Gossypium_hirsutum-XP_040944041.1, Gossypium_hirsutum-XM_041088107.1
Gossypium_hirsutum-XP_016680449.2, Gossypium_hirsutum-XM_016824960.2
Gossypium_hirsutum-XP_016678460.1, Gossypium_hirsutum-XM_016822971.2
Gossypium_hirsutum-XP_016698846.2, Gossypium_hirsutum-XM_016843357.2
Gossypium_hirsutum-XP_016683700.1, Gossypium_hirsutum-XM_016828211.2
Gossypium_hirsutum-XP_016753370.1, Gossypium_hirsutum-XM_016897881.2
Gossypium_hirsutum-XP_016753371.1, Gossypium_hirsutum-XM_016897882.2
Gossypium_hirsutum-XP_016696407.2, Gossypium_hirsutum-XM_016840918.2
Gossypium_hirsutum-XP_016709690.1, Gossypium_hirsutum-XM_016854201.2
Gossypium_hirsutum-XP_016709691.1, Gossypium_hirsutum-XM_016854202.2
Gossypium_hirsutum-XP_016740888.1, Gossypium_hirsutum-XM_016885399.2
Gossypium_hirsutum-XP_016742382.1, Gossypium_hirsutum-XM_016886893.2
Gossypium_hirsutum-XP_040950857.1, Gossypium_hirsutum-XM_041094923.1
Gossypium_hirsutum-XP_040970728.1, Gossypium_hirsutum-XM_041114794.1
Gossypium_hirsutum-XP_016676491.1, Gossypium_hirsutum-XM_016821002.2
Gossypium_hirsutum-XP_016735416.2, Gossypium_hirsutum-XM_016879927.2
Gossypium_hirsutum-XP_040937353.1, Gossypium_hirsutum-XM_041081419.1
Gossypium_hirsutum-XP_040939918.1, Gossypium_hirsutum-XM_041083984.1
Gossypium_hirsutum-XP_040962379.1, Gossypium_hirsutum-XM_041106445.1
Gossypium_hirsutum-XP_016686560.1, Gossypium_hirsutum-XM_016831071.2
Gossypium_hirsutum-XP_016708879.1, Gossypium_hirsutum-XM_016853390.2
Gossypium_hirsutum-XP_016713065.1, Gossypium_hirsutum-XM_016857576.2
Gossypium_hirsutum-XP_040953232.1, Gossypium_hirsutum-XM_041097298.1
Gossypium_hirsutum-XP_016693763.1, Gossypium_hirsutum-XM_016838274.2
Gossypium_hirsutum-XP_016742081.1, Gossypium_hirsutum-XM_016886592.2
Gossypium_hirsutum-XP_016710977.1, Gossypium_hirsutum-XM_016855488.2
Gossypium_hirsutum-XP_016723406.1, Gossypium_hirsutum-XM_016867917.2
Gossypium_hirsutum-XP_016746022.2, Gossypium_hirsutum-XM_016890533.2
Gossypium_hirsutum-XP_040931984.1, Gossypium_hirsutum-XM_041076050.1
Gossypium_hirsutum-XP_040931985.1, Gossypium_hirsutum-XM_041076051.1
Gossypium_hirsutum-XP_016678701.1, Gossypium_hirsutum-XM_016823212.2
Gossypium_hirsutum-XP_016740074.1, Gossypium_hirsutum-XM_016884585.2
Gossypium_hirsutum-XP_016667726.2, Gossypium_hirsutum-XM_016812237.2
Gossypium_hirsutum-XP_016690994.1, Gossypium_hirsutum-XM_016835505.2
Gossypium_hirsutum-XP_016746137.1, Gossypium_hirsutum-XM_016890648.2
Gossypium_hirsutum-XP_016746215.1, Gossypium_hirsutum-XM_016890726.2
Gossypium_hirsutum-XP_016666541.2, Gossypium_hirsutum-XM_016811052.2
Gossypium_hirsutum-XP_016691606.1, Gossypium_hirsutum-XM_016836117.2
Gossypium_hirsutum-XP_016715762.2, Gossypium_hirsutum-XM_016860273.2
Gossypium_hirsutum-XP_040964118.1, Gossypium_hirsutum-XM_041108184.1
Gossypium_hirsutum-XP_040933042.1, Gossypium_hirsutum-XM_041077108.1
Gossypium_hirsutum-XP_040957187.1, Gossypium_hirsutum-XM_041101253.1
Gossypium_hirsutum-XP_016695737.1, Gossypium_hirsutum-XM_016840248.2
Gossypium_hirsutum-XP_016728607.2, Gossypium_hirsutum-XM_016873118.2
Gossypium_hirsutum-XP_016731320.1, Gossypium_hirsutum-XM_016875831.2
Gossypium_hirsutum-XP_040936479.1, Gossypium_hirsutum-XM_041080545.1
Gossypium_hirsutum-XP_016696277.1, Gossypium_hirsutum-XM_016840788.2
Gossypium_hirsutum-XP_040937162.1, Gossypium_hirsutum-XM_041081228.1
Gossypium_hirsutum-XP_040937163.1, Gossypium_hirsutum-XM_041081229.1
Gossypium_hirsutum-XP_016666583.2, Gossypium_hirsutum-XM_016811094.2
Gossypium_hirsutum-XP_040945094.1, Gossypium_hirsutum-XM_041089160.1
Gossypium_hirsutum-XP_040957851.1, Gossypium_hirsutum-XM_041101917.1
Gossypium_hirsutum-XP_016672886.1, Gossypium_hirsutum-XM_016817397.2
Gossypium_hirsutum-XP_016672925.1, Gossypium_hirsutum-XM_016817436.2
Gossypium_hirsutum-XP_016684855.1, Gossypium_hirsutum-XM_016829366.2
Gossypium_hirsutum-XP_040952000.1, Gossypium_hirsutum-XM_041096066.1
Gossypium_hirsutum-XP_040972052.1, Gossypium_hirsutum-XM_041116118.1
Gossypium_hirsutum-XP_016714107.1, Gossypium_hirsutum-XM_016858618.2
Gossypium_hirsutum-XP_040947579.1, Gossypium_hirsutum-XM_041091645.1
Gossypium_hirsutum-XP_040970468.1, Gossypium_hirsutum-XM_041114534.1
Gossypium_hirsutum-XP_016754171.2, Gossypium_hirsutum-XM_016898682.2
Gossypium_hirsutum-XP_016696205.2, Gossypium_hirsutum-XM_016840716.2
Gossypium_hirsutum-XP_016708656.2, Gossypium_hirsutum-XM_016853167.2
Gossypium_hirsutum-XP_016722080.1, Gossypium_hirsutum-XM_016866591.2
Gossypium_hirsutum-XP_016744241.1, Gossypium_hirsutum-XM_016888752.2
Gossypium_hirsutum-XP_016670720.1, Gossypium_hirsutum-XM_016815231.2
Gossypium_hirsutum-XP_016677117.2, Gossypium_hirsutum-XM_016821628.2
Gossypium_hirsutum-XP_016682303.2, Gossypium_hirsutum-XM_016826814.2
Gossypium_hirsutum-XP_040971725.1, Gossypium_hirsutum-XM_041115791.1
Gossypium_hirsutum-XP_016689761.2, Gossypium_hirsutum-XM_016834272.2
Gossypium_hirsutum-XP_016689763.2, Gossypium_hirsutum-XM_016834274.2
Gossypium_hirsutum-XP_016753199.1, Gossypium_hirsutum-XM_016897710.2
Gossypium_hirsutum-XP_016719041.1, Gossypium_hirsutum-XM_016863552.2
Gossypium_hirsutum-XP_016754008.1, Gossypium_hirsutum-XM_016898519.2
Gossypium_hirsutum-XP_016685025.2, Gossypium_hirsutum-XM_016829536.2
Gossypium_hirsutum-XP_016701433.2, Gossypium_hirsutum-XM_016845944.2
Gossypium_hirsutum-XP_016706232.1, Gossypium_hirsutum-XM_016850743.2
Gossypium_hirsutum-XP_016720361.1, Gossypium_hirsutum-XM_016864872.2
Gossypium_hirsutum-XP_016677927.2, Gossypium_hirsutum-XM_016822438.2
Gossypium_hirsutum-XP_016683071.1, Gossypium_hirsutum-XM_016827582.2
Gossypium_hirsutum-XP_016679772.1, Gossypium_hirsutum-XM_016824283.2
Gossypium_hirsutum-XP_016679773.1, Gossypium_hirsutum-XM_016824284.2
Gossypium_hirsutum-XP_016734513.1, Gossypium_hirsutum-XM_016879024.2
Gossypium_hirsutum-XP_016690718.2, Gossypium_hirsutum-XM_016835229.2
Gossypium_hirsutum-XP_040945296.1, Gossypium_hirsutum-XM_041089362.1
Gossypium_hirsutum-XP_040945297.1, Gossypium_hirsutum-XM_041089363.1
Gossypium_hirsutum-XP_016667110.1, Gossypium_hirsutum-XM_016811621.2
Gossypium_hirsutum-XP_016667111.1, Gossypium_hirsutum-XM_016811622.2
Gossypium_hirsutum-XP_016674236.1, Gossypium_hirsutum-XM_016818747.2
Gossypium_hirsutum-XP_016703579.1, Gossypium_hirsutum-XM_016848090.2
Gossypium_hirsutum-XP_016724406.1, Gossypium_hirsutum-XM_016868917.2
Gossypium_hirsutum-XP_040941966.1, Gossypium_hirsutum-XM_041086032.1
Gossypium_hirsutum-XP_040953921.1, Gossypium_hirsutum-XM_041097987.1
Gossypium_hirsutum-XP_016697694.1, Gossypium_hirsutum-XM_016842205.2
Gossypium_hirsutum-XP_016715227.2, Gossypium_hirsutum-XM_016859738.2
Gossypium_hirsutum-XP_016715492.1, Gossypium_hirsutum-XM_016860003.2
Gossypium_hirsutum-XP_016740685.1, Gossypium_hirsutum-XM_016885196.2
Gossypium_hirsutum-XP_016735630.2, Gossypium_hirsutum-XM_016880141.2
Gossypium_hirsutum-XP_040960534.1, Gossypium_hirsutum-XM_041104600.1
Gossypium_hirsutum-XP_016714207.1, Gossypium_hirsutum-XM_016858718.2
Gossypium_hirsutum-XP_016732331.1, Gossypium_hirsutum-XM_016876842.2
Gossypium_hirsutum-XP_016726656.1, Gossypium_hirsutum-XM_016871167.2
Gossypium_hirsutum-XP_016729631.1, Gossypium_hirsutum-XM_016874142.2
Gossypium_hirsutum-XP_016677524.1, Gossypium_hirsutum-XM_016822035.2
Gossypium_hirsutum-XP_016699021.1, Gossypium_hirsutum-XM_016843532.2
Gossypium_hirsutum-XP_016692105.1, Gossypium_hirsutum-XM_016836616.2
Gossypium_hirsutum-XP_016714918.1, Gossypium_hirsutum-XM_016859429.2
Gossypium_hirsutum-XP_016687308.1, Gossypium_hirsutum-XM_016831819.2
Gossypium_hirsutum-XP_040968120.1, Gossypium_hirsutum-XM_041112186.1
Gossypium_hirsutum-XP_040968121.1, Gossypium_hirsutum-XM_041112187.1
Gossypium_hirsutum-XP_040968122.1, Gossypium_hirsutum-XM_041112188.1
Gossypium_hirsutum-XP_016724875.2, Gossypium_hirsutum-XM_016869386.2
