protein, rna
Cicer_arietinum-XP_004495913.1, Cicer_arietinum-XM_004495856.3
Cicer_arietinum-XP_004497452.1, Cicer_arietinum-XM_004497395.3
Cicer_arietinum-XP_004507874.1, Cicer_arietinum-XM_004507817.3
Cicer_arietinum-XP_004490016.1, Cicer_arietinum-XM_004489959.3
Cicer_arietinum-XP_004505410.1, Cicer_arietinum-XM_004505353.3
Cicer_arietinum-XP_004496869.1, Cicer_arietinum-XM_004496812.3
Cicer_arietinum-XP_004505004.1, Cicer_arietinum-XM_004504947.3
Cicer_arietinum-XP_004494409.1, Cicer_arietinum-XM_004494352.3
Cicer_arietinum-XP_004515806.1, Cicer_arietinum-XM_004515749.3
Cicer_arietinum-XP_004504768.1, Cicer_arietinum-XM_004504711.3
Cicer_arietinum-XP_004506738.1, Cicer_arietinum-XM_004506681.3
Cicer_arietinum-XP_004514542.1, Cicer_arietinum-XM_004514485.3
Cicer_arietinum-XP_004505675.1, Cicer_arietinum-XM_004505618.3
Cicer_arietinum-XP_004511134.1, Cicer_arietinum-XM_004511077.3
Cicer_arietinum-XP_004489960.1, Cicer_arietinum-XM_004489903.3
Cicer_arietinum-XP_004506395.2, Cicer_arietinum-XM_004506338.3
Cicer_arietinum-XP_004514394.1, Cicer_arietinum-XM_004514337.2
Cicer_arietinum-XP_004504499.1, Cicer_arietinum-XM_004504442.3
Cicer_arietinum-XP_004504664.1, Cicer_arietinum-XM_004504607.3
Cicer_arietinum-XP_004498688.1, Cicer_arietinum-XM_004498631.3
Cicer_arietinum-XP_004493293.1, Cicer_arietinum-XM_004493236.3
Cicer_arietinum-XP_004508270.1, Cicer_arietinum-XM_004508213.3
Cicer_arietinum-XP_012572577.1, Cicer_arietinum-XM_012717123.2
Cicer_arietinum-XP_004502759.1, Cicer_arietinum-XM_004502702.3
Cicer_arietinum-XP_004511360.1, Cicer_arietinum-XM_004511303.3
Cicer_arietinum-XP_004504903.1, Cicer_arietinum-XM_004504846.3
Cicer_arietinum-XP_027190232.1, Cicer_arietinum-XM_027334431.1
Cicer_arietinum-XP_004507075.1, Cicer_arietinum-XM_004507018.3
Cicer_arietinum-XP_004488100.1, Cicer_arietinum-XM_004488043.3
Cicer_arietinum-XP_004491509.1, Cicer_arietinum-XM_004491452.3
Cicer_arietinum-XP_004487142.1, Cicer_arietinum-XM_004487085.3
Cicer_arietinum-XP_012570341.1, Cicer_arietinum-XM_012714887.2
Cicer_arietinum-XP_004503475.2, Cicer_arietinum-XM_004503418.3
Cicer_arietinum-XP_004488376.1, Cicer_arietinum-XM_004488319.3
Cicer_arietinum-XP_004494104.1, Cicer_arietinum-XM_004494047.3
Cicer_arietinum-XP_004507900.1, Cicer_arietinum-XM_004507843.3
Cicer_arietinum-XP_004511323.1, Cicer_arietinum-XM_004511266.3
Cicer_arietinum-XP_004508084.1, Cicer_arietinum-XM_004508027.3
Cicer_arietinum-XP_004502116.1, Cicer_arietinum-XM_004502059.3
Cicer_arietinum-XP_012569159.1, Cicer_arietinum-XM_012713705.2
Cicer_arietinum-XP_004505049.1, Cicer_arietinum-XM_004504992.3
Cicer_arietinum-XP_004501434.1, Cicer_arietinum-XM_004501377.2
Cicer_arietinum-XP_004497693.2, Cicer_arietinum-XM_004497636.3
Cicer_arietinum-XP_004490005.1, Cicer_arietinum-XM_004489948.3
Cicer_arietinum-XP_004508331.1, Cicer_arietinum-XM_004508274.3
Cicer_arietinum-XP_004507604.1, Cicer_arietinum-XM_004507547.3
Cicer_arietinum-XP_004510841.1, Cicer_arietinum-XM_004510784.3
Cicer_arietinum-XP_004502374.1, Cicer_arietinum-XM_004502317.3
Cicer_arietinum-XP_004489958.1, Cicer_arietinum-XM_004489901.3
Cicer_arietinum-XP_004510030.1, Cicer_arietinum-XM_004509973.3
Cicer_arietinum-XP_004513147.1, Cicer_arietinum-XM_004513090.3
Cicer_arietinum-XP_004508573.1, Cicer_arietinum-XM_004508516.3
Cicer_arietinum-XP_004497332.1, Cicer_arietinum-XM_004497275.3
Cicer_arietinum-XP_004515213.1, Cicer_arietinum-XM_004515156.3
Cicer_arietinum-XP_004510614.1, Cicer_arietinum-XM_004510557.3
Cicer_arietinum-XP_004501828.1, Cicer_arietinum-XM_004501771.3
Cicer_arietinum-XP_004493439.1, Cicer_arietinum-XM_004493382.3
Cicer_arietinum-XP_004511463.1, Cicer_arietinum-XM_004511406.3
Cicer_arietinum-XP_004500401.1, Cicer_arietinum-XM_004500344.3
Cicer_arietinum-XP_004512979.1, Cicer_arietinum-XM_004512922.3
Cicer_arietinum-XP_027193371.1, Cicer_arietinum-XM_027337570.1
Cicer_arietinum-XP_004498090.2, Cicer_arietinum-XM_004498033.3
Cicer_arietinum-XP_004494100.1, Cicer_arietinum-XM_004494043.3
Cicer_arietinum-XP_004513980.1, Cicer_arietinum-XM_004513923.3
Cicer_arietinum-XP_027187922.1, Cicer_arietinum-XM_027332121.1
Cicer_arietinum-NP_001266136.1, Cicer_arietinum-NM_001279207.2
Cicer_arietinum-XP_004491391.1, Cicer_arietinum-XM_004491334.3
Cicer_arietinum-XP_004509869.1, Cicer_arietinum-XM_004509812.2
Cicer_arietinum-XP_004499571.1, Cicer_arietinum-XM_004499514.2
Cicer_arietinum-XP_004514093.1, Cicer_arietinum-XM_004514036.3
Cicer_arietinum-XP_004490320.1, Cicer_arietinum-XM_004490263.3
Cicer_arietinum-XP_004491678.1, Cicer_arietinum-XM_004491621.3
Cicer_arietinum-XP_004510937.1, Cicer_arietinum-XM_004510880.3
Cicer_arietinum-XP_012571168.1, Cicer_arietinum-XM_012715714.1
Cicer_arietinum-XP_004504210.1, Cicer_arietinum-XM_004504153.3
Cicer_arietinum-XP_004494631.1, Cicer_arietinum-XM_004494574.3
Cicer_arietinum-XP_004486773.1, Cicer_arietinum-XM_004486716.3
Cicer_arietinum-XP_004508227.1, Cicer_arietinum-XM_004508170.3
Cicer_arietinum-XP_004486801.1, Cicer_arietinum-XM_004486744.3
Cicer_arietinum-XP_004513080.1, Cicer_arietinum-XM_004513023.3
Cicer_arietinum-XP_004488692.1, Cicer_arietinum-XM_004488635.1
Cicer_arietinum-XP_004486156.1, Cicer_arietinum-XM_004486099.3
Cicer_arietinum-XP_004495010.1, Cicer_arietinum-XM_004494953.3
Cicer_arietinum-XP_004516307.1, Cicer_arietinum-XM_004516250.3
Cicer_arietinum-XP_004498593.1, Cicer_arietinum-XM_004498536.3
Cicer_arietinum-XP_004487430.1, Cicer_arietinum-XM_004487373.3
Cicer_arietinum-XP_004505583.1, Cicer_arietinum-XM_004505526.3
Cicer_arietinum-XP_004515985.1, Cicer_arietinum-XM_004515928.3
Cicer_arietinum-XP_004512152.1, Cicer_arietinum-XM_004512095.3
Cicer_arietinum-XP_004506290.1, Cicer_arietinum-XM_004506233.3
Cicer_arietinum-XP_004515859.1, Cicer_arietinum-XM_004515802.3
Cicer_arietinum-XP_004496496.1, Cicer_arietinum-XM_004496439.3
Cicer_arietinum-XP_004496777.1, Cicer_arietinum-XM_004496720.3
Cicer_arietinum-XP_004508745.1, Cicer_arietinum-XM_004508688.3
Cicer_arietinum-XP_004508730.1, Cicer_arietinum-XM_004508673.3
Cicer_arietinum-XP_004516098.1, Cicer_arietinum-XM_004516041.2
Cicer_arietinum-XP_004491592.1, Cicer_arietinum-XM_004491535.3
Cicer_arietinum-XP_004510172.1, Cicer_arietinum-XM_004510115.3
Cicer_arietinum-XP_004511313.1, Cicer_arietinum-XM_004511256.3
Cicer_arietinum-XP_004504846.1, Cicer_arietinum-XM_004504789.3
Cicer_arietinum-XP_004497747.1, Cicer_arietinum-XM_004497690.3
Cicer_arietinum-XP_004512519.1, Cicer_arietinum-XM_004512462.3
Cicer_arietinum-XP_004513928.1, Cicer_arietinum-XM_004513871.3
Cicer_arietinum-XP_027186115.1, Cicer_arietinum-XM_027330314.1
Cicer_arietinum-XP_004512370.1, Cicer_arietinum-XM_004512313.3
Cicer_arietinum-XP_004489377.1, Cicer_arietinum-XM_004489320.3
Cicer_arietinum-XP_004500003.1, Cicer_arietinum-XM_004499946.3
Cicer_arietinum-XP_004499800.1, Cicer_arietinum-XM_004499743.3
Cicer_arietinum-XP_004493282.1, Cicer_arietinum-XM_004493225.3
Cicer_arietinum-XP_012569126.2, Cicer_arietinum-XM_012713672.2
Cicer_arietinum-XP_004514001.1, Cicer_arietinum-XM_004513944.3
Cicer_arietinum-XP_004516678.1, Cicer_arietinum-XM_004516621.3
Cicer_arietinum-XP_027186141.1, Cicer_arietinum-XM_027330340.1
Cicer_arietinum-XP_004511507.1, Cicer_arietinum-XM_004511450.3
Cicer_arietinum-XP_004498829.1, Cicer_arietinum-XM_004498772.3
Cicer_arietinum-XP_004508049.1, Cicer_arietinum-XM_004507992.3
Cicer_arietinum-XP_004490510.1, Cicer_arietinum-XM_004490453.3
Cicer_arietinum-XP_004491432.1, Cicer_arietinum-XM_004491375.3
Cicer_arietinum-XP_004498465.1, Cicer_arietinum-XM_004498408.3
Cicer_arietinum-XP_004507399.1, Cicer_arietinum-XM_004507342.3
Cicer_arietinum-XP_004486474.1, Cicer_arietinum-XM_004486417.3
Cicer_arietinum-XP_004490217.1, Cicer_arietinum-XM_004490160.3
Cicer_arietinum-XP_004495960.1, Cicer_arietinum-XM_004495903.3
Cicer_arietinum-XP_004500251.1, Cicer_arietinum-XM_004500194.3
Cicer_arietinum-XP_004494675.1, Cicer_arietinum-XM_004494618.3
Cicer_arietinum-NP_001266028.1, Cicer_arietinum-NM_001279099.1
Cicer_arietinum-XP_004499271.2, Cicer_arietinum-XM_004499214.3
Cicer_arietinum-XP_004505146.1, Cicer_arietinum-XM_004505089.3
Cicer_arietinum-XP_004513790.1, Cicer_arietinum-XM_004513733.3
Cicer_arietinum-XP_004502470.1, Cicer_arietinum-XM_004502413.3
Cicer_arietinum-XP_027190932.1, Cicer_arietinum-XM_027335131.1
Cicer_arietinum-XP_004492984.2, Cicer_arietinum-XM_004492927.3
Cicer_arietinum-XP_004508537.1, Cicer_arietinum-XM_004508480.3
Cicer_arietinum-XP_004493149.1, Cicer_arietinum-XM_004493092.3
Cicer_arietinum-XP_004487301.1, Cicer_arietinum-XM_004487244.3
Cicer_arietinum-XP_004487302.1, Cicer_arietinum-XM_004487245.3
Cicer_arietinum-XP_027191627.1, Cicer_arietinum-XM_027335826.1
Cicer_arietinum-XP_004497818.1, Cicer_arietinum-XM_004497761.3
Cicer_arietinum-XP_004486787.1, Cicer_arietinum-XM_004486730.3
Cicer_arietinum-XP_004502899.1, Cicer_arietinum-XM_004502842.3
Cicer_arietinum-XP_004510138.1, Cicer_arietinum-XM_004510081.3
Cicer_arietinum-XP_004506777.1, Cicer_arietinum-XM_004506720.2
Cicer_arietinum-XP_004511891.1, Cicer_arietinum-XM_004511834.3
Cicer_arietinum-XP_004486123.1, Cicer_arietinum-XM_004486066.3
Cicer_arietinum-XP_004486059.2, Cicer_arietinum-XM_004486002.3
Cicer_arietinum-XP_004491829.1, Cicer_arietinum-XM_004491772.3
Cicer_arietinum-XP_004494120.1, Cicer_arietinum-XM_004494063.3
Cicer_arietinum-XP_004507713.1, Cicer_arietinum-XM_004507656.3
Cicer_arietinum-XP_004508929.1, Cicer_arietinum-XM_004508872.3
Cicer_arietinum-XP_004505783.1, Cicer_arietinum-XM_004505726.3
Cicer_arietinum-XP_004505335.1, Cicer_arietinum-XM_004505278.3
Cicer_arietinum-XP_004513100.1, Cicer_arietinum-XM_004513043.3
Cicer_arietinum-XP_004501475.1, Cicer_arietinum-XM_004501418.3
Cicer_arietinum-XP_004500191.1, Cicer_arietinum-XM_004500134.3
Cicer_arietinum-XP_004496643.1, Cicer_arietinum-XM_004496586.3
Cicer_arietinum-XP_004496644.1, Cicer_arietinum-XM_004496587.3
Cicer_arietinum-XP_004486983.1, Cicer_arietinum-XM_004486926.3
Cicer_arietinum-XP_012572845.2, Cicer_arietinum-XM_012717391.2
Cicer_arietinum-XP_004515743.1, Cicer_arietinum-XM_004515686.3
Cicer_arietinum-XP_004507486.1, Cicer_arietinum-XM_004507429.3
Cicer_arietinum-XP_004491589.1, Cicer_arietinum-XM_004491532.3
Cicer_arietinum-XP_004516657.1, Cicer_arietinum-XM_004516600.3
Cicer_arietinum-XP_004491430.1, Cicer_arietinum-XM_004491373.3
Cicer_arietinum-XP_004488147.1, Cicer_arietinum-XM_004488090.3
Cicer_arietinum-XP_004514942.1, Cicer_arietinum-XM_004514885.3
Cicer_arietinum-XP_012573419.1, Cicer_arietinum-XM_012717965.1
Cicer_arietinum-XP_004506594.1, Cicer_arietinum-XM_004506537.3
Cicer_arietinum-XP_004495202.1, Cicer_arietinum-XM_004495145.2
Cicer_arietinum-XP_004489633.1, Cicer_arietinum-XM_004489576.3
Cicer_arietinum-XP_004493085.1, Cicer_arietinum-XM_004493028.3
Cicer_arietinum-XP_004503599.1, Cicer_arietinum-XM_004503542.3
Cicer_arietinum-XP_004489195.1, Cicer_arietinum-XM_004489138.3
Cicer_arietinum-XP_004501189.1, Cicer_arietinum-XM_004501132.3
Cicer_arietinum-XP_004494286.1, Cicer_arietinum-XM_004494229.3
Cicer_arietinum-XP_004489245.1, Cicer_arietinum-XM_004489188.3
Cicer_arietinum-XP_004505671.1, Cicer_arietinum-XM_004505614.3
Cicer_arietinum-XP_004509280.1, Cicer_arietinum-XM_004509223.3
Cicer_arietinum-XP_004499828.1, Cicer_arietinum-XM_004499771.3
Cicer_arietinum-XP_004496720.1, Cicer_arietinum-XM_004496663.3
Cicer_arietinum-XP_027192787.1, Cicer_arietinum-XM_027336986.1
Cicer_arietinum-XP_004502544.1, Cicer_arietinum-XM_004502487.3
Cicer_arietinum-XP_004507767.1, Cicer_arietinum-XM_004507710.3
Cicer_arietinum-XP_004502219.1, Cicer_arietinum-XM_004502162.3
Cicer_arietinum-XP_004500913.1, Cicer_arietinum-XM_004500856.3
Cicer_arietinum-XP_027187973.1, Cicer_arietinum-XM_027332172.1
Cicer_arietinum-XP_004496511.1, Cicer_arietinum-XM_004496454.3
Cicer_arietinum-XP_004488160.1, Cicer_arietinum-XM_004488103.2
Cicer_arietinum-XP_004506526.1, Cicer_arietinum-XM_004506469.3
Cicer_arietinum-XP_004500331.1, Cicer_arietinum-XM_004500274.3
Cicer_arietinum-XP_004496358.1, Cicer_arietinum-XM_004496301.3
Cicer_arietinum-XP_004490593.1, Cicer_arietinum-XM_004490536.3
Cicer_arietinum-XP_004496880.1, Cicer_arietinum-XM_004496823.3
Cicer_arietinum-XP_004500267.1, Cicer_arietinum-XM_004500210.3
Cicer_arietinum-XP_027188259.1, Cicer_arietinum-XM_027332458.1
Cicer_arietinum-XP_004495837.1, Cicer_arietinum-XM_004495780.3
Cicer_arietinum-XP_004494613.1, Cicer_arietinum-XM_004494556.3
Cicer_arietinum-XP_004508669.1, Cicer_arietinum-XM_004508612.3
Cicer_arietinum-XP_004507404.1, Cicer_arietinum-XM_004507347.2
Cicer_arietinum-XP_004490115.1, Cicer_arietinum-XM_004490058.3
Cicer_arietinum-XP_004500838.1, Cicer_arietinum-XM_004500781.3
Cicer_arietinum-XP_004490806.1, Cicer_arietinum-XM_004490749.3
Cicer_arietinum-XP_004493043.1, Cicer_arietinum-XM_004492986.3
Cicer_arietinum-XP_004494573.1, Cicer_arietinum-XM_004494516.3
Cicer_arietinum-XP_004510176.1, Cicer_arietinum-XM_004510119.3
Cicer_arietinum-XP_004500741.1, Cicer_arietinum-XM_004500684.3
Cicer_arietinum-XP_004502949.1, Cicer_arietinum-XM_004502892.3
Cicer_arietinum-XP_004491080.1, Cicer_arietinum-XM_004491023.3
Cicer_arietinum-XP_004485985.1, Cicer_arietinum-XM_004485928.3
Cicer_arietinum-XP_004491633.1, Cicer_arietinum-XM_004491576.3
Cicer_arietinum-XP_004513890.1, Cicer_arietinum-XM_004513833.2
Cicer_arietinum-XP_004491336.1, Cicer_arietinum-XM_004491279.3
Cicer_arietinum-XP_004507334.1, Cicer_arietinum-XM_004507277.3
Cicer_arietinum-XP_004490142.1, Cicer_arietinum-XM_004490085.3
Cicer_arietinum-XP_004489285.1, Cicer_arietinum-XM_004489228.3
Cicer_arietinum-XP_027187622.1, Cicer_arietinum-XM_027331821.1
Cicer_arietinum-XP_004500667.1, Cicer_arietinum-XM_004500610.3
Cicer_arietinum-XP_004494416.1, Cicer_arietinum-XM_004494359.3
Cicer_arietinum-XP_004502629.1, Cicer_arietinum-XM_004502572.3
Cicer_arietinum-XP_004494452.3, Cicer_arietinum-XM_004494395.3
Cicer_arietinum-XP_004513184.1, Cicer_arietinum-XM_004513127.3
Cicer_arietinum-XP_004513358.1, Cicer_arietinum-XM_004513301.3
Cicer_arietinum-XP_004491960.1, Cicer_arietinum-XM_004491903.3
Cicer_arietinum-XP_004505352.1, Cicer_arietinum-XM_004505295.3
Cicer_arietinum-XP_004507220.1, Cicer_arietinum-XM_004507163.3
Cicer_arietinum-XP_004500690.2, Cicer_arietinum-XM_004500633.3
Cicer_arietinum-XP_004490558.1, Cicer_arietinum-XM_004490501.3
Cicer_arietinum-XP_004510947.1, Cicer_arietinum-XM_004510890.3
Cicer_arietinum-XP_004517050.1, Cicer_arietinum-XM_004516993.3
Cicer_arietinum-XP_004496624.1, Cicer_arietinum-XM_004496567.3
Cicer_arietinum-XP_004513172.1, Cicer_arietinum-XM_004513115.3
Cicer_arietinum-XP_004513173.1, Cicer_arietinum-XM_004513116.3
Cicer_arietinum-XP_004509010.1, Cicer_arietinum-XM_004508953.3
Cicer_arietinum-XP_004488332.1, Cicer_arietinum-XM_004488275.3
Cicer_arietinum-XP_004496774.1, Cicer_arietinum-XM_004496717.3
Cicer_arietinum-XP_004486501.1, Cicer_arietinum-XM_004486444.3
Cicer_arietinum-XP_004488088.1, Cicer_arietinum-XM_004488031.3
Cicer_arietinum-XP_004488089.1, Cicer_arietinum-XM_004488032.3
Cicer_arietinum-XP_004516809.1, Cicer_arietinum-XM_004516752.3
Cicer_arietinum-XP_004501037.1, Cicer_arietinum-XM_004500980.3
Cicer_arietinum-XP_004490214.1, Cicer_arietinum-XM_004490157.3
Cicer_arietinum-XP_004508583.1, Cicer_arietinum-XM_004508526.3
Cicer_arietinum-XP_004501825.1, Cicer_arietinum-XM_004501768.3
Cicer_arietinum-XP_004497677.1, Cicer_arietinum-XM_004497620.3
Cicer_arietinum-XP_004489063.1, Cicer_arietinum-XM_004489006.3
Cicer_arietinum-XP_004511047.1, Cicer_arietinum-XM_004510990.3
Cicer_arietinum-XP_004487618.1, Cicer_arietinum-XM_004487561.3
Cicer_arietinum-XP_004513474.1, Cicer_arietinum-XM_004513417.3
Cicer_arietinum-XP_004506344.1, Cicer_arietinum-XM_004506287.3
Cicer_arietinum-XP_004511988.1, Cicer_arietinum-XM_004511931.3
Cicer_arietinum-XP_004495108.1, Cicer_arietinum-XM_004495051.2
Cicer_arietinum-XP_004490899.1, Cicer_arietinum-XM_004490842.2
Cicer_arietinum-XP_004488687.1, Cicer_arietinum-XM_004488630.3
Cicer_arietinum-XP_004501172.1, Cicer_arietinum-XM_004501115.3
Cicer_arietinum-XP_004510532.1, Cicer_arietinum-XM_004510475.2
Cicer_arietinum-XP_004500471.3, Cicer_arietinum-XM_004500414.3
Cicer_arietinum-XP_004513377.1, Cicer_arietinum-XM_004513320.2
Cicer_arietinum-XP_004493380.1, Cicer_arietinum-XM_004493323.3
Cicer_arietinum-XP_004516567.1, Cicer_arietinum-XM_004516510.3
Cicer_arietinum-XP_004498385.1, Cicer_arietinum-XM_004498328.3
Cicer_arietinum-XP_004485949.1, Cicer_arietinum-XM_004485892.3
Cicer_arietinum-XP_004489031.1, Cicer_arietinum-XM_004488974.3
Cicer_arietinum-XP_004496740.1, Cicer_arietinum-XM_004496683.3
Cicer_arietinum-XP_004503218.1, Cicer_arietinum-XM_004503161.3
Cicer_arietinum-XP_004501571.1, Cicer_arietinum-XM_004501514.3
Cicer_arietinum-XP_004515278.1, Cicer_arietinum-XM_004515221.3
Cicer_arietinum-XP_004506428.1, Cicer_arietinum-XM_004506371.3
Cicer_arietinum-XP_004512453.1, Cicer_arietinum-XM_004512396.3
Cicer_arietinum-XP_004506399.1, Cicer_arietinum-XM_004506342.3
Cicer_arietinum-XP_004497872.1, Cicer_arietinum-XM_004497815.2
Cicer_arietinum-XP_004499244.1, Cicer_arietinum-XM_004499187.3
Cicer_arietinum-XP_004496417.1, Cicer_arietinum-XM_004496360.3
Cicer_arietinum-XP_004504485.1, Cicer_arietinum-XM_004504428.3
Cicer_arietinum-XP_004515248.1, Cicer_arietinum-XM_004515191.3
Cicer_arietinum-XP_004495358.1, Cicer_arietinum-XM_004495301.3
Cicer_arietinum-XP_004486529.1, Cicer_arietinum-XM_004486472.3
Cicer_arietinum-XP_027187248.1, Cicer_arietinum-XM_027331447.1
Cicer_arietinum-XP_027187249.1, Cicer_arietinum-XM_027331448.1
Cicer_arietinum-XP_004489650.1, Cicer_arietinum-XM_004489593.3
Cicer_arietinum-XP_027188863.1, Cicer_arietinum-XM_027333062.1
Cicer_arietinum-XP_027188864.1, Cicer_arietinum-XM_027333063.1
Cicer_arietinum-XP_004497382.1, Cicer_arietinum-XM_004497325.3
Cicer_arietinum-XP_004494268.1, Cicer_arietinum-XM_004494211.3
Cicer_arietinum-XP_012573739.1, Cicer_arietinum-XM_012718285.2
Cicer_arietinum-XP_004506215.1, Cicer_arietinum-XM_004506158.3
Cicer_arietinum-XP_004492125.1, Cicer_arietinum-XM_004492068.3
Cicer_arietinum-XP_004492126.1, Cicer_arietinum-XM_004492069.3
Cicer_arietinum-XP_004497992.1, Cicer_arietinum-XM_004497935.3
Cicer_arietinum-XP_004501392.1, Cicer_arietinum-XM_004501335.3
Cicer_arietinum-XP_004502834.1, Cicer_arietinum-XM_004502777.3
Cicer_arietinum-XP_004507159.1, Cicer_arietinum-XM_004507102.3
Cicer_arietinum-XP_012570668.1, Cicer_arietinum-XM_012715214.2
Cicer_arietinum-XP_004508351.1, Cicer_arietinum-XM_004508294.3
Cicer_arietinum-XP_004507290.2, Cicer_arietinum-XM_004507233.3
Cicer_arietinum-XP_004495633.1, Cicer_arietinum-XM_004495576.3
Cicer_arietinum-XP_027189792.1, Cicer_arietinum-XM_027333991.1
Cicer_arietinum-XP_004506798.1, Cicer_arietinum-XM_004506741.3
Cicer_arietinum-XP_004486439.1, Cicer_arietinum-XM_004486382.3
Cicer_arietinum-XP_004497714.1, Cicer_arietinum-XM_004497657.3
Cicer_arietinum-XP_004498599.1, Cicer_arietinum-XM_004498542.3
Cicer_arietinum-XP_004499860.1, Cicer_arietinum-XM_004499803.3
Cicer_arietinum-XP_004485987.1, Cicer_arietinum-XM_004485930.3
Cicer_arietinum-XP_012571422.1, Cicer_arietinum-XM_012715968.2
Cicer_arietinum-XP_004485613.1, Cicer_arietinum-XM_004485556.3
Cicer_arietinum-XP_004504856.1, Cicer_arietinum-XM_004504799.3
Cicer_arietinum-XP_004506371.1, Cicer_arietinum-XM_004506314.3
Cicer_arietinum-XP_004497428.1, Cicer_arietinum-XM_004497371.3
Cicer_arietinum-XP_004510037.1, Cicer_arietinum-XM_004509980.3
Cicer_arietinum-XP_027187879.1, Cicer_arietinum-XM_027332078.1
Cicer_arietinum-XP_004498010.1, Cicer_arietinum-XM_004497953.3
Cicer_arietinum-XP_004503938.1, Cicer_arietinum-XM_004503881.3
Cicer_arietinum-XP_004503939.1, Cicer_arietinum-XM_004503882.3
Cicer_arietinum-XP_004507073.1, Cicer_arietinum-XM_004507016.3
Cicer_arietinum-XP_004505287.1, Cicer_arietinum-XM_004505230.3
Cicer_arietinum-XP_004512774.1, Cicer_arietinum-XM_004512717.3
Cicer_arietinum-XP_004508191.1, Cicer_arietinum-XM_004508134.3
Cicer_arietinum-XP_004486772.1, Cicer_arietinum-XM_004486715.3
Cicer_arietinum-XP_004487947.1, Cicer_arietinum-XM_004487890.3
Cicer_arietinum-XP_004502866.1, Cicer_arietinum-XM_004502809.3
Cicer_arietinum-XP_004487489.1, Cicer_arietinum-XM_004487432.3
Cicer_arietinum-XP_004502003.1, Cicer_arietinum-XM_004501946.3
Cicer_arietinum-XP_004502004.1, Cicer_arietinum-XM_004501947.3
Cicer_arietinum-XP_004508406.1, Cicer_arietinum-XM_004508349.2
Cicer_arietinum-XP_004508672.1, Cicer_arietinum-XM_004508615.3
Cicer_arietinum-XP_004503224.1, Cicer_arietinum-XM_004503167.3
Cicer_arietinum-XP_004495683.1, Cicer_arietinum-XM_004495626.2
Cicer_arietinum-XP_027189604.1, Cicer_arietinum-XM_027333803.1
Cicer_arietinum-XP_004501393.1, Cicer_arietinum-XM_004501336.3
Cicer_arietinum-XP_004495958.1, Cicer_arietinum-XM_004495901.3
Cicer_arietinum-XP_004494433.1, Cicer_arietinum-XM_004494376.3
Cicer_arietinum-XP_004494338.1, Cicer_arietinum-XM_004494281.3
Cicer_arietinum-XP_004487529.1, Cicer_arietinum-XM_004487472.3
Cicer_arietinum-XP_004497425.1, Cicer_arietinum-XM_004497368.3
Cicer_arietinum-XP_004506434.1, Cicer_arietinum-XM_004506377.3
Cicer_arietinum-XP_004497474.1, Cicer_arietinum-XM_004497417.2
Cicer_arietinum-XP_004494808.1, Cicer_arietinum-XM_004494751.3
Cicer_arietinum-XP_004501081.1, Cicer_arietinum-XM_004501024.3
Cicer_arietinum-NP_001351829.1, Cicer_arietinum-NM_001364900.1
