protein, rna
Solanum_lycopersicum-XP_004234129.1, Solanum_lycopersicum-XM_004234081.4
Solanum_lycopersicum-XP_004247384.1, Solanum_lycopersicum-XM_004247336.4
Solanum_lycopersicum-XP_004245638.1, Solanum_lycopersicum-XM_004245590.4
Solanum_lycopersicum-XP_004232522.1, Solanum_lycopersicum-XM_004232474.4
Solanum_lycopersicum-NP_001234270.2, Solanum_lycopersicum-NM_001247341.2
Solanum_lycopersicum-XP_004246342.1, Solanum_lycopersicum-XM_004246294.4
Solanum_lycopersicum-XP_010316268.1, Solanum_lycopersicum-XM_010317966.3
Solanum_lycopersicum-XP_004229340.1, Solanum_lycopersicum-XM_004229292.4
Solanum_lycopersicum-XP_004238763.1, Solanum_lycopersicum-XM_004238715.4
Solanum_lycopersicum-XP_004247453.1, Solanum_lycopersicum-XM_004247405.4
Solanum_lycopersicum-NP_001234311.1, Solanum_lycopersicum-NM_001247382.2
Solanum_lycopersicum-XP_004238724.1, Solanum_lycopersicum-XM_004238676.4
Solanum_lycopersicum-XP_004245808.1, Solanum_lycopersicum-XM_004245760.4
Solanum_lycopersicum-NP_001234469.1, Solanum_lycopersicum-NM_001247540.2
Solanum_lycopersicum-XP_004234729.2, Solanum_lycopersicum-XM_004234681.3
Solanum_lycopersicum-XP_004253324.1, Solanum_lycopersicum-XM_004253276.4
Solanum_lycopersicum-XP_004232949.1, Solanum_lycopersicum-XM_004232901.4
Solanum_lycopersicum-NP_001233834.1, Solanum_lycopersicum-NM_001246905.1
Solanum_lycopersicum-XP_004234013.1, Solanum_lycopersicum-XM_004233965.3
Solanum_lycopersicum-NP_001234653.1, Solanum_lycopersicum-NM_001247724.1
Solanum_lycopersicum-XP_010320004.1, Solanum_lycopersicum-XM_010321702.2
Solanum_lycopersicum-XP_004235943.1, Solanum_lycopersicum-XM_004235895.4
Solanum_lycopersicum-XP_004251698.1, Solanum_lycopersicum-XM_004251650.4
Solanum_lycopersicum-XP_004244051.1, Solanum_lycopersicum-XM_004244003.4
Solanum_lycopersicum-XP_025887964.1, Solanum_lycopersicum-XM_026032179.1
Solanum_lycopersicum-XP_004241264.3, Solanum_lycopersicum-XM_004241216.4
Solanum_lycopersicum-XP_004235896.1, Solanum_lycopersicum-XM_004235848.4
Solanum_lycopersicum-XP_010316600.1, Solanum_lycopersicum-XM_010318298.3
Solanum_lycopersicum-XP_004236093.1, Solanum_lycopersicum-XM_004236045.4
Solanum_lycopersicum-XP_025888615.1, Solanum_lycopersicum-XM_026032830.1
Solanum_lycopersicum-XP_004247022.1, Solanum_lycopersicum-XM_004246974.4
Solanum_lycopersicum-XP_004248780.1, Solanum_lycopersicum-XM_004248732.4
Solanum_lycopersicum-XP_010314730.1, Solanum_lycopersicum-XM_010316428.3
Solanum_lycopersicum-XP_004243586.1, Solanum_lycopersicum-XM_004243538.4
Solanum_lycopersicum-XP_025887810.1, Solanum_lycopersicum-XM_026032025.1
Solanum_lycopersicum-XP_019070900.1, Solanum_lycopersicum-XM_019215355.2
Solanum_lycopersicum-XP_004232864.1, Solanum_lycopersicum-XM_004232816.3
Solanum_lycopersicum-XP_004242446.1, Solanum_lycopersicum-XM_004242398.4
Solanum_lycopersicum-XP_004228915.2, Solanum_lycopersicum-XM_004228867.4
Solanum_lycopersicum-XP_004247563.1, Solanum_lycopersicum-XM_004247515.4
Solanum_lycopersicum-XP_004229476.1, Solanum_lycopersicum-XM_004229428.3
Solanum_lycopersicum-XP_004250290.1, Solanum_lycopersicum-XM_004250242.4
Solanum_lycopersicum-XP_004245512.1, Solanum_lycopersicum-XM_004245464.4
Solanum_lycopersicum-XP_004230569.1, Solanum_lycopersicum-XM_004230521.3
Solanum_lycopersicum-XP_004239372.1, Solanum_lycopersicum-XM_004239324.4
Solanum_lycopersicum-XP_010324368.1, Solanum_lycopersicum-XM_010326066.3
Solanum_lycopersicum-XP_004237811.1, Solanum_lycopersicum-XM_004237763.4
Solanum_lycopersicum-NP_001234067.1, Solanum_lycopersicum-NM_001247138.1
Solanum_lycopersicum-XP_004236772.1, Solanum_lycopersicum-XM_004236724.3
Solanum_lycopersicum-XP_004246488.1, Solanum_lycopersicum-XM_004246440.4
Solanum_lycopersicum-XP_004248516.1, Solanum_lycopersicum-XM_004248468.4
Solanum_lycopersicum-XP_004236321.1, Solanum_lycopersicum-XM_004236273.3
Solanum_lycopersicum-XP_004236836.1, Solanum_lycopersicum-XM_004236788.4
Solanum_lycopersicum-XP_004235309.1, Solanum_lycopersicum-XM_004235261.4
Solanum_lycopersicum-XP_004247632.1, Solanum_lycopersicum-XM_004247584.4
Solanum_lycopersicum-XP_004251605.1, Solanum_lycopersicum-XM_004251557.4
Solanum_lycopersicum-XP_004231721.1, Solanum_lycopersicum-XM_004231673.4
Solanum_lycopersicum-XP_004246596.1, Solanum_lycopersicum-XM_004246548.4
Solanum_lycopersicum-XP_004243534.1, Solanum_lycopersicum-XM_004243486.4
Solanum_lycopersicum-XP_004232712.1, Solanum_lycopersicum-XM_004232664.3
Solanum_lycopersicum-XP_004244125.1, Solanum_lycopersicum-XM_004244077.4
Solanum_lycopersicum-XP_004238710.1, Solanum_lycopersicum-XM_004238662.4
Solanum_lycopersicum-XP_004250650.1, Solanum_lycopersicum-XM_004250602.3
Solanum_lycopersicum-XP_004252860.1, Solanum_lycopersicum-XM_004252812.4
Solanum_lycopersicum-XP_004238988.1, Solanum_lycopersicum-XM_004238940.4
Solanum_lycopersicum-XP_004228434.1, Solanum_lycopersicum-XM_004228386.4
Solanum_lycopersicum-XP_004244467.1, Solanum_lycopersicum-XM_004244419.4
Solanum_lycopersicum-XP_004228646.1, Solanum_lycopersicum-XM_004228598.4
Solanum_lycopersicum-XP_004230178.1, Solanum_lycopersicum-XM_004230130.4
Solanum_lycopersicum-XP_004236400.1, Solanum_lycopersicum-XM_004236352.4
Solanum_lycopersicum-XP_004235142.1, Solanum_lycopersicum-XM_004235094.3
Solanum_lycopersicum-XP_004235625.1, Solanum_lycopersicum-XM_004235577.4
Solanum_lycopersicum-XP_004249209.1, Solanum_lycopersicum-XM_004249161.4
Solanum_lycopersicum-XP_004248491.1, Solanum_lycopersicum-XM_004248443.4
Solanum_lycopersicum-XP_010322266.1, Solanum_lycopersicum-XM_010323964.3
Solanum_lycopersicum-XP_004246460.1, Solanum_lycopersicum-XM_004246412.4
Solanum_lycopersicum-XP_010325879.1, Solanum_lycopersicum-XM_010327577.3
Solanum_lycopersicum-XP_019071286.1, Solanum_lycopersicum-XM_019215741.2
Solanum_lycopersicum-XP_025888588.1, Solanum_lycopersicum-XM_026032803.1
Solanum_lycopersicum-XP_004235686.1, Solanum_lycopersicum-XM_004235638.4
Solanum_lycopersicum-XP_004244474.1, Solanum_lycopersicum-XM_004244426.3
Solanum_lycopersicum-NP_001234420.2, Solanum_lycopersicum-NM_001247491.2
Solanum_lycopersicum-XP_010318288.1, Solanum_lycopersicum-XM_010319986.3
Solanum_lycopersicum-XP_004234285.1, Solanum_lycopersicum-XM_004234237.4
Solanum_lycopersicum-NP_001233863.1, Solanum_lycopersicum-NM_001246934.1
Solanum_lycopersicum-NP_001309349.1, Solanum_lycopersicum-NM_001322420.1
Solanum_lycopersicum-XP_004236277.1, Solanum_lycopersicum-XM_004236229.4
Solanum_lycopersicum-NP_001307546.1, Solanum_lycopersicum-NM_001320617.1
Solanum_lycopersicum-XP_004232745.1, Solanum_lycopersicum-XM_004232697.4
Solanum_lycopersicum-XP_004236001.1, Solanum_lycopersicum-XM_004235953.4
Solanum_lycopersicum-XP_004235993.1, Solanum_lycopersicum-XM_004235945.4
Solanum_lycopersicum-XP_004232175.1, Solanum_lycopersicum-XM_004232127.4
Solanum_lycopersicum-XP_004243539.1, Solanum_lycopersicum-XM_004243491.4
Solanum_lycopersicum-XP_004230694.1, Solanum_lycopersicum-XM_004230646.4
Solanum_lycopersicum-XP_004248793.1, Solanum_lycopersicum-XM_004248745.4
Solanum_lycopersicum-XP_004247833.1, Solanum_lycopersicum-XM_004247785.4
Solanum_lycopersicum-XP_025888785.1, Solanum_lycopersicum-XM_026033000.1
Solanum_lycopersicum-XP_004245902.1, Solanum_lycopersicum-XM_004245854.4
Solanum_lycopersicum-NP_001332778.1, Solanum_lycopersicum-NM_001345849.1
Solanum_lycopersicum-XP_004245999.1, Solanum_lycopersicum-XM_004245951.4
Solanum_lycopersicum-XP_010316260.1, Solanum_lycopersicum-XM_010317958.3
Solanum_lycopersicum-XP_004248204.1, Solanum_lycopersicum-XM_004248156.4
Solanum_lycopersicum-NP_001234524.1, Solanum_lycopersicum-NM_001247595.2
Solanum_lycopersicum-XP_004249355.1, Solanum_lycopersicum-XM_004249307.3
Solanum_lycopersicum-XP_010326219.1, Solanum_lycopersicum-XM_010327917.3
Solanum_lycopersicum-XP_010317193.1, Solanum_lycopersicum-XM_010318891.3
Solanum_lycopersicum-XP_004246094.1, Solanum_lycopersicum-XM_004246046.4
Solanum_lycopersicum-XP_004253501.1, Solanum_lycopersicum-XM_004253453.4
Solanum_lycopersicum-XP_025888368.1, Solanum_lycopersicum-XM_026032583.1
Solanum_lycopersicum-XP_004245207.1, Solanum_lycopersicum-XM_004245159.4
Solanum_lycopersicum-NP_001233788.1, Solanum_lycopersicum-NM_001246859.3
Solanum_lycopersicum-NP_001311229.1, Solanum_lycopersicum-NM_001324300.1
Solanum_lycopersicum-XP_025885573.1, Solanum_lycopersicum-XM_026029788.1
Solanum_lycopersicum-NP_001315322.1, Solanum_lycopersicum-NM_001328393.1
Solanum_lycopersicum-XP_004245163.1, Solanum_lycopersicum-XM_004245115.4
Solanum_lycopersicum-XP_010325082.1, Solanum_lycopersicum-XM_010326780.3
Solanum_lycopersicum-NP_001334572.1, Solanum_lycopersicum-NM_001347643.1
Solanum_lycopersicum-XP_004236396.1, Solanum_lycopersicum-XM_004236348.4
Solanum_lycopersicum-NP_001295135.1, Solanum_lycopersicum-NM_001308206.1
Solanum_lycopersicum-XP_004247426.1, Solanum_lycopersicum-XM_004247378.4
Solanum_lycopersicum-NP_001332942.1, Solanum_lycopersicum-NM_001346013.1
Solanum_lycopersicum-XP_025888476.1, Solanum_lycopersicum-XM_026032691.1
Solanum_lycopersicum-XP_004230127.1, Solanum_lycopersicum-XM_004230079.4
Solanum_lycopersicum-NP_001234208.1, Solanum_lycopersicum-NM_001247279.2
Solanum_lycopersicum-NP_001234717.1, Solanum_lycopersicum-NM_001247788.2
Solanum_lycopersicum-XP_004252001.1, Solanum_lycopersicum-XM_004251953.4
Solanum_lycopersicum-XP_004244304.2, Solanum_lycopersicum-XM_004244256.4
Solanum_lycopersicum-XP_004229418.1, Solanum_lycopersicum-XM_004229370.4
Solanum_lycopersicum-XP_004232007.1, Solanum_lycopersicum-XM_004231959.4
Solanum_lycopersicum-XP_004242579.1, Solanum_lycopersicum-XM_004242531.4
Solanum_lycopersicum-XP_004234806.1, Solanum_lycopersicum-XM_004234758.4
Solanum_lycopersicum-XP_010313853.1, Solanum_lycopersicum-XM_010315551.3
Solanum_lycopersicum-XP_004239268.1, Solanum_lycopersicum-XM_004239220.4
Solanum_lycopersicum-XP_004252243.1, Solanum_lycopersicum-XM_004252195.4
Solanum_lycopersicum-XP_004236398.2, Solanum_lycopersicum-XM_004236350.4
Solanum_lycopersicum-XP_004249871.1, Solanum_lycopersicum-XM_004249823.4
Solanum_lycopersicum-XP_004229709.1, Solanum_lycopersicum-XM_004229661.3
Solanum_lycopersicum-XP_004239932.1, Solanum_lycopersicum-XM_004239884.3
Solanum_lycopersicum-XP_004231874.1, Solanum_lycopersicum-XM_004231826.4
Solanum_lycopersicum-XP_004248401.1, Solanum_lycopersicum-XM_004248353.4
Solanum_lycopersicum-XP_010321210.1, Solanum_lycopersicum-XM_010322908.3
Solanum_lycopersicum-XP_010321216.1, Solanum_lycopersicum-XM_010322914.3
Solanum_lycopersicum-XP_025885362.1, Solanum_lycopersicum-XM_026029577.1
Solanum_lycopersicum-XP_004231252.1, Solanum_lycopersicum-XM_004231204.4
Solanum_lycopersicum-XP_010312264.1, Solanum_lycopersicum-XM_010313962.3
Solanum_lycopersicum-XP_025888237.1, Solanum_lycopersicum-XM_026032452.1
Solanum_lycopersicum-XP_004236817.1, Solanum_lycopersicum-XM_004236769.4
Solanum_lycopersicum-XP_004245781.1, Solanum_lycopersicum-XM_004245733.4
Solanum_lycopersicum-XP_004231027.1, Solanum_lycopersicum-XM_004230979.4
Solanum_lycopersicum-XP_004244369.1, Solanum_lycopersicum-XM_004244321.4
Solanum_lycopersicum-XP_010323459.1, Solanum_lycopersicum-XM_010325157.3
Solanum_lycopersicum-XP_004253099.1, Solanum_lycopersicum-XM_004253051.4
Solanum_lycopersicum-XP_025884429.1, Solanum_lycopersicum-XM_026028644.1
Solanum_lycopersicum-XP_004244009.1, Solanum_lycopersicum-XM_004243961.4
Solanum_lycopersicum-NP_001234288.1, Solanum_lycopersicum-NM_001247359.1
Solanum_lycopersicum-XP_004238925.1, Solanum_lycopersicum-XM_004238877.4
Solanum_lycopersicum-XP_004234397.1, Solanum_lycopersicum-XM_004234349.4
Solanum_lycopersicum-XP_004245732.1, Solanum_lycopersicum-XM_004245684.4
Solanum_lycopersicum-XP_004230864.1, Solanum_lycopersicum-XM_004230816.4
Solanum_lycopersicum-XP_010323878.1, Solanum_lycopersicum-XM_010325576.3
Solanum_lycopersicum-XP_025888647.1, Solanum_lycopersicum-XM_026032862.1
Solanum_lycopersicum-XP_004244088.1, Solanum_lycopersicum-XM_004244040.3
Solanum_lycopersicum-XP_004242897.1, Solanum_lycopersicum-XM_004242849.4
Solanum_lycopersicum-XP_004246348.1, Solanum_lycopersicum-XM_004246300.4
Solanum_lycopersicum-XP_004249173.1, Solanum_lycopersicum-XM_004249125.4
Solanum_lycopersicum-XP_004246431.1, Solanum_lycopersicum-XM_004246383.3
Solanum_lycopersicum-XP_004253326.1, Solanum_lycopersicum-XM_004253278.1
Solanum_lycopersicum-NP_001234656.2, Solanum_lycopersicum-NM_001247727.3
Solanum_lycopersicum-XP_004249357.1, Solanum_lycopersicum-XM_004249309.4
Solanum_lycopersicum-XP_010315530.1, Solanum_lycopersicum-XM_010317228.3
Solanum_lycopersicum-XP_004245503.1, Solanum_lycopersicum-XM_004245455.3
Solanum_lycopersicum-XP_004231838.1, Solanum_lycopersicum-XM_004231790.4
Solanum_lycopersicum-NP_001265918.1, Solanum_lycopersicum-NM_001278989.2
Solanum_lycopersicum-XP_004249386.1, Solanum_lycopersicum-XM_004249338.4
Solanum_lycopersicum-XP_025883557.1, Solanum_lycopersicum-XM_026027772.1
Solanum_lycopersicum-XP_010316293.1, Solanum_lycopersicum-XM_010317991.3
Solanum_lycopersicum-XP_004243643.1, Solanum_lycopersicum-XM_004243595.4
Solanum_lycopersicum-XP_004233528.1, Solanum_lycopersicum-XM_004233480.3
Solanum_lycopersicum-NP_001316317.1, Solanum_lycopersicum-NM_001329388.1
Solanum_lycopersicum-XP_004231485.1, Solanum_lycopersicum-XM_004231437.4
Solanum_lycopersicum-XP_004245741.1, Solanum_lycopersicum-XM_004245693.3
Solanum_lycopersicum-XP_004237361.1, Solanum_lycopersicum-XM_004237313.4
Solanum_lycopersicum-XP_004242624.1, Solanum_lycopersicum-XM_004242576.3
Solanum_lycopersicum-XP_004234029.1, Solanum_lycopersicum-XM_004233981.4
Solanum_lycopersicum-XP_004238390.1, Solanum_lycopersicum-XM_004238342.4
Solanum_lycopersicum-XP_004239085.1, Solanum_lycopersicum-XM_004239037.4
Solanum_lycopersicum-XP_010320893.1, Solanum_lycopersicum-XM_010322591.3
Solanum_lycopersicum-XP_025886864.1, Solanum_lycopersicum-XM_026031079.1
Solanum_lycopersicum-XP_004252957.1, Solanum_lycopersicum-XM_004252909.4
Solanum_lycopersicum-XP_004229802.1, Solanum_lycopersicum-XM_004229754.4
Solanum_lycopersicum-XP_004242494.1, Solanum_lycopersicum-XM_004242446.4
Solanum_lycopersicum-XP_004250376.1, Solanum_lycopersicum-XM_004250328.4
Solanum_lycopersicum-XP_004246959.1, Solanum_lycopersicum-XM_004246911.4
Solanum_lycopersicum-XP_004248765.1, Solanum_lycopersicum-XM_004248717.4
Solanum_lycopersicum-XP_004242062.1, Solanum_lycopersicum-XM_004242014.4
Solanum_lycopersicum-XP_004242535.1, Solanum_lycopersicum-XM_004242487.3
Solanum_lycopersicum-XP_004247312.3, Solanum_lycopersicum-XM_004247264.4
Solanum_lycopersicum-NP_001316507.1, Solanum_lycopersicum-NM_001329578.1
Solanum_lycopersicum-XP_004230203.1, Solanum_lycopersicum-XM_004230155.4
Solanum_lycopersicum-XP_004234805.1, Solanum_lycopersicum-XM_004234757.4
Solanum_lycopersicum-NP_001297058.1, Solanum_lycopersicum-NM_001310129.1
Solanum_lycopersicum-XP_010320917.1, Solanum_lycopersicum-XM_010322615.3
Solanum_lycopersicum-XP_004238449.1, Solanum_lycopersicum-XM_004238401.4
Solanum_lycopersicum-NP_001234396.2, Solanum_lycopersicum-NM_001247467.2
Solanum_lycopersicum-XP_004230958.2, Solanum_lycopersicum-XM_004230910.4
Solanum_lycopersicum-XP_004230262.1, Solanum_lycopersicum-XM_004230214.4
Solanum_lycopersicum-XP_004235346.1, Solanum_lycopersicum-XM_004235298.4
Solanum_lycopersicum-XP_004231007.1, Solanum_lycopersicum-XM_004230959.4
Solanum_lycopersicum-XP_025884641.1, Solanum_lycopersicum-XM_026028856.1
Solanum_lycopersicum-XP_004237174.1, Solanum_lycopersicum-XM_004237126.3
Solanum_lycopersicum-XP_004239720.1, Solanum_lycopersicum-XM_004239672.4
Solanum_lycopersicum-XP_004242426.3, Solanum_lycopersicum-XM_004242378.4
Solanum_lycopersicum-XP_004251558.1, Solanum_lycopersicum-XM_004251510.4
Solanum_lycopersicum-XP_004245289.1, Solanum_lycopersicum-XM_004245241.4
Solanum_lycopersicum-XP_004250888.1, Solanum_lycopersicum-XM_004250840.4
Solanum_lycopersicum-XP_010313231.1, Solanum_lycopersicum-XM_010314929.3
Solanum_lycopersicum-XP_004241410.1, Solanum_lycopersicum-XM_004241362.4
Solanum_lycopersicum-XP_004239076.1, Solanum_lycopersicum-XM_004239028.3
Solanum_lycopersicum-XP_004232292.1, Solanum_lycopersicum-XM_004232244.4
Solanum_lycopersicum-NP_001334062.1, Solanum_lycopersicum-NM_001347133.1
Solanum_lycopersicum-XP_025886670.1, Solanum_lycopersicum-XM_026030885.1
Solanum_lycopersicum-XP_004250011.1, Solanum_lycopersicum-XM_004249963.4
Solanum_lycopersicum-XP_004242304.1, Solanum_lycopersicum-XM_004242256.4
Solanum_lycopersicum-XP_010317508.1, Solanum_lycopersicum-XM_010319206.3
Solanum_lycopersicum-XP_004233407.1, Solanum_lycopersicum-XM_004233359.3
Solanum_lycopersicum-XP_004232125.1, Solanum_lycopersicum-XM_004232077.4
Solanum_lycopersicum-XP_004228972.1, Solanum_lycopersicum-XM_004228924.4
Solanum_lycopersicum-XP_004248146.1, Solanum_lycopersicum-XM_004248098.4
Solanum_lycopersicum-XP_004231083.1, Solanum_lycopersicum-XM_004231035.4
Solanum_lycopersicum-XP_004234668.1, Solanum_lycopersicum-XM_004234620.4
Solanum_lycopersicum-XP_004248536.1, Solanum_lycopersicum-XM_004248488.2
Solanum_lycopersicum-XP_004244350.2, Solanum_lycopersicum-XM_004244302.4
Solanum_lycopersicum-XP_004234141.1, Solanum_lycopersicum-XM_004234093.4
Solanum_lycopersicum-XP_010327286.1, Solanum_lycopersicum-XM_010328984.3
Solanum_lycopersicum-XP_004245879.1, Solanum_lycopersicum-XM_004245831.4
Solanum_lycopersicum-XP_004231540.1, Solanum_lycopersicum-XM_004231492.4
Solanum_lycopersicum-XP_004232744.1, Solanum_lycopersicum-XM_004232696.4
Solanum_lycopersicum-XP_004235316.1, Solanum_lycopersicum-XM_004235268.4
Solanum_lycopersicum-XP_004243709.1, Solanum_lycopersicum-XM_004243661.4
Solanum_lycopersicum-XP_004248003.2, Solanum_lycopersicum-XM_004247955.4
Solanum_lycopersicum-XP_004238227.1, Solanum_lycopersicum-XM_004238179.4
Solanum_lycopersicum-XP_004239035.1, Solanum_lycopersicum-XM_004238987.4
Solanum_lycopersicum-XP_004235731.1, Solanum_lycopersicum-XM_004235683.4
Solanum_lycopersicum-XP_004236359.1, Solanum_lycopersicum-XM_004236311.3
Solanum_lycopersicum-XP_004230397.1, Solanum_lycopersicum-XM_004230349.3
Solanum_lycopersicum-XP_004251876.1, Solanum_lycopersicum-XM_004251828.4
Solanum_lycopersicum-XP_004250014.1, Solanum_lycopersicum-XM_004249966.4
Solanum_lycopersicum-XP_025884150.1, Solanum_lycopersicum-XM_026028365.1
Solanum_lycopersicum-XP_004248376.1, Solanum_lycopersicum-XM_004248328.3
Solanum_lycopersicum-XP_004243718.1, Solanum_lycopersicum-XM_004243670.4
Solanum_lycopersicum-XP_004238762.1, Solanum_lycopersicum-XM_004238714.4
Solanum_lycopersicum-XP_004232074.1, Solanum_lycopersicum-XM_004232026.4
Solanum_lycopersicum-XP_004247232.1, Solanum_lycopersicum-XM_004247184.4
Solanum_lycopersicum-XP_010326446.1, Solanum_lycopersicum-XM_010328144.2
Solanum_lycopersicum-XP_004240772.1, Solanum_lycopersicum-XM_004240724.4
Solanum_lycopersicum-XP_010322023.1, Solanum_lycopersicum-XM_010323721.3
Solanum_lycopersicum-XP_010312333.1, Solanum_lycopersicum-XM_010314031.3
Solanum_lycopersicum-XP_004245276.1, Solanum_lycopersicum-XM_004245228.4
Solanum_lycopersicum-XP_010325181.1, Solanum_lycopersicum-XM_010326879.3
Solanum_lycopersicum-XP_004234452.2, Solanum_lycopersicum-XM_004234404.4
Solanum_lycopersicum-NP_001333382.1, Solanum_lycopersicum-NM_001346453.1
Solanum_lycopersicum-XP_004240517.1, Solanum_lycopersicum-XM_004240469.4
Solanum_lycopersicum-XP_004239106.1, Solanum_lycopersicum-XM_004239058.3
Solanum_lycopersicum-XP_004242017.1, Solanum_lycopersicum-XM_004241969.4
Solanum_lycopersicum-XP_004232984.1, Solanum_lycopersicum-XM_004232936.4
Solanum_lycopersicum-XP_004244270.1, Solanum_lycopersicum-XM_004244222.4
Solanum_lycopersicum-XP_004247360.1, Solanum_lycopersicum-XM_004247312.4
Solanum_lycopersicum-NP_001288209.1, Solanum_lycopersicum-NM_001301280.2
Solanum_lycopersicum-XP_004242951.1, Solanum_lycopersicum-XM_004242903.4
Solanum_lycopersicum-XP_004235404.1, Solanum_lycopersicum-XM_004235356.4
Solanum_lycopersicum-XP_004241921.1, Solanum_lycopersicum-XM_004241873.4
Solanum_lycopersicum-XP_004245927.1, Solanum_lycopersicum-XM_004245879.4
Solanum_lycopersicum-XP_004250430.1, Solanum_lycopersicum-XM_004250382.4
Solanum_lycopersicum-XP_019066568.1, Solanum_lycopersicum-XM_019211023.2
Solanum_lycopersicum-XP_004241009.1, Solanum_lycopersicum-XM_004240961.3
Solanum_lycopersicum-NP_001307325.1, Solanum_lycopersicum-NM_001320396.1
Solanum_lycopersicum-XP_004253262.1, Solanum_lycopersicum-XM_004253214.3
Solanum_lycopersicum-XP_004250878.1, Solanum_lycopersicum-XM_004250830.4
Solanum_lycopersicum-NP_001234556.2, Solanum_lycopersicum-NM_001247627.2
Solanum_lycopersicum-NP_001234460.1, Solanum_lycopersicum-NM_001247531.2
Solanum_lycopersicum-NP_001333759.1, Solanum_lycopersicum-NM_001346830.1
Solanum_lycopersicum-XP_010324379.1, Solanum_lycopersicum-XM_010326077.3
Solanum_lycopersicum-XP_004249228.1, Solanum_lycopersicum-XM_004249180.3
Solanum_lycopersicum-XP_004239752.1, Solanum_lycopersicum-XM_004239704.4
Solanum_lycopersicum-XP_004249396.1, Solanum_lycopersicum-XM_004249348.4
Solanum_lycopersicum-XP_004232627.2, Solanum_lycopersicum-XM_004232579.4
Solanum_lycopersicum-XP_004251086.1, Solanum_lycopersicum-XM_004251038.4
Solanum_lycopersicum-XP_004239787.1, Solanum_lycopersicum-XM_004239739.4
Solanum_lycopersicum-XP_004247753.1, Solanum_lycopersicum-XM_004247705.4
Solanum_lycopersicum-XP_004244897.1, Solanum_lycopersicum-XM_004244849.3
Solanum_lycopersicum-XP_004240874.1, Solanum_lycopersicum-XM_004240826.4
Solanum_lycopersicum-XP_004240374.1, Solanum_lycopersicum-XM_004240326.4
Solanum_lycopersicum-XP_004245261.1, Solanum_lycopersicum-XM_004245213.4
Solanum_lycopersicum-XP_004229462.1, Solanum_lycopersicum-XM_004229414.4
Solanum_lycopersicum-XP_004243551.1, Solanum_lycopersicum-XM_004243503.4
Solanum_lycopersicum-XP_004230331.1, Solanum_lycopersicum-XM_004230283.4
